id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Sale20240107026,Sale,2024-01-07,2024-01-07,51744.18,51744.18,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17248.06,Cash,C020,2587.21,49156.97,30000.0,21744.18
Purchase20231231009,Purchase,2023-12-31,2023-12-31,50000.0,50000.0,Director,Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,P001,Premium Product A,10.0,5000.0,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,26998.45,26998.45,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,28590.09,28590.09,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,358.66999999999996,358.66999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240108027,Sale,2024-01-08,2024-01-08,9641.53,9641.53,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9641.53,Cash,C008,482.08,9159.45,5000.0,4641.530000000001
Sale20240108028,Sale,2024-01-08,2024-01-08,18408.64,18408.64,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18408.64,Account Receviable,C005,920.43,17488.21,10000.0,8408.64
Sale20240108029,Sale,2024-01-08,2024-01-08,19529.92,19529.92,,,Paid,,10000.0,,,P002,Premium Product B,1.0,19529.92,Cash,C014,976.5,18553.42,10000.0,9529.919999999998
Expense20240108001,Sales Expenses,2024-01-08,2024-01-08,10577.36,10577.36,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240108001,Sales Expenses,2024-01-08,2024-01-08,14994.33,14994.33,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,358.66999999999996,358.66999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240109032,Sale,2024-01-09,2024-01-09,19006.32,19006.32,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9503.16,Cash,C020,950.32,18056.0,10000.0,9006.32
Sale20240109033,Sale,2024-01-09,2024-01-09,27822.78,27822.78,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9274.26,Cash,C005,1391.14,26431.64,15000.0,12822.779999999999
Sale20240109034,Sale,2024-01-09,2024-01-09,19170.4,19170.4,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9585.2,Cash,C017,958.52,18211.88,10000.0,9170.400000000001
Sale20240109035,Sale,2024-01-09,2024-01-09,28374.54,28374.54,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9458.18,Cash,C012,1418.73,26955.81,15000.0,13374.54
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,22403.49,22403.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,24567.37,24567.37,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,358.66999999999996,358.66999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240110037,Sale,2024-01-10,2024-01-10,26373.15,26373.15,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,8791.05,Account Receviable,C002,1318.66,25054.49,15000.0,11373.150000000001
Sale20240110038,Sale,2024-01-10,2024-01-10,77077.34,77077.34,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38538.67,Cash,C006,3853.87,73223.47,40000.0,37077.34
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,6905.94,6905.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,29218.39,29218.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,358.66999999999996,358.66999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240111040,Sale,2024-01-11,2024-01-11,77774.76,77774.76,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38887.38,Cash,C004,3888.74,73886.02,40000.0,37774.759999999995
Sale20240111041,Sale,2024-01-11,2024-01-11,78657.2,78657.2,,,Paid,,20000.0,,,P003,Premium Product C,2.0,39328.6,Cash,C016,3932.86,74724.34,40000.0,38657.2
Purchase20231231010,Purchase,2023-12-31,2023-12-31,140000.0,140000.0,Director,Staff,Paid,Bank Transfer,20000.0,S007,Supplier 7,P003,Premium Product C,7.0,20000.0,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,23639.86,23639.86,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,15612.99,15612.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,346.21,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240112044,Sale,2024-01-12,2024-01-12,289542.84,289542.84,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96514.28,Cash,C017,14477.14,275065.7,150000.0,139542.84000000003
Sale20240112045,Sale,2024-01-12,2024-01-12,198903.54,198903.54,,,Paid,,50000.0,,,P004,Premium Product D,2.0,99451.77,Cash,C014,9945.18,188958.36,100000.0,98903.54000000001
Sale20240112046,Sale,2024-01-12,2024-01-12,119284.65,119284.65,,,Paid,,20000.0,,,P003,Premium Product C,3.0,39761.55,Cash,C009,5964.23,113320.42,60000.0,59284.649999999994
Purchase20231231011,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Staff,Paid,Cash,10000.0,S003,Supplier 3,P002,Premium Product B,10.0,10000.0,,,,,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,35000.0,35000.0,Director,Staff,Unpaid,Account Payable,5000.0,S002,Supplier 2,P001,Premium Product A,7.0,5000.0,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,20136.77,20136.77,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240112001,Financial Expenses,2024-01-12,2024-01-12,28281.98,28281.98,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,346.21,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240113048,Sale,2024-01-13,2024-01-13,9033.17,9033.17,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9033.17,Cash,C014,451.66,8581.51,5000.0,4033.17
Sale20240113049,Sale,2024-01-13,2024-01-13,19087.14,19087.14,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,9543.57,Account Receviable,C005,954.36,18132.78,10000.0,9087.14
Sale20240113050,Sale,2024-01-13,2024-01-13,9548.59,9548.59,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9548.59,Cash,C008,477.43,9071.16,5000.0,4548.59
Sale20240113051,Sale,2024-01-13,2024-01-13,34655.41,34655.41,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,34655.41,Account Receviable,C002,1732.77,32922.64,20000.0,14655.410000000003
Purchase20231231013,Purchase,2023-12-31,2023-12-31,45000.0,45000.0,Director,Staff,Unpaid,Account Payable,5000.0,S010,Supplier 10,P001,Premium Product A,9.0,5000.0,,,,,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,400000.0,400000.0,Director,Staff,Unpaid,Account Payable,50000.0,S006,Supplier 6,P004,Premium Product D,8.0,50000.0,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,12167.96,12167.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240113001,Financial Expenses,2024-01-13,2024-01-13,27331.55,27331.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,15369.91,15369.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,346.21,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240114053,Sale,2024-01-14,2024-01-14,68924.88,68924.88,,,Paid,,20000.0,,,P003,Premium Product C,2.0,34462.44,Cash,C011,3446.24,65478.64,40000.0,28924.880000000005
Sale20240114054,Sale,2024-01-14,2024-01-14,59291.76,59291.76,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19763.92,Cash,C019,2964.59,56327.17,30000.0,29291.760000000002
Purchase20231231015,Purchase,2023-12-31,2023-12-31,120000.0,120000.0,Director,Staff,Paid,Bank Transfer,20000.0,S005,Supplier 5,P003,Premium Product C,6.0,20000.0,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,27750.0,27750.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,3800.79,3800.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,27475.49,27475.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240115055,Sale,2024-01-15,2024-01-15,257759.46,257759.46,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,85919.82,Account Receviable,C016,12887.97,244871.49,150000.0,107759.45999999999
Sale20240115056,Sale,2024-01-15,2024-01-15,9327.25,9327.25,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9327.25,Cash,C005,466.36,8860.89,5000.0,4327.25
Sale20240115057,Sale,2024-01-15,2024-01-15,296895.3,296895.3,,,Paid,,50000.0,,,P004,Premium Product D,3.0,98965.1,Cash,C001,14844.76,282050.54,150000.0,146895.3
Expense20240115001,Financial Expenses,2024-01-15,2024-01-15,8691.55,8691.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,27265.78,27265.78,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240116059,Sale,2024-01-16,2024-01-16,289047.27,289047.27,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96349.09,Cash,C002,14452.36,274594.91,150000.0,139047.27000000002
Sale20240116060,Sale,2024-01-16,2024-01-16,19171.64,19171.64,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,9585.82,Account Receviable,C015,958.58,18213.06,10000.0,9171.64
Sale20240116061,Sale,2024-01-16,2024-01-16,108126.21,108126.21,,,Paid,,20000.0,,,P003,Premium Product C,3.0,36042.07,Cash,C004,5406.31,102719.9,60000.0,48126.21000000001
Purchase20231231016,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Staff,Paid,Cash,50000.0,S002,Supplier 2,P004,Premium Product D,4.0,50000.0,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,26626.7,26626.7,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,29908.73,29908.73,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240117064,Sale,2024-01-17,2024-01-17,87812.29,87812.29,,,Paid,,50000.0,,,P004,Premium Product D,1.0,87812.29,Cash,C009,4390.61,83421.68,50000.0,37812.28999999999
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,14925.27,14925.27,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,18769.64,18769.64,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240118067,Sale,2024-01-18,2024-01-18,87773.19,87773.19,,,Paid,,50000.0,,,P004,Premium Product D,1.0,87773.19,Cash,C017,4388.66,83384.53,50000.0,37773.19
Sale20240118068,Sale,2024-01-18,2024-01-18,9826.86,9826.86,,,Unpaid,,5000.0,,,P001,Premium Product A,1.0,9826.86,Account Receviable,C014,491.34,9335.52,5000.0,4826.860000000001
Purchase20231231017,Purchase,2023-12-31,2023-12-31,450000.0,450000.0,Director,Staff,Paid,Cash,50000.0,S003,Supplier 3,P004,Premium Product D,9.0,50000.0,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,3014.12,3014.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240118001,Financial Expenses,2024-01-18,2024-01-18,20030.61,20030.61,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240119070,Sale,2024-01-19,2024-01-19,52668.75,52668.75,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17556.25,Cash,C009,2633.44,50035.31,30000.0,22668.75
Sale20240119071,Sale,2024-01-19,2024-01-19,266868.12,266868.12,,,Paid,,50000.0,,,P004,Premium Product D,3.0,88956.04,Cash,C007,13343.41,253524.71,150000.0,116868.12
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,5616.15,5616.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,5484.58,5484.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240120072,Sale,2024-01-20,2024-01-20,17832.11,17832.11,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17832.11,Account Receviable,C016,891.61,16940.5,10000.0,7832.110000000001
Sale20240120073,Sale,2024-01-20,2024-01-20,17673.74,17673.74,,,Paid,,10000.0,,,P002,Premium Product B,1.0,17673.74,Cash,C013,883.69,16790.05,10000.0,7673.740000000002
Sale20240120074,Sale,2024-01-20,2024-01-20,177214.12,177214.12,,,Paid,,50000.0,,,P004,Premium Product D,2.0,88607.06,Cash,C008,8860.71,168353.41,100000.0,77214.12
Purchase20231231018,Purchase,2023-12-31,2023-12-31,90000.0,90000.0,Director,Staff,Unpaid,Account Payable,10000.0,S010,Supplier 10,P002,Premium Product B,9.0,10000.0,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,8381.1,8381.1,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,9911.55,9911.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240121076,Sale,2024-01-21,2024-01-21,9561.13,9561.13,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9561.13,Cash,C014,478.06,9083.07,5000.0,4561.129999999999
Sale20240121077,Sale,2024-01-21,2024-01-21,51657.21,51657.21,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17219.07,Cash,C016,2582.86,49074.35,30000.0,21657.21
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,26513.68,26513.68,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,20438.81,20438.81,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,17063.93,17063.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,335.53,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240122080,Sale,2024-01-22,2024-01-22,18821.05,18821.05,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18821.05,Account Receviable,C015,941.05,17880.0,10000.0,8821.05
Sale20240122081,Sale,2024-01-22,2024-01-22,114418.29,114418.29,,,Paid,,20000.0,,,P003,Premium Product C,3.0,38139.43,Cash,C014,5720.91,108697.38,60000.0,54418.28999999999
Sale20240122082,Sale,2024-01-22,2024-01-22,29249.01,29249.01,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9749.67,Cash,C020,1462.45,27786.56,15000.0,14249.009999999998
Sale20240122083,Sale,2024-01-22,2024-01-22,105198.99,105198.99,,,Unpaid,,20000.0,,,P003,Premium Product C,3.0,35066.33,Account Receviable,C013,5259.95,99939.04,60000.0,45198.990000000005
Purchase20231231019,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Staff,Paid,Bank Transfer,5000.0,S001,Supplier 1,P001,Premium Product A,3.0,5000.0,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,28780.85,28780.85,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,20222.68,20222.68,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,9445.79,9445.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,334.195,334.195,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240123086,Sale,2024-01-23,2024-01-23,8524.33,8524.33,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8524.33,Cash,C005,426.22,8098.11,5000.0,3524.33
Sale20240123087,Sale,2024-01-23,2024-01-23,18556.62,18556.62,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18556.62,Account Receviable,C004,927.83,17628.79,10000.0,8556.619999999999
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,28036.39,28036.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,6107.18,6107.18,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,334.195,334.195,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240124089,Sale,2024-01-24,2024-01-24,262602.87,262602.87,,,Paid,,50000.0,,,P004,Premium Product D,3.0,87534.29,Cash,C014,13130.14,249472.73,150000.0,112602.87
Sale20240124090,Sale,2024-01-24,2024-01-24,29895.72,29895.72,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9965.24,Cash,C008,1494.79,28400.93,15000.0,14895.720000000001
Sale20240124091,Sale,2024-01-24,2024-01-24,9220.35,9220.35,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9220.35,Cash,C009,461.02,8759.33,5000.0,4220.35
Purchase20231231020,Purchase,2023-12-31,2023-12-31,30000.0,30000.0,Director,Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,P001,Premium Product A,6.0,5000.0,,,,,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,160000.0,160000.0,Director,Staff,Paid,Cash,20000.0,S004,Supplier 4,P003,Premium Product C,8.0,20000.0,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,29168.55,29168.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,27749.05,27749.05,Director,Staff,Paid,Cash,,,,,,,,,,,,,
