id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Purchase20231231002,Purchase,2023-12-31,500000.0,Director,Staff,Paid,Bank Transfer,50000.0,S008,Supplier 8,P004,Premium Product D,10.0,50000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $50000.00, totaling $500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231003,Purchase,2023-12-31,70000.0,Director,Staff,Paid,Bank Transfer,10000.0,S009,Supplier 9,P002,Premium Product B,7.0,10000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $10000.00, totaling $70000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240102001,Financial Expenses,2024-01-02,7752.95,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $7752.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,18455.69,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $18455.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Financial Expenses,2024-01-02,6853.03,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $6853.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,376.47,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $376.47. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103005,Sale,2024-01-03,37948.22,,,Paid,,10000.0,,,P002,Premium Product B,2.0,18974.11,Cash,C012,1897.41,36050.81,20000.0,17948.22,"On January 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $18974.11, totaling $37948.22. The cost amount for this transaction was $20000.00, with a tax amount of $1897.41, leading to a total amount due of $36050.81. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103006,Sale,2024-01-03,179770.4,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,89885.2,Account Receviable,C004,8988.52,170781.88,100000.0,79770.4,"On January 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $89885.20, totaling $179770.40. The cost amount for this transaction was $100000.00, with a tax amount of $8988.52, leading to a total amount due of $170781.88. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231004,Purchase,2023-12-31,100000.0,Director,Staff,Paid,Cash,10000.0,S005,Supplier 5,P002,Premium Product B,10.0,10000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $10000.00, totaling $100000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240103001,Administrative Expenses,2024-01-03,27287.04,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $27287.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Sales Expenses,2024-01-03,3828.85,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $3828.85. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Sales Expenses,2024-01-03,28109.74,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $28109.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,376.47,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $376.47. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104009,Sale,2024-01-04,256494.12,,,Paid,,50000.0,,,P004,Premium Product D,3.0,85498.04,Cash,C003,12824.71,243669.41,150000.0,106494.12,"On January 04, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $85498.04, totaling $256494.12. The cost amount for this transaction was $150000.00, with a tax amount of $12824.71, leading to a total amount due of $243669.41. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240104010,Sale,2024-01-04,55908.81,,,Unpaid,,10000.0,,,P002,Premium Product B,3.0,18636.27,Account Receviable,C003,2795.44,53113.37,30000.0,25908.81,"On January 04, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $18636.27, totaling $55908.81. The cost amount for this transaction was $30000.00, with a tax amount of $2795.44, leading to a total amount due of $53113.37. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104011,Sale,2024-01-04,58512.33,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19504.11,Cash,C016,2925.62,55586.71,30000.0,28512.33,"On January 04, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19504.11, totaling $58512.33. The cost amount for this transaction was $30000.00, with a tax amount of $2925.62, leading to a total amount due of $55586.71. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231005,Purchase,2023-12-31,35000.0,Director,Staff,Unpaid,Account Payable,5000.0,S001,Supplier 1,P001,Premium Product A,7.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $5000.00, totaling $35000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231006,Purchase,2023-12-31,200000.0,Director,Staff,Paid,Bank Transfer,50000.0,S007,Supplier 7,P004,Premium Product D,4.0,50000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $50000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240104001,Sales Expenses,2024-01-04,17877.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $17877.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,9956.03,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $9956.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240104001,Sales Expenses,2024-01-04,29677.19,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $29677.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105014,Sale,2024-01-05,36205.3,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,36205.3,Account Receviable,C016,1810.27,34395.03,20000.0,16205.3,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $36205.30, totaling $36205.30. The cost amount for this transaction was $20000.00, with a tax amount of $1810.27, leading to a total amount due of $34395.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240105015,Sale,2024-01-05,34424.3,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17212.15,Cash,C007,1721.22,32703.08,20000.0,14424.3,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $17212.15, totaling $34424.30. The cost amount for this transaction was $20000.00, with a tax amount of $1721.22, leading to a total amount due of $32703.08. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105016,Sale,2024-01-05,116738.52,,,Paid,,20000.0,,,P003,Premium Product C,3.0,38912.84,Cash,C012,5836.93,110901.59,60000.0,56738.52,"On January 05, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $38912.84, totaling $116738.52. The cost amount for this transaction was $60000.00, with a tax amount of $5836.93, leading to a total amount due of $110901.59. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105017,Sale,2024-01-05,18198.26,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18198.26,Cash,C002,909.91,17288.35,10000.0,8198.26,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18198.26, totaling $18198.26. The cost amount for this transaction was $10000.00, with a tax amount of $909.91, leading to a total amount due of $17288.35. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,180000.0,Director,Staff,Paid,Cash,20000.0,S008,Supplier 8,P003,Premium Product C,9.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $20000.00, totaling $180000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240105001,Sales Expenses,2024-01-05,4496.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $4496.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,26287.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $26287.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,19349.07,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $19349.07. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106020,Sale,2024-01-06,34253.22,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17126.61,Cash,C002,1712.66,32540.56,20000.0,14253.22,"On January 06, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $17126.61, totaling $34253.22. The cost amount for this transaction was $20000.00, with a tax amount of $1712.66, leading to a total amount due of $32540.56. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106021,Sale,2024-01-06,109003.17,,,Paid,,20000.0,,,P003,Premium Product C,3.0,36334.39,Cash,C016,5450.16,103553.01,60000.0,49003.17,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $36334.39, totaling $109003.17. The cost amount for this transaction was $60000.00, with a tax amount of $5450.16, leading to a total amount due of $103553.01. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106022,Sale,2024-01-06,27699.57,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9233.19,Cash,C009,1384.98,26314.59,15000.0,12699.57,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9233.19, totaling $27699.57. The cost amount for this transaction was $15000.00, with a tax amount of $1384.98, leading to a total amount due of $26314.59. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231008,Purchase,2023-12-31,30000.0,Director,Staff,Paid,Cash,10000.0,S008,Supplier 8,P002,Premium Product B,3.0,10000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $10000.00, totaling $30000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240106001,Sales Expenses,2024-01-06,18272.65,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $18272.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,10546.48,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $10546.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,18141.81,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $18141.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107025,Sale,2024-01-07,36361.26,,,Unpaid,,10000.0,,,P002,Premium Product B,2.0,18180.63,Account Receviable,C012,1818.06,34543.2,20000.0,16361.26,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $18180.63, totaling $36361.26. The cost amount for this transaction was $20000.00, with a tax amount of $1818.06, leading to a total amount due of $34543.20. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107026,Sale,2024-01-07,51744.18,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17248.06,Cash,C020,2587.21,49156.97,30000.0,21744.18,"On January 07, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17248.06, totaling $51744.18. The cost amount for this transaction was $30000.00, with a tax amount of $2587.21, leading to a total amount due of $49156.97. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231009,Purchase,2023-12-31,50000.0,Director,Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,P001,Premium Product A,10.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $5000.00, totaling $50000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240107001,Administrative Expenses,2024-01-07,26998.45,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $26998.45. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,28590.09,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $28590.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108027,Sale,2024-01-08,9641.53,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9641.53,Cash,C008,482.08,9159.45,5000.0,4641.53,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9641.53, totaling $9641.53. The cost amount for this transaction was $5000.00, with a tax amount of $482.08, leading to a total amount due of $9159.45. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108028,Sale,2024-01-08,18408.64,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18408.64,Account Receviable,C005,920.43,17488.21,10000.0,8408.64,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18408.64, totaling $18408.64. The cost amount for this transaction was $10000.00, with a tax amount of $920.43, leading to a total amount due of $17488.21. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240108029,Sale,2024-01-08,19529.92,,,Paid,,10000.0,,,P002,Premium Product B,1.0,19529.92,Cash,C014,976.5,18553.42,10000.0,9529.92,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $19529.92, totaling $19529.92. The cost amount for this transaction was $10000.00, with a tax amount of $976.50, leading to a total amount due of $18553.42. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240108001,Sales Expenses,2024-01-08,10577.36,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $10577.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240108001,Sales Expenses,2024-01-08,14994.33,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $14994.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109032,Sale,2024-01-09,19006.32,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9503.16,Cash,C020,950.32,18056.0,10000.0,9006.32,"On January 09, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9503.16, totaling $19006.32. The cost amount for this transaction was $10000.00, with a tax amount of $950.32, leading to a total amount due of $18056.00. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109033,Sale,2024-01-09,27822.78,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9274.26,Cash,C005,1391.14,26431.64,15000.0,12822.78,"On January 09, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9274.26, totaling $27822.78. The cost amount for this transaction was $15000.00, with a tax amount of $1391.14, leading to a total amount due of $26431.64. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109034,Sale,2024-01-09,19170.4,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9585.2,Cash,C017,958.52,18211.88,10000.0,9170.4,"On January 09, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9585.20, totaling $19170.40. The cost amount for this transaction was $10000.00, with a tax amount of $958.52, leading to a total amount due of $18211.88. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109035,Sale,2024-01-09,28374.54,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9458.18,Cash,C012,1418.73,26955.81,15000.0,13374.54,"On January 09, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9458.18, totaling $28374.54. The cost amount for this transaction was $15000.00, with a tax amount of $1418.73, leading to a total amount due of $26955.81. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240109001,Administrative Expenses,2024-01-09,22403.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $22403.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,24567.37,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $24567.37. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110037,Sale,2024-01-10,26373.15,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,8791.05,Account Receviable,C002,1318.66,25054.49,15000.0,11373.15,"On January 10, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8791.05, totaling $26373.15. The cost amount for this transaction was $15000.00, with a tax amount of $1318.66, leading to a total amount due of $25054.49. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110038,Sale,2024-01-10,77077.34,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38538.67,Cash,C006,3853.87,73223.47,40000.0,37077.34,"On January 10, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $38538.67, totaling $77077.34. The cost amount for this transaction was $40000.00, with a tax amount of $3853.87, leading to a total amount due of $73223.47. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240110001,Administrative Expenses,2024-01-10,6905.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $6905.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240110001,Sales Expenses,2024-01-10,29218.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $29218.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,358.67,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $358.67. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111040,Sale,2024-01-11,77774.76,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38887.38,Cash,C004,3888.74,73886.02,40000.0,37774.76,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $38887.38, totaling $77774.76. The cost amount for this transaction was $40000.00, with a tax amount of $3888.74, leading to a total amount due of $73886.02. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111041,Sale,2024-01-11,78657.2,,,Paid,,20000.0,,,P003,Premium Product C,2.0,39328.6,Cash,C016,3932.86,74724.34,40000.0,38657.2,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $39328.60, totaling $78657.20. The cost amount for this transaction was $40000.00, with a tax amount of $3932.86, leading to a total amount due of $74724.34. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231010,Purchase,2023-12-31,140000.0,Director,Staff,Paid,Bank Transfer,20000.0,S007,Supplier 7,P003,Premium Product C,7.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $20000.00, totaling $140000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240111001,Sales Expenses,2024-01-11,23639.86,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $23639.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240111001,Sales Expenses,2024-01-11,15612.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $15612.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $346.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112044,Sale,2024-01-12,289542.84,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96514.28,Cash,C017,14477.14,275065.7,150000.0,139542.84,"On January 12, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $96514.28, totaling $289542.84. The cost amount for this transaction was $150000.00, with a tax amount of $14477.14, leading to a total amount due of $275065.70. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112045,Sale,2024-01-12,198903.54,,,Paid,,50000.0,,,P004,Premium Product D,2.0,99451.77,Cash,C014,9945.18,188958.36,100000.0,98903.54,"On January 12, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $99451.77, totaling $198903.54. The cost amount for this transaction was $100000.00, with a tax amount of $9945.18, leading to a total amount due of $188958.36. The receive_method of this transaction was cash, and this transaction was paid.",
