id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,49553.54,49553.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,424.61612886,424.61612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115014,Sale,2024-01-15,2024-01-15,674738.01,674738.01,,,Unpaid,,500000.0,,,P001,Heavy Equipment A,1.0,674738.01,Account Receviable,C012,33736.9,641001.11,500000.0,174738.01,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,77935.63,77935.63,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,424.61612886,424.61612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116016,Sale,2024-01-16,2024-01-16,651423.21,651423.21,,,Paid,,500000.0,,,P001,Heavy Equipment A,1.0,651423.21,Cash,C006,32571.16,618852.05,500000.0,151423.20999999996,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,46003.89,46003.89,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,16712.52,16712.52,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,424.61612886,424.61612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117018,Sale,2024-01-17,2024-01-17,1124652.91,1124652.91,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1124652.91,Account Receviable,C019,56232.65,1068420.26,800000.0,324652.9099999999,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Staff,Paid,Bank Transfer,800000.0,S007,Supplier 7,P002,Heavy Equipment B,1.0,800000.0,,,,,,,,
Expense20240117001,Financial Expenses,2024-01-17,2024-01-17,12485.39,12485.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,76658.64,76658.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,353.41612886,353.41612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118019,Sale,2024-01-18,2024-01-18,1166055.78,1166055.78,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1166055.78,Account Receviable,C013,58302.79,1107752.99,800000.0,366055.78,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,1600000.0,1600000.0,Director,Staff,Paid,Bank Transfer,800000.0,S005,Supplier 5,P002,Heavy Equipment B,2.0,800000.0,,,,,,,,
Expense20240118001,Financial Expenses,2024-01-18,2024-01-18,23920.73,23920.73,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,73389.05,73389.05,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,211.01612886,211.01612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119021,Sale,2024-01-19,2024-01-19,1150635.95,1150635.95,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1150635.95,Account Receviable,C009,57531.8,1093104.15,800000.0,350635.94999999995,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,500000.0,500000.0,Director,Staff,Paid,Bank Transfer,500000.0,S005,Supplier 5,P001,Heavy Equipment A,1.0,500000.0,,,,,,,,
Expense20240119001,Financial Expenses,2024-01-19,2024-01-19,82862.75,82862.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,21035.98,21035.98,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120023,Sale,2024-01-20,2024-01-20,659057.2,659057.2,,,Paid,,500000.0,,,P001,Heavy Equipment A,1.0,659057.2,Cash,C010,32952.86,626104.34,500000.0,159057.19999999995,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,1000000.0,1000000.0,Director,Senior Staff,Unpaid,Account Payable,500000.0,S006,Supplier 6,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,96278.36,96278.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,50605.14,50605.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,89152.38,89152.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122024,Sale,2024-01-22,2024-01-22,1499323.77,1499323.77,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1499323.77,Account Receviable,C005,74966.19,1424357.58,1000000.0,499323.77,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,2000000.0,2000000.0,Director,Staff,Paid,Bank Transfer,1000000.0,S010,Supplier 10,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,
Transfer20240122001,Cash to bank transfer,2024-01-22,2024-01-22,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,66953.91,66953.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,77.51612886000001,77.51612886000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123026,Sale,2024-01-23,2024-01-23,710732.4,710732.4,,,Paid,,500000.0,,,P001,Heavy Equipment A,1.0,710732.4,Cash,C001,35536.62,675195.78,500000.0,210732.40000000002,,
Transfer20240123001,Cash to bank transfer,2024-01-23,2024-01-23,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240123001,Bank to cash transfer,2024-01-23,2024-01-23,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,76771.42,76771.42,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,77.51612886000001,77.51612886000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Transfer20240124001,Cash to bank transfer,2024-01-24,2024-01-24,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240124001,Bank to cash transfer,2024-01-24,2024-01-24,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,28942.11,28942.11,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,77.51612886000001,77.51612886000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125027,Sale,2024-01-25,2024-01-25,2008346.63,2008346.63,,,Paid,,1500000.0,,,P004,Heavy Equipment D,1.0,2008346.63,Cash,C007,100417.33,1907929.3,1500000.0,508346.6299999999,,
Transfer20240125001,Cash to bank transfer,2024-01-25,2024-01-25,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,1500000.0,1500000.0,Director,Staff,Paid,Cash,1500000.0,S008,Supplier 8,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,
Transfer20240125001,Bank to cash transfer,2024-01-25,2024-01-25,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240125001,Cash to bank transfer,2024-01-25,2024-01-25,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240125001,Financial Expenses,2024-01-25,2024-01-25,92558.72,92558.72,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240125001,Bank to cash transfer,2024-01-25,2024-01-25,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,54062.11,54062.11,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,77.51612886000001,77.51612886000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240126001,Bank to cash transfer,2024-01-26,2024-01-26,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,66053.33,66053.33,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,77.51612886000001,77.51612886000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Transfer20240127001,Cash to bank transfer,2024-01-27,2024-01-27,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240127001,Bank to cash transfer,2024-01-27,2024-01-27,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,48958.22,48958.22,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240127001,Cash to bank transfer,2024-01-27,2024-01-27,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,25010.75,25010.75,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128030,Sale,2024-01-28,2024-01-28,2099974.04,2099974.04,,,Paid,,1500000.0,,,P004,Heavy Equipment D,1.0,2099974.04,Cash,C003,104998.7,1994975.34,1500000.0,599974.04,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,40022.82,40022.82,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,66279.02,66279.02,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,1500000.0,1500000.0,Director,Senior Staff,Paid,Cash,1500000.0,S006,Supplier 6,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,
Transfer20240129001,Bank to cash transfer,2024-01-29,2024-01-29,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240129001,Financial Expenses,2024-01-29,2024-01-29,42174.02,42174.02,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240129001,Cash to bank transfer,2024-01-29,2024-01-29,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,64541.96,64541.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240130032,Sale,2024-01-30,2024-01-30,1384532.44,1384532.44,,,Paid,,1000000.0,,,P003,Heavy Equipment C,1.0,1384532.44,Cash,C011,69226.62,1315305.82,1000000.0,384532.43999999994,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,99857.4,99857.4,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,99981.12,99981.12,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240201001,Sales Expenses,2024-02-01,2024-02-01,57315.43,57315.43,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,74884.66999999998,74884.66999999998,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240202036,Sale,2024-02-02,2024-02-02,2063873.27,2063873.27,,,Unpaid,,1500000.0,,,P004,Heavy Equipment D,1.0,2063873.27,Account Receviable,C013,103193.66,1960679.61,1500000.0,563873.27,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,69500.88,69500.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,56421.46,56421.46,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240203001,Financial Expenses,2024-02-03,2024-02-03,49152.3,49152.3,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240203001,Administrative Expenses,2024-02-03,2024-02-03,18035.41,18035.41,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240204039,Sale,2024-02-04,2024-02-04,2002579.13,2002579.13,,,Unpaid,,1500000.0,,,P004,Heavy Equipment D,1.0,2002579.13,Account Receviable,C013,100128.96,1902450.17,1500000.0,502579.1299999999,,
Expense20240204001,Sales Expenses,2024-02-04,2024-02-04,39992.76,39992.76,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,166.51612886,166.51612886,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240205041,Sale,2024-02-05,2024-02-05,1428329.11,1428329.11,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1428329.11,Account Receviable,C012,71416.46,1356912.65,1000000.0,428329.1100000001,,
Purchase20231231017,Purchase,2023-12-31,2023-12-31,3000000.0,3000000.0,Director,Supervisor,Paid,Bank Transfer,1500000.0,S004,Supplier 4,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,
Transfer20240205001,Cash to bank transfer,2024-02-05,2024-02-05,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240205001,Administrative Expenses,2024-02-05,2024-02-05,14646.48,14646.48,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240205001,Administrative Expenses,2024-02-05,2024-02-05,98343.86,98343.86,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240205036,Interest Receivables,2024-02-05,2024-02-05,-11.48387113999998,-11.48387113999998,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
