id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240102001,Administrative Expenses,2024-01-02,78979.22,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $78979.22. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,93842.8,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $93842.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,1023.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $1023.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103002,Sale,2024-01-03,1302111.59,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1302111.59,Account Receviable,C014,65105.58,1237006.01,1000000.0,302111.59,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1302111.59, totaling $1302111.59. The cost amount for this transaction was $1000000.00, with a tax amount of $65105.58, leading to a total amount due of $1237006.01. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231004,Purchase,2023-12-31,500000.0,Director,Supervisor,Paid,Bank Transfer,500000.0,S007,Supplier 7,P001,Heavy Equipment A,1.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $500000.00, totaling $500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231005,Purchase,2023-12-31,1000000.0,Director,Supervisor,Paid,Bank Transfer,500000.0,S008,Supplier 8,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240103001,Sales Expenses,2024-01-03,72054.07,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $72054.07. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,890.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $890.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231006,Purchase,2023-12-31,1500000.0,Director,Senior Staff,Paid,Bank Transfer,1500000.0,S005,Supplier 5,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1500000.00, totaling $1500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240104001,Administrative Expenses,2024-01-04,96158.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $96158.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,756.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $756.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,1000000.0,Director,Senior Staff,Unpaid,Account Payable,1000000.0,S001,Supplier 1,P003,Heavy Equipment C,1.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000000.00, totaling $1000000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240105001,Administrative Expenses,2024-01-05,58160.2,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $58160.20. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,12403.65,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $12403.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,756.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $756.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240106001,Financial Expenses,2024-01-06,80927.47,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $80927.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,55244.67,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $55244.67. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,756.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $756.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1219968.64,,,Paid,Bank Transfer,,S010,Supplier 10,,,,,,,,,,,Heavy Machinery4,Heavy Machinery,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1219968.64. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240107001,Sales Expenses,2024-01-07,90710.35,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $90710.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,647.92,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $647.92. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108007,Sale,2024-01-08,1460946.33,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1460946.33,Account Receviable,C005,73047.32,1387899.01,1000000.0,460946.33,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1460946.33, totaling $1460946.33. The cost amount for this transaction was $1000000.00, with a tax amount of $73047.32, leading to a total amount due of $1387899.01. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240108001,Sales Expenses,2024-01-08,38143.6,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $38143.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,647.92,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $647.92. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109009,Sale,2024-01-09,1489365.79,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1489365.79,Account Receviable,C013,74468.29,1414897.5,1000000.0,489365.79,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1489365.79, totaling $1489365.79. The cost amount for this transaction was $1000000.00, with a tax amount of $74468.29, leading to a total amount due of $1414897.50. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,1000000.0,Director,Staff,Paid,Bank Transfer,1000000.0,S001,Supplier 1,P003,Heavy Equipment C,1.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000000.00, totaling $1000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240109001,Sales Expenses,2024-01-09,15569.62,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $15569.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,82068.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $82068.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,558.92,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $558.92. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240110001,Administrative Expenses,2024-01-10,11242.06,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $11242.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,558.92,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $558.92. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1509063.62,,,Paid,Bank Transfer,,S008,Supplier 8,,,,,,,,,,,Industrial Facilities5,Industrial Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1509063.62. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240111001,Administrative Expenses,2024-01-11,93771.1,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $93771.10. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240111001,Administrative Expenses,2024-01-11,84202.53,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $84202.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240112001,Sales Expenses,2024-01-12,86165.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $86165.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240113001,Administrative Expenses,2024-01-13,45256.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $45256.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240113001,Financial Expenses,2024-01-13,86582.27,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Financial Expenses, totaling $86582.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,1000000.0,Director,Supervisor,Paid,Cash,1000000.0,S010,Supplier 10,P003,Heavy Equipment C,1.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000000.00, totaling $1000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240114001,Sales Expenses,2024-01-14,49553.54,Director,,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $49553.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.","[{'Original Preparer': 'Supervisor', 'Recorded Preparer': 'None', 'id': 'Expense20240114001'}]"
Interest20240114014,Interest Receivables,2024-01-14,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115014,Sale,2024-01-15,674738.01,,,Unpaid,,500000.0,,,P001,Heavy Equipment A,1.0,674738.01,Account Receviable,C012,33736.9,641001.11,500000.0,174738.01,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $674738.01, totaling $674738.01. The cost amount for this transaction was $500000.00, with a tax amount of $33736.90, leading to a total amount due of $641001.11. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240115001,Sales Expenses,2024-01-15,77935.63,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $77935.63. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116016,Sale,2024-01-16,651423.21,,,Paid,,500000.0,,,P001,Heavy Equipment A,1.0,651423.21,Cash,C006,32571.16,618852.05,500000.0,151423.21,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $651423.21, totaling $651423.21. The cost amount for this transaction was $500000.00, with a tax amount of $32571.16, leading to a total amount due of $618852.05. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Sales Expenses,2024-01-16,46003.89,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $46003.89. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240116001,Administrative Expenses,2024-01-16,16712.52,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $16712.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,424.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $424.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117018,Sale,2024-01-17,1124652.91,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1124652.91,Account Receviable,C019,56232.65,1068420.26,800000.0,324652.91,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1124652.91, totaling $1124652.91. The cost amount for this transaction was $800000.00, with a tax amount of $56232.65, leading to a total amount due of $1068420.26. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,800000.0,Director,Staff,Paid,Bank Transfer,800000.0,S007,Supplier 7,P002,Heavy Equipment B,1.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $800000.00, totaling $800000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240117001,Financial Expenses,2024-01-17,12485.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Financial Expenses, totaling $12485.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240117001,Administrative Expenses,2024-01-17,76658.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $76658.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,353.42,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $353.42. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118019,Sale,2024-01-18,1166055.78,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1166055.78,Account Receviable,C013,58302.79,1107752.99,800000.0,366055.78,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1166055.78, totaling $1166055.78. The cost amount for this transaction was $800000.00, with a tax amount of $58302.79, leading to a total amount due of $1107752.99. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231011,Purchase,2023-12-31,1600000.0,Director,Staff,Paid,Bank Transfer,800000.0,S005,Supplier 5,P002,Heavy Equipment B,2.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $800000.00, totaling $1600000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240118001,Financial Expenses,2024-01-18,23920.73,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Financial Expenses, totaling $23920.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240118001,Sales Expenses,2024-01-18,73389.05,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $73389.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,211.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $211.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119021,Sale,2024-01-19,1150635.95,,,Unpaid,,800000.0,,,P002,Heavy Equipment B,1.0,1150635.95,Account Receviable,C009,57531.8,1093104.15,800000.0,350635.95,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1150635.95, totaling $1150635.95. The cost amount for this transaction was $800000.00, with a tax amount of $57531.80, leading to a total amount due of $1093104.15. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231012,Purchase,2023-12-31,500000.0,Director,Staff,Paid,Bank Transfer,500000.0,S005,Supplier 5,P001,Heavy Equipment A,1.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $500000.00, totaling $500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240119001,Financial Expenses,2024-01-19,82862.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Financial Expenses, totaling $82862.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240119001,Sales Expenses,2024-01-19,21035.98,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $21035.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,166.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $166.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120023,Sale,2024-01-20,659057.2,,,Paid,,500000.0,,,P001,Heavy Equipment A,1.0,659057.2,Cash,C010,32952.86,626104.34,500000.0,159057.2,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $659057.20, totaling $659057.20. The cost amount for this transaction was $500000.00, with a tax amount of $32952.86, leading to a total amount due of $626104.34. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231013,Purchase,2023-12-31,1000000.0,Director,Senior Staff,Unpaid,Account Payable,500000.0,S006,Supplier 6,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240120001,Administrative Expenses,2024-01-20,96278.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $96278.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,166.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $166.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240121001,Administrative Expenses,2024-01-21,50605.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $50605.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240121001,Administrative Expenses,2024-01-21,89152.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $89152.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,166.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $166.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122024,Sale,2024-01-22,1499323.77,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1499323.77,Account Receviable,C005,74966.19,1424357.58,1000000.0,499323.77,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1499323.77, totaling $1499323.77. The cost amount for this transaction was $1000000.00, with a tax amount of $74966.19, leading to a total amount due of $1424357.58. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231014,Purchase,2023-12-31,2000000.0,Director,Staff,Paid,Bank Transfer,1000000.0,S010,Supplier 10,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Transfer20240122001,Cash to bank transfer,2024-01-22,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
