id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240108018,Sale,2024-01-08,2024-01-08,7126.65,7126.65,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,5.0,1425.33,Account Receviable,C019,356.33,6770.32,4400.0,2726.6499999999996,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,251793.02,251793.02,,,Paid,Bank Transfer,,S009,Supplier 9,,,,,,,,,,,Kitchen Equipment4,Kitchen Equipment
Purchase20231231014,Purchase,2023-12-31,2023-12-31,432000.0,432000.0,Director,Supervisor,Paid,Bank Transfer,2000.0,S009,Supplier 9,R002,Business Room,216.0,2000.0,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,939.72,939.72,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,770.84,770.84,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240109019,Sale,2024-01-09,2024-01-09,44953.65,44953.65,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8990.73,Cash,C011,2247.68,42705.97,25000.0,19953.65,,
Sale20240109020,Sale,2024-01-09,2024-01-09,15441.65,15441.65,,,Unpaid,,2000.0,,,R002,Business Room,5.0,3088.33,Account Receviable,C009,772.08,14669.57,10000.0,5441.65,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,733.73,733.73,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110021,Sale,2024-01-10,2024-01-10,8771.97,8771.97,,,Unpaid,,5000.0,,,R003,Luxury Suite,1.0,8771.97,Account Receviable,C003,438.6,8333.37,5000.0,3771.9699999999993,,
Sale20240110022,Sale,2024-01-10,2024-01-10,7879.98,7879.98,,,Unpaid,,2880.0,,,F004,Banquet Set,2.0,3939.99,Account Receviable,C009,394.0,7485.98,5760.0,2119.9799999999996,,
Sale20240110023,Sale,2024-01-10,2024-01-10,4543.16,4543.16,,,Paid,,2880.0,,,F004,Banquet Set,1.0,4543.16,Cash,C009,227.16,4316.0,2880.0,1663.1599999999999,,
Sale20240110024,Sale,2024-01-10,2024-01-10,3588.93,3588.93,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,3.0,1196.31,Account Receviable,C016,179.45,3409.48,2640.0,948.9299999999998,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,39900.0,39900.0,Director,Senior Staff,Unpaid,Account Payable,350.0,S005,Supplier 5,F002,Business Meal Set,114.0,350.0,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,276.95,276.95,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,766.66,766.66,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111025,Sale,2024-01-11,2024-01-11,4063.94,4063.94,,,Unpaid,,2880.0,,,F004,Banquet Set,1.0,4063.94,Account Receviable,C008,203.2,3860.74,2880.0,1183.94,,
Sale20240111026,Sale,2024-01-11,2024-01-11,1018.24,1018.24,,,Paid,,150.0,,,F001,Quick Meal Set,4.0,254.56,Cash,C013,50.91,967.33,600.0,418.24,,
Sale20240111027,Sale,2024-01-11,2024-01-11,7962.66,7962.66,,,Unpaid,,5000.0,,,R003,Luxury Suite,1.0,7962.66,Account Receviable,C007,398.13,7564.53,5000.0,2962.66,,
Sale20240111028,Sale,2024-01-11,2024-01-11,1216.8,1216.8,,,Unpaid,,150.0,,,F001,Quick Meal Set,5.0,243.36,Account Receviable,C012,60.84,1155.96,750.0,466.79999999999995,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,46550.0,46550.0,Director,Senior Staff,Unpaid,Account Payable,350.0,S002,Supplier 2,F002,Business Meal Set,133.0,350.0,,,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,351.34,351.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112030,Sale,2024-01-12,2024-01-12,4388.4,4388.4,,,Paid,,2880.0,,,F004,Banquet Set,1.0,4388.4,Cash,C018,219.42,4168.98,2880.0,1508.3999999999996,,
Sale20240112031,Sale,2024-01-12,2024-01-12,1523.79,1523.79,,,Paid,,350.0,,,F002,Business Meal Set,3.0,507.93,Cash,C015,76.19,1447.6,1050.0,473.78999999999996,,
Sale20240112032,Sale,2024-01-12,2024-01-12,3149.66,3149.66,,,Paid,,880.0,,,F003,Deluxe Meal Set,2.0,1574.83,Cash,C018,157.48,2992.18,1760.0,1389.6599999999999,,
Purchase20231231017,Purchase,2023-12-31,2023-12-31,97650.0,97650.0,Director,Supervisor,Unpaid,Account Payable,350.0,S002,Supplier 2,F002,Business Meal Set,279.0,350.0,,,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,909.56,909.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113034,Sale,2024-01-13,2024-01-13,2078.68,2078.68,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,519.67,Account Receviable,C009,103.93,1974.75,1400.0,678.6799999999998,,
Sale20240113035,Sale,2024-01-13,2024-01-13,1721.64,1721.64,,,Unpaid,,350.0,,,F002,Business Meal Set,3.0,573.88,Account Receviable,C010,86.08,1635.56,1050.0,671.6400000000001,,
Sale20240113036,Sale,2024-01-13,2024-01-13,498.08,498.08,,,Paid,,350.0,,,F002,Business Meal Set,1.0,498.08,Cash,C001,24.9,473.18,350.0,148.07999999999998,,
Sale20240113037,Sale,2024-01-13,2024-01-13,43932.85,43932.85,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8786.57,Cash,C019,2196.64,41736.21,25000.0,18932.85,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,856.94,856.94,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,304.95,304.95,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,243.35332122,243.35332122,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114038,Sale,2024-01-14,2024-01-14,26604.0,26604.0,,,Unpaid,,5000.0,,,R003,Luxury Suite,3.0,8868.0,Account Receviable,C011,1330.2,25273.8,15000.0,11604.0,,
Sale20240114039,Sale,2024-01-14,2024-01-14,6556.16,6556.16,,,Paid,,2000.0,,,R002,Business Room,2.0,3278.08,Cash,C015,327.81,6228.35,4000.0,2556.16,,
Purchase20231231018,Purchase,2023-12-31,2023-12-31,448500.0,448500.0,Director,Senior Staff,Paid,Bank Transfer,1500.0,S007,Supplier 7,R001,Standard Room,299.0,1500.0,,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,527.3,527.3,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,203.43682121999998,203.43682121999998,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115041,Sale,2024-01-15,2024-01-15,17389.12,17389.12,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4347.28,Cash,C005,869.46,16519.66,11520.0,5869.119999999999,,
Sale20240115042,Sale,2024-01-15,2024-01-15,1231.77,1231.77,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,1.0,1231.77,Account Receviable,C010,61.59,1170.18,880.0,351.77,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,222000.0,222000.0,Director,Senior Staff,Paid,Bank Transfer,2000.0,S004,Supplier 4,R002,Business Room,111.0,2000.0,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,944.59,944.59,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,651.86,651.86,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116044,Sale,2024-01-16,2024-01-16,600.39,600.39,,,Paid,,150.0,,,F001,Quick Meal Set,3.0,200.13,Cash,C019,30.02,570.37,450.0,150.39,,
Sale20240116045,Sale,2024-01-16,2024-01-16,18135.92,18135.92,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4533.98,Cash,C019,906.8,17229.12,11520.0,6615.919999999998,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,661.76,661.76,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117046,Sale,2024-01-17,2024-01-17,4778.36,4778.36,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,4.0,1194.59,Account Receviable,C013,238.92,4539.44,3520.0,1258.3599999999997,,
Sale20240117047,Sale,2024-01-17,2024-01-17,20877.9,20877.9,,,Paid,,5000.0,,,R003,Luxury Suite,3.0,6959.3,Cash,C003,1043.9,19834.0,15000.0,5877.9000000000015,,
Sale20240117048,Sale,2024-01-17,2024-01-17,10584.12,10584.12,,,Unpaid,,2000.0,,,R002,Business Room,3.0,3528.04,Account Receviable,C012,529.21,10054.91,6000.0,4584.120000000001,,
Purchase20231231020,Purchase,2023-12-31,2023-12-31,524160.0,524160.0,Director,Senior Staff,Unpaid,Account Payable,2880.0,S003,Supplier 3,F004,Banquet Set,182.0,2880.0,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,611.42,611.42,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118049,Sale,2024-01-18,2024-01-18,235.08,235.08,,,Unpaid,,150.0,,,F001,Quick Meal Set,1.0,235.08,Account Receviable,C013,11.75,223.33,150.0,85.08000000000001,,
Sale20240118050,Sale,2024-01-18,2024-01-18,1587.42,1587.42,,,Paid,,350.0,,,F002,Business Meal Set,3.0,529.14,Cash,C013,79.37,1508.05,1050.0,537.4200000000001,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,962.21,962.21,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119052,Sale,2024-01-19,2024-01-19,12900.48,12900.48,,,Unpaid,,2880.0,,,F004,Banquet Set,3.0,4300.16,Account Receviable,C011,645.02,12255.46,8640.0,4260.48,,
Sale20240119053,Sale,2024-01-19,2024-01-19,1040.92,1040.92,,,Paid,,350.0,,,F002,Business Meal Set,2.0,520.46,Cash,C004,52.05,988.87,700.0,340.9200000000001,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,15150.0,15150.0,Director,Supervisor,Unpaid,Account Payable,150.0,S006,Supplier 6,F001,Quick Meal Set,101.0,150.0,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,784.06,784.06,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,742.42,742.42,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120055,Sale,2024-01-20,2024-01-20,10053.05,10053.05,,,Paid,,1500.0,,,R001,Standard Room,5.0,2010.61,Cash,C019,502.65,9550.4,7500.0,2553.0499999999993,,
Sale20240120056,Sale,2024-01-20,2024-01-20,15709.85,15709.85,,,Paid,,2000.0,,,R002,Business Room,5.0,3141.97,Cash,C007,785.49,14924.36,10000.0,5709.85,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,821.12,821.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Financial Expenses,2024-01-20,2024-01-20,752.32,752.32,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121057,Sale,2024-01-21,2024-01-21,20350.76,20350.76,,,Unpaid,,2880.0,,,F004,Banquet Set,4.0,5087.69,Account Receviable,C003,1017.54,19333.22,11520.0,8830.759999999998,,
Sale20240121058,Sale,2024-01-21,2024-01-21,995.15,995.15,,,Paid,,150.0,,,F001,Quick Meal Set,5.0,199.03,Cash,C004,49.76,945.39,750.0,245.14999999999998,,
Sale20240121059,Sale,2024-01-21,2024-01-21,42114.2,42114.2,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8422.84,Cash,C012,2105.71,40008.49,25000.0,17114.199999999997,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,925.82,925.82,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122060,Sale,2024-01-22,2024-01-22,3304.22,3304.22,,,Paid,,2000.0,,,R002,Business Room,1.0,3304.22,Cash,C019,165.21,3139.01,2000.0,1304.2199999999998,,
Sale20240122061,Sale,2024-01-22,2024-01-22,1215.13,1215.13,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,1.0,1215.13,Account Receviable,C015,60.76,1154.37,880.0,335.1300000000001,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,838080.0,838080.0,Director,Senior Staff,Unpaid,Account Payable,2880.0,S003,Supplier 3,F004,Banquet Set,291.0,2880.0,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,202.16,202.16,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123063,Sale,2024-01-23,2024-01-23,5897.04,5897.04,,,Paid,,880.0,,,F003,Deluxe Meal Set,4.0,1474.26,Cash,C019,294.85,5602.19,3520.0,2377.04,,
Sale20240123064,Sale,2024-01-23,2024-01-23,2521.63,2521.63,,,Unpaid,,1500.0,,,R001,Standard Room,1.0,2521.63,Account Receviable,C012,126.08,2395.55,1500.0,1021.6300000000001,,
Sale20240123065,Sale,2024-01-23,2024-01-23,2508.96,2508.96,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,627.24,Account Receviable,C005,125.45,2383.51,1400.0,1108.96,,
Sale20240123066,Sale,2024-01-23,2024-01-23,11942.35,11942.35,,,Unpaid,,1500.0,,,R001,Standard Room,5.0,2388.47,Account Receviable,C012,597.12,11345.23,7500.0,4442.35,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,358.91,358.91,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124067,Sale,2024-01-24,2024-01-24,714.36,714.36,,,Unpaid,,150.0,,,F001,Quick Meal Set,3.0,238.12,Account Receviable,C008,35.72,678.64,450.0,264.36,,
Sale20240124068,Sale,2024-01-24,2024-01-24,17945.44,17945.44,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4486.36,Cash,C014,897.27,17048.17,11520.0,6425.439999999999,,
Sale20240124069,Sale,2024-01-24,2024-01-24,7180.4,7180.4,,,Paid,,880.0,,,F003,Deluxe Meal Set,5.0,1436.08,Cash,C020,359.02,6821.38,4400.0,2780.3999999999996,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,720.7,720.7,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125071,Sale,2024-01-25,2024-01-25,587.01,587.01,,,Paid,,150.0,,,F001,Quick Meal Set,3.0,195.67,Cash,C011,29.35,557.66,450.0,137.01,,
Sale20240125072,Sale,2024-01-25,2024-01-25,10729.76,10729.76,,,Paid,,1500.0,,,R001,Standard Room,4.0,2682.44,Cash,C012,536.49,10193.27,6000.0,4729.76,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,484.4,484.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Financial Expenses,2024-01-25,2024-01-25,845.07,845.07,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126073,Sale,2024-01-26,2024-01-26,6270.35,6270.35,,,Paid,,880.0,,,F003,Deluxe Meal Set,5.0,1254.07,Cash,C004,313.52,5956.83,4400.0,1870.3500000000004,,
Sale20240126074,Sale,2024-01-26,2024-01-26,14912.6,14912.6,,,Unpaid,,5000.0,,,R003,Luxury Suite,2.0,7456.3,Account Receviable,C012,745.63,14166.97,10000.0,4912.6,,
Sale20240126075,Sale,2024-01-26,2024-01-26,522.54,522.54,,,Unpaid,,150.0,,,F001,Quick Meal Set,2.0,261.27,Account Receviable,C020,26.13,496.41,300.0,222.53999999999996,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,455.4,455.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,444.79,444.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,183.67882121999997,183.67882121999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127077,Sale,2024-01-27,2024-01-27,1870.44,1870.44,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,467.61,Account Receviable,C001,93.52,1776.92,1400.0,470.44000000000005,,
Sale20240127078,Sale,2024-01-27,2024-01-27,16028.32,16028.32,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4007.08,Cash,C009,801.42,15226.9,11520.0,4508.32,,
