id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,19270.58,19270.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,3803.96,3803.96,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,16654.12,16654.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,4461.27,4461.27,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,19701.69,19701.69,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,13134.95,13134.95,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,13669.93,13669.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,10766.33,10766.33,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,12390.55,12390.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,17013.85,17013.85,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,5600.05,5600.05,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,8771.29,8771.29,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,18333.0,18333.0,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,10538.58,10538.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,17948.72,17948.72,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,17959.24,17959.24,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,11989.77,11989.77,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,418.03299999999996,418.03299999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231007,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Supervisor,Paid,Bank Transfer,1000.0,S007,Supplier 7,S001,Basic Consulting,3.0,1000.0,,,,,,
Expense20240122001,Financial Expenses,2024-01-22,2024-01-22,3133.97,3133.97,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240123031,Sale,2024-01-23,2024-01-23,2384.14,2384.14,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2384.14,Account Receviable,C013,119.21,2264.93,1000.0,1384.1399999999999
Purchase20231231008,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Supervisor,Unpaid,Account Payable,1000.0,S001,Supplier 1,S001,Basic Consulting,2.0,1000.0,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,2784.18,2784.18,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,13728.52,13728.52,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,19421.61,19421.61,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,8398.64,8398.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Staff,Unpaid,Account Payable,100000.0,S006,Supplier 6,S004,Enterprise Solution,2.0,100000.0,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,5737.39,5737.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,3082.57,3082.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Staff,Unpaid,Account Payable,100000.0,S003,Supplier 3,S004,Enterprise Solution,2.0,100000.0,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,14261.76,14261.76,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,5081.0,5081.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240127036,Sale,2024-01-27,2024-01-27,2203.63,2203.63,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2203.63,Cash,C004,110.18,2093.45,1000.0,1203.63
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,3882.45,3882.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,4579.76,4579.76,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240128037,Sale,2024-01-28,2024-01-28,241259.43,241259.43,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,241259.43,Account Receviable,C004,12062.97,229196.46,100000.0,141259.43
Sale20240128038,Sale,2024-01-28,2024-01-28,264938.8,264938.8,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,264938.8,Account Receviable,C001,13246.94,251691.86,100000.0,164938.8
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,3342.58,3342.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,417.76599999999996,417.76599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Staff,Paid,Bank Transfer,100000.0,S005,Supplier 5,S004,Enterprise Solution,2.0,100000.0,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,6121.99,6121.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,399.96599999999995,399.96599999999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240130040,Sale,2024-01-30,2024-01-30,216405.22,216405.22,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,216405.22,Account Receviable,C019,10820.26,205584.96,100000.0,116405.22
Sale20240130041,Sale,2024-01-30,2024-01-30,272245.21,272245.21,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,272245.21,Account Receviable,C014,13612.26,258632.95,100000.0,172245.21000000002
Sale20240130042,Sale,2024-01-30,2024-01-30,2313.08,2313.08,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2313.08,Account Receviable,C006,115.65,2197.43,1000.0,1313.08
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,6484.02,6484.02,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,15370.59,15370.59,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,399.96599999999995,399.96599999999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240131044,Sale,2024-01-31,2024-01-31,241168.27,241168.27,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,241168.27,Account Receviable,C019,12058.41,229109.86,100000.0,141168.27
Sale20240131045,Sale,2024-01-31,2024-01-31,2255.8,2255.8,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2255.8,Cash,C017,112.79,2143.01,1000.0,1255.8000000000002
Purchase20231231012,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Staff,Paid,Bank Transfer,100000.0,S006,Supplier 6,S004,Enterprise Solution,2.0,100000.0,,,,,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,16033.09,16033.09,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,13137.94,13137.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,382.166,382.166,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Supervisor,Unpaid,Account Payable,5000.0,S008,Supplier 8,S002,Standard Consulting,1.0,5000.0,,,,,,
Expense20240201001,Financial Expenses,2024-02-01,2024-02-01,15308.56,15308.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,45744.93,45744.93,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,382.166,382.166,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,10000.0,10000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,S002,Standard Consulting,2.0,5000.0,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,8191.03,8191.03,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240202001,Administrative Expenses,2024-02-02,2024-02-02,15719.57,15719.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,382.166,382.166,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Senior Staff,Paid,Bank Transfer,1000.0,S007,Supplier 7,S001,Basic Consulting,2.0,1000.0,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Staff,Unpaid,Account Payable,20000.0,S002,Supplier 2,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240203001,Administrative Expenses,2024-02-03,2024-02-03,13782.27,13782.27,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,381.988,381.988,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240204049,Sale,2024-02-04,2024-02-04,11896.81,11896.81,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,11896.81,Cash,C005,594.84,11301.97,5000.0,6896.8099999999995
Expense20240204001,Sales Expenses,2024-02-04,2024-02-04,3938.06,3938.06,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240204001,Sales Expenses,2024-02-04,2024-02-04,8383.91,8383.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,381.988,381.988,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240205052,Sale,2024-02-05,2024-02-05,41527.91,41527.91,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,41527.91,Account Receviable,C007,2076.4,39451.51,20000.0,21527.910000000003
Purchase20231231017,Purchase,2023-12-31,2023-12-31,10000.0,10000.0,Director,Staff,Paid,Cash,5000.0,S003,Supplier 3,S002,Standard Consulting,2.0,5000.0,,,,,,
Expense20240205001,Financial Expenses,2024-02-05,2024-02-05,6837.24,6837.24,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240205036,Interest Receivables,2024-02-05,2024-02-05,381.988,381.988,,,Unpaid,,,,,,,,,Interest receviable,,,,,
