id,type,date,recorded_date,amount,recorded_amount,cost_per_unit,approver,preparer,payment/receipt_status,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Purchase20231231012,Purchase,2023-12-31,2023-12-31,288000.0,288000.0,2000.0,Director,Staff,Unpaid,Account Payable,S005,Supplier 5,R002,Business Room,144.0,2000.0,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,898.52,898.52,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,245.3552,245.3552,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240108025,Sale,2024-01-08,2024-01-08,10708.95,10708.95,1500.0,,,Unpaid,,,,R001,Standard Room,5.0,2141.79,Account Receviable,C007,535.45,10173.5,7500.0,3208.9500000000007,,
Sale20240108026,Sale,2024-01-08,2024-01-08,2625.24,2625.24,880.0,,,Paid,,,,F003,Deluxe Meal Set,2.0,1312.62,Cash,C020,131.26,2493.98,1760.0,865.2399999999998,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,103600.0,103600.0,350.0,Director,Supervisor,Unpaid,Account Payable,S004,Supplier 4,F002,Business Meal Set,296.0,350.0,,,,,,,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,339000.0,339000.0,1500.0,Director,Supervisor,Paid,Bank Transfer,S003,Supplier 3,R001,Standard Room,226.0,1500.0,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,670.0,670.0,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240108001,Financial Expenses,2024-01-08,2024-01-08,616.2,616.2,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240109027,Sale,2024-01-09,2024-01-09,35032.25,35032.25,5000.0,,,Paid,,,,R003,Luxury Suite,5.0,7006.45,Cash,C015,1751.61,33280.64,25000.0,10032.25,,
Sale20240109028,Sale,2024-01-09,2024-01-09,4914.89,4914.89,2880.0,,,Paid,,,,F004,Banquet Set,1.0,4914.89,Cash,C020,245.74,4669.15,2880.0,2034.8900000000003,,
Expense20240109001,Financial Expenses,2024-01-09,2024-01-09,102.09,102.09,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,811.71,811.71,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240110030,Sale,2024-01-10,2024-01-10,1129.2,1129.2,150.0,,,Unpaid,,,,F001,Quick Meal Set,5.0,225.84,Account Receviable,C011,56.46,1072.74,750.0,379.20000000000005,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,132880.0,132880.0,880.0,Director,Supervisor,Unpaid,Account Payable,S006,Supplier 6,F003,Deluxe Meal Set,151.0,880.0,,,,,,,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,678.18,678.18,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240111032,Sale,2024-01-11,2024-01-11,1856.55,1856.55,350.0,,,Paid,,,,F002,Business Meal Set,3.0,618.85,Cash,C009,92.83,1763.72,1050.0,806.55,,
Sale20240111033,Sale,2024-01-11,2024-01-11,4267.44,4267.44,1500.0,,,Paid,,,,R001,Standard Room,2.0,2133.72,Cash,C020,213.37,4054.07,3000.0,1267.4399999999996,,
Sale20240111034,Sale,2024-01-11,2024-01-11,32593.6,32593.6,5000.0,,,Unpaid,,,,R003,Luxury Suite,4.0,8148.4,Account Receviable,C008,1629.68,30963.92,20000.0,12593.599999999999,,
Sale20240111035,Sale,2024-01-11,2024-01-11,452.06,452.06,150.0,,,Paid,,,,F001,Quick Meal Set,2.0,226.03,Cash,C009,22.6,429.46,300.0,152.06,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,665280.0,665280.0,2880.0,Director,Staff,Unpaid,Account Payable,S004,Supplier 4,F004,Banquet Set,231.0,2880.0,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,213.72,213.72,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240112036,Sale,2024-01-12,2024-01-12,26381.4,26381.4,5000.0,,,Unpaid,,,,R003,Luxury Suite,3.0,8793.8,Account Receviable,C018,1319.07,25062.33,15000.0,11381.400000000001,,
Sale20240112037,Sale,2024-01-12,2024-01-12,7065.28,7065.28,5000.0,,,Paid,,,,R003,Luxury Suite,1.0,7065.28,Cash,C013,353.26,6712.02,5000.0,2065.2799999999997,,
Sale20240112038,Sale,2024-01-12,2024-01-12,10064.8,10064.8,1500.0,,,Unpaid,,,,R001,Standard Room,4.0,2516.2,Account Receviable,C012,503.24,9561.56,6000.0,4064.7999999999993,,
Sale20240112039,Sale,2024-01-12,2024-01-12,3419.25,3419.25,2000.0,,,Paid,,,,R002,Business Room,1.0,3419.25,Cash,C014,170.96,3248.29,2000.0,1419.25,,
Purchase20231231017,Purchase,2023-12-31,2023-12-31,230560.0,230560.0,880.0,Director,Supervisor,Unpaid,Account Payable,S008,Supplier 8,F003,Deluxe Meal Set,262.0,880.0,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,293.96,293.96,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240112001,Financial Expenses,2024-01-12,2024-01-12,235.31,235.31,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240113040,Sale,2024-01-13,2024-01-13,2638.7,2638.7,350.0,,,Unpaid,,,,F002,Business Meal Set,5.0,527.74,Account Receviable,C011,131.94,2506.76,1750.0,888.6999999999998,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,524.06,524.06,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,217.02,217.02,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,215.18419999999998,215.18419999999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240114041,Sale,2024-01-14,2024-01-14,6765.8,6765.8,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,5.0,1353.16,Account Receviable,C017,338.29,6427.51,4400.0,2365.8,,
Sale20240114042,Sale,2024-01-14,2024-01-14,4496.02,4496.02,1500.0,,,Paid,,,,R001,Standard Room,2.0,2248.01,Cash,C002,224.8,4271.22,3000.0,1496.0200000000004,,
Sale20240114043,Sale,2024-01-14,2024-01-14,3576.03,3576.03,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,3.0,1192.01,Account Receviable,C020,178.8,3397.23,2640.0,936.0300000000002,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,928991.43,928991.43,,,,Paid,Bank Transfer,S009,Supplier 9,,,,,,,,,,,Central AC4,Central AC
Purchase20231231018,Purchase,2023-12-31,2023-12-31,316500.0,316500.0,1500.0,Director,Senior Staff,Unpaid,Account Payable,S007,Supplier 7,R001,Standard Room,211.0,1500.0,,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,269.03,269.03,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240115045,Sale,2024-01-15,2024-01-15,2344.15,2344.15,350.0,,,Paid,,,,F002,Business Meal Set,5.0,468.83,Cash,C007,117.21,2226.94,1750.0,594.1500000000001,,
Sale20240115046,Sale,2024-01-15,2024-01-15,21327.57,21327.57,5000.0,,,Unpaid,,,,R003,Luxury Suite,3.0,7109.19,Account Receviable,C005,1066.38,20261.19,15000.0,6327.57,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,57750.0,57750.0,350.0,Director,Staff,Paid,Cash,S001,Supplier 1,F002,Business Meal Set,165.0,350.0,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,436.78,436.78,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240115001,Financial Expenses,2024-01-15,2024-01-15,555.11,555.11,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240116048,Sale,2024-01-16,2024-01-16,7628.34,7628.34,1500.0,,,Paid,,,,R001,Standard Room,3.0,2542.78,Cash,C010,381.42,7246.92,4500.0,3128.34,,
Sale20240116049,Sale,2024-01-16,2024-01-16,12599.65,12599.65,1500.0,,,Paid,,,,R001,Standard Room,5.0,2519.93,Cash,C003,629.98,11969.67,7500.0,5099.65,,
Sale20240116050,Sale,2024-01-16,2024-01-16,6742.95,6742.95,880.0,,,Paid,,,,F003,Deluxe Meal Set,5.0,1348.59,Cash,C020,337.15,6405.8,4400.0,2342.95,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,349.79,349.79,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240117051,Sale,2024-01-17,2024-01-17,17427.44,17427.44,2880.0,,,Unpaid,,,,F004,Banquet Set,4.0,4356.86,Account Receviable,C020,871.37,16556.07,11520.0,5907.439999999999,,
Sale20240117052,Sale,2024-01-17,2024-01-17,1157.1,1157.1,150.0,,,Paid,,,,F001,Quick Meal Set,5.0,231.42,Cash,C009,57.85,1099.25,750.0,407.0999999999999,,
Sale20240117053,Sale,2024-01-17,2024-01-17,8584.98,8584.98,2880.0,,,Unpaid,,,,F004,Banquet Set,2.0,4292.49,Account Receviable,C004,429.25,8155.73,5760.0,2824.9799999999996,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,134.03,134.03,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240118054,Sale,2024-01-18,2024-01-18,2528.38,2528.38,1500.0,,,Unpaid,,,,R001,Standard Room,1.0,2528.38,Account Receviable,C010,126.42,2401.96,1500.0,1028.38,,
Sale20240118055,Sale,2024-01-18,2024-01-18,20331.64,20331.64,2880.0,,,Unpaid,,,,F004,Banquet Set,4.0,5082.91,Account Receviable,C006,1016.58,19315.06,11520.0,8811.64,,
Sale20240118056,Sale,2024-01-18,2024-01-18,1279.57,1279.57,880.0,,,Paid,,,,F003,Deluxe Meal Set,1.0,1279.57,Cash,C005,63.98,1215.59,880.0,399.56999999999994,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,464.15,464.15,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240119057,Sale,2024-01-19,2024-01-19,4021.32,4021.32,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,3.0,1340.44,Account Receviable,C010,201.07,3820.25,2640.0,1381.3200000000002,,
Sale20240119058,Sale,2024-01-19,2024-01-19,10628.88,10628.88,2000.0,,,Paid,,,,R002,Business Room,3.0,3542.96,Cash,C010,531.44,10097.44,6000.0,4628.879999999999,,
Sale20240119059,Sale,2024-01-19,2024-01-19,12592.5,12592.5,1500.0,,,Paid,,,,R001,Standard Room,5.0,2518.5,Cash,C016,629.62,11962.88,7500.0,5092.5,,
Purchase20231231020,Purchase,2023-12-31,2023-12-31,299520.0,299520.0,2880.0,Director,Supervisor,Unpaid,Account Payable,S004,Supplier 4,F004,Banquet Set,104.0,2880.0,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,388.42,388.42,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240120060,Sale,2024-01-20,2024-01-20,2244.08,2244.08,350.0,,,Unpaid,,,,F002,Business Meal Set,4.0,561.02,Account Receviable,C006,112.2,2131.88,1400.0,844.0799999999999,,
Sale20240120061,Sale,2024-01-20,2024-01-20,3165.33,3165.33,2000.0,,,Unpaid,,,,R002,Business Room,1.0,3165.33,Account Receviable,C005,158.27,3007.06,2000.0,1165.33,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,200.54,200.54,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240121063,Sale,2024-01-21,2024-01-21,1225.34,1225.34,350.0,,,Paid,,,,F002,Business Meal Set,2.0,612.67,Cash,C020,61.27,1164.07,700.0,525.3399999999999,,
Sale20240121064,Sale,2024-01-21,2024-01-21,4372.46,4372.46,1500.0,,,Paid,,,,R001,Standard Room,2.0,2186.23,Cash,C002,218.62,4153.84,3000.0,1372.46,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,785.67,785.67,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240122065,Sale,2024-01-22,2024-01-22,3552.15,3552.15,2000.0,,,Paid,,,,R002,Business Room,1.0,3552.15,Cash,C002,177.61,3374.54,2000.0,1552.15,,
Sale20240122066,Sale,2024-01-22,2024-01-22,3169.98,3169.98,2000.0,,,Paid,,,,R002,Business Room,1.0,3169.98,Cash,C018,158.5,3011.48,2000.0,1169.98,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,909.28,909.28,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240122001,Financial Expenses,2024-01-22,2024-01-22,460.99,460.99,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240123067,Sale,2024-01-23,2024-01-23,2450.56,2450.56,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,2.0,1225.28,Account Receviable,C002,122.53,2328.03,1760.0,690.56,,
Sale20240123068,Sale,2024-01-23,2024-01-23,196.85,196.85,150.0,,,Paid,,,,F001,Quick Meal Set,1.0,196.85,Cash,C011,9.84,187.01,150.0,46.849999999999994,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,613.23,613.23,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240124069,Sale,2024-01-24,2024-01-24,2323.36,2323.36,350.0,,,Paid,,,,F002,Business Meal Set,4.0,580.84,Cash,C019,116.17,2207.19,1400.0,923.3600000000001,,
Sale20240124070,Sale,2024-01-24,2024-01-24,9993.87,9993.87,2000.0,,,Paid,,,,R002,Business Room,3.0,3331.29,Cash,C009,499.69,9494.18,6000.0,3993.870000000001,,
Sale20240124071,Sale,2024-01-24,2024-01-24,4752.56,4752.56,880.0,,,Paid,,,,F003,Deluxe Meal Set,4.0,1188.14,Cash,C009,237.63,4514.93,3520.0,1232.5600000000004,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,490.54,490.54,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,841.88,841.88,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,132.50396272999998,132.50396272999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240125073,Sale,2024-01-25,2024-01-25,5242.64,5242.64,1500.0,,,Paid,,,,R001,Standard Room,2.0,2621.32,Cash,C007,262.13,4980.51,3000.0,2242.6400000000003,,
Sale20240125074,Sale,2024-01-25,2024-01-25,42165.95,42165.95,5000.0,,,Paid,,,,R003,Luxury Suite,5.0,8433.19,Cash,C020,2108.3,40057.65,25000.0,17165.949999999997,,
Sale20240125075,Sale,2024-01-25,2024-01-25,8402.4,8402.4,2000.0,,,Unpaid,,,,R002,Business Room,3.0,2800.8,Account Receviable,C002,420.12,7982.28,6000.0,2402.3999999999996,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,1567146.49,1567146.49,,,,Paid,Bank Transfer,S004,Supplier 4,,,,,,,,,,,Renovation Project5,Renovation Project
Transfer20240125001,Cash to bank transfer,2024-01-25,2024-01-25,50000.0,50000.0,,,,,,,,,,,,,,,,,,,
Transfer20240125001,Cash to bank transfer,2024-01-25,2024-01-25,50000.0,50000.0,,,,,,,,,,,,,,,,,,,
Transfer20240125001,Cash to bank transfer,2024-01-25,2024-01-25,50000.0,50000.0,,,,,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,806.26,806.26,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,173.31,173.31,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,6.377925119999985,6.377925119999985,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240126076,Sale,2024-01-26,2024-01-26,25937.58,25937.58,5000.0,,,Paid,,,,R003,Luxury Suite,3.0,8645.86,Cash,C019,1296.88,24640.7,15000.0,10937.580000000002,,
Sale20240126077,Sale,2024-01-26,2024-01-26,13709.55,13709.55,2000.0,,,Unpaid,,,,R002,Business Room,5.0,2741.91,Account Receviable,C014,685.48,13024.07,10000.0,3709.5499999999993,,
Sale20240126078,Sale,2024-01-26,2024-01-26,35553.28,35553.28,5000.0,,,Paid,,,,R003,Luxury Suite,4.0,8888.32,Cash,C001,1777.66,33775.62,20000.0,15553.279999999999,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,348000.0,348000.0,2000.0,Director,Senior Staff,Unpaid,Account Payable,S006,Supplier 6,R002,Business Room,174.0,2000.0,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,276.17,276.17,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
