id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,cost_per_unit,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240107019,Sale,2024-01-07,2024-01-07,446.66,446.66,,,Unpaid,150.0,,,,F001,Quick Meal Set,2.0,223.33,Account Receviable,C003,22.33,424.33,300.0,146.66000000000003,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,596000.0,596000.0,Director,Supervisor,Unpaid,2000.0,Account Payable,S002,Supplier 2,R002,Business Room,298.0,2000.0,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,361.62,361.62,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,599.97,599.97,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,348.48620704,348.48620704,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240108020,Sale,2024-01-08,2024-01-08,21036.39,21036.39,,,Unpaid,5000.0,,,,R003,Luxury Suite,3.0,7012.13,Account Receviable,C020,1051.82,19984.57,15000.0,6036.389999999999,,
Sale20240108021,Sale,2024-01-08,2024-01-08,2392.6,2392.6,,,Paid,350.0,,,,F002,Business Meal Set,5.0,478.52,Cash,C015,119.63,2272.97,1750.0,642.5999999999999,,
Sale20240108022,Sale,2024-01-08,2024-01-08,851.2,851.2,,,Unpaid,150.0,,,,F001,Quick Meal Set,4.0,212.8,Account Receviable,C003,42.56,808.64,600.0,251.20000000000005,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,618.7,618.7,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,348.48620704,348.48620704,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240109023,Sale,2024-01-09,2024-01-09,990.36,990.36,,,Unpaid,350.0,,,,F002,Business Meal Set,2.0,495.18,Account Receviable,C015,49.52,940.84,700.0,290.36,,
Sale20240109024,Sale,2024-01-09,2024-01-09,3419.42,3419.42,,,Unpaid,2000.0,,,,R002,Business Room,1.0,3419.42,Account Receviable,C001,170.97,3248.45,2000.0,1419.42,,
Sale20240109025,Sale,2024-01-09,2024-01-09,1709.52,1709.52,,,Paid,350.0,,,,F002,Business Meal Set,3.0,569.84,Cash,C020,85.48,1624.04,1050.0,659.52,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,374964.45,374964.45,,,Paid,,Bank Transfer,S005,Supplier 5,,,,,,,,,,,Kitchen Equipment5,Kitchen Equipment
Purchase20231231014,Purchase,2023-12-31,2023-12-31,396000.0,396000.0,Director,Supervisor,Paid,1500.0,Bank Transfer,S007,Supplier 7,R001,Standard Room,264.0,1500.0,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,571.42,571.42,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,279.87037098999997,279.87037098999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110026,Sale,2024-01-10,2024-01-10,35902.8,35902.8,,,Paid,5000.0,,,,R003,Luxury Suite,5.0,7180.56,Cash,C014,1795.14,34107.66,25000.0,10902.800000000003,,
Sale20240110027,Sale,2024-01-10,2024-01-10,13432.88,13432.88,,,Paid,2000.0,,,,R002,Business Room,4.0,3358.22,Cash,C007,671.64,12761.24,8000.0,5432.879999999999,,
Sale20240110028,Sale,2024-01-10,2024-01-10,1855.11,1855.11,,,Unpaid,350.0,,,,F002,Business Meal Set,3.0,618.37,Account Receviable,C013,92.76,1762.35,1050.0,805.1099999999999,,
Sale20240110029,Sale,2024-01-10,2024-01-10,19698.4,19698.4,,,Unpaid,2880.0,,,,F004,Banquet Set,5.0,3939.68,Account Receviable,C012,984.92,18713.48,14400.0,5298.4000000000015,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,828.87,828.87,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,279.87037098999997,279.87037098999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111030,Sale,2024-01-11,2024-01-11,986.38,986.38,,,Unpaid,350.0,,,,F002,Business Meal Set,2.0,493.19,Account Receviable,C009,49.32,937.06,700.0,286.38,,
Sale20240111031,Sale,2024-01-11,2024-01-11,4260.3,4260.3,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1420.1,Cash,C005,213.02,4047.28,2640.0,1620.3000000000002,,
Sale20240111032,Sale,2024-01-11,2024-01-11,15247.2,15247.2,,,Paid,2880.0,,,,F004,Banquet Set,3.0,5082.4,Cash,C018,762.36,14484.84,8640.0,6607.200000000001,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,974.45,974.45,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,784.65,784.65,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,279.87037098999997,279.87037098999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112034,Sale,2024-01-12,2024-01-12,251.9,251.9,,,Paid,150.0,,,,F001,Quick Meal Set,1.0,251.9,Cash,C009,12.6,239.3,150.0,101.9,,
Sale20240112035,Sale,2024-01-12,2024-01-12,2821.83,2821.83,,,Paid,2000.0,,,,R002,Business Room,1.0,2821.83,Cash,C006,141.09,2680.74,2000.0,821.8299999999999,,
Sale20240112036,Sale,2024-01-12,2024-01-12,5392.38,5392.38,,,Paid,1500.0,,,,R001,Standard Room,2.0,2696.19,Cash,C008,269.62,5122.76,3000.0,2392.38,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,1470000.0,1470000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S002,Supplier 2,R003,Luxury Suite,294.0,5000.0,,,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,700000.0,700000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S009,Supplier 9,R003,Luxury Suite,140.0,5000.0,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,599.05,599.05,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,279.87037098999997,279.87037098999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113037,Sale,2024-01-13,2024-01-13,530.68,530.68,,,Paid,350.0,,,,F002,Business Meal Set,1.0,530.68,Cash,C013,26.53,504.15,350.0,180.67999999999995,,
Sale20240113038,Sale,2024-01-13,2024-01-13,8465.01,8465.01,,,Unpaid,2000.0,,,,R002,Business Room,3.0,2821.67,Account Receviable,C005,423.25,8041.76,6000.0,2465.01,,
Sale20240113039,Sale,2024-01-13,2024-01-13,6639.95,6639.95,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1327.99,Cash,C013,332.0,6307.95,4400.0,2239.95,,
Sale20240113040,Sale,2024-01-13,2024-01-13,2855.7,2855.7,,,Paid,350.0,,,,F002,Business Meal Set,5.0,571.14,Cash,C004,142.78,2712.92,1750.0,1105.6999999999998,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,1495645.8,1495645.8,,,Paid,,Bank Transfer,S001,Supplier 1,,,,,,,,,,,Renovation Project6,Renovation Project
Purchase20231231017,Purchase,2023-12-31,2023-12-31,218240.0,218240.0,Director,Senior Staff,Unpaid,880.0,Account Payable,S005,Supplier 5,F003,Deluxe Meal Set,248.0,880.0,,,,,,,,
Purchase20231231018,Purchase,2023-12-31,2023-12-31,399000.0,399000.0,Director,Supervisor,Unpaid,1500.0,Account Payable,S009,Supplier 9,R001,Standard Room,266.0,1500.0,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,946.35,946.35,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114041,Sale,2024-01-14,2024-01-14,13869.4,13869.4,,,Paid,2000.0,,,,R002,Business Room,4.0,3467.35,Cash,C002,693.47,13175.93,8000.0,5869.4,,
Sale20240114042,Sale,2024-01-14,2024-01-14,5839.9,5839.9,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1167.98,Cash,C020,292.0,5547.9,4400.0,1439.8999999999996,,
Sale20240114043,Sale,2024-01-14,2024-01-14,13295.72,13295.72,,,Paid,2000.0,,,,R002,Business Room,4.0,3323.93,Cash,C015,664.79,12630.93,8000.0,5295.719999999999,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,611.85,611.85,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115044,Sale,2024-01-15,2024-01-15,1602.54,1602.54,,,Paid,350.0,,,,F002,Business Meal Set,3.0,534.18,Cash,C019,80.13,1522.41,1050.0,552.54,,
Sale20240115045,Sale,2024-01-15,2024-01-15,7128.21,7128.21,,,Unpaid,1500.0,,,,R001,Standard Room,3.0,2376.07,Account Receviable,C006,356.41,6771.8,4500.0,2628.21,,
Sale20240115046,Sale,2024-01-15,2024-01-15,13897.06,13897.06,,,Paid,5000.0,,,,R003,Luxury Suite,2.0,6948.53,Cash,C017,694.85,13202.21,10000.0,3897.0599999999995,,
Sale20240115047,Sale,2024-01-15,2024-01-15,1822.72,1822.72,,,Unpaid,350.0,,,,F002,Business Meal Set,4.0,455.68,Account Receviable,C006,91.14,1731.58,1400.0,422.72,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,108.28,108.28,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,411.38,411.38,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116048,Sale,2024-01-16,2024-01-16,2355.52,2355.52,,,Paid,350.0,,,,F002,Business Meal Set,4.0,588.88,Cash,C016,117.78,2237.74,1400.0,955.52,,
Sale20240116049,Sale,2024-01-16,2024-01-16,2805.62,2805.62,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,2.0,1402.81,Account Receviable,C019,140.28,2665.34,1760.0,1045.62,,
Sale20240116050,Sale,2024-01-16,2024-01-16,5450.88,5450.88,,,Paid,880.0,,,,F003,Deluxe Meal Set,4.0,1362.72,Cash,C002,272.54,5178.34,3520.0,1930.88,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,222.55,222.55,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117051,Sale,2024-01-17,2024-01-17,25065.75,25065.75,,,Unpaid,2880.0,,,,F004,Banquet Set,5.0,5013.15,Account Receviable,C018,1253.29,23812.46,14400.0,10665.75,,
Sale20240117052,Sale,2024-01-17,2024-01-17,2062.92,2062.92,,,Paid,350.0,,,,F002,Business Meal Set,4.0,515.73,Cash,C013,103.15,1959.77,1400.0,662.9200000000001,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,853.17,853.17,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,403.7,403.7,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118053,Sale,2024-01-18,2024-01-18,461.8,461.8,,,Unpaid,150.0,,,,F001,Quick Meal Set,2.0,230.9,Account Receviable,C009,23.09,438.71,300.0,161.8,,
Sale20240118054,Sale,2024-01-18,2024-01-18,3599.26,3599.26,,,Unpaid,2000.0,,,,R002,Business Room,1.0,3599.26,Account Receviable,C008,179.96,3419.3,2000.0,1599.2600000000002,,
Sale20240118055,Sale,2024-01-18,2024-01-18,5168.72,5168.72,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,4.0,1292.18,Account Receviable,C002,258.44,4910.28,3520.0,1648.7200000000003,,
Sale20240118056,Sale,2024-01-18,2024-01-18,1710.6,1710.6,,,Paid,350.0,,,,F002,Business Meal Set,3.0,570.2,Cash,C015,85.53,1625.07,1050.0,660.5999999999999,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,321.05,321.05,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119058,Sale,2024-01-19,2024-01-19,645.6,645.6,,,Unpaid,150.0,,,,F001,Quick Meal Set,3.0,215.2,Account Receviable,C018,32.28,613.32,450.0,195.60000000000002,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,909.72,909.72,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120060,Sale,2024-01-20,2024-01-20,10704.7,10704.7,,,Paid,1500.0,,,,R001,Standard Room,5.0,2140.94,Cash,C015,535.24,10169.46,7500.0,3204.7000000000007,,
Sale20240120061,Sale,2024-01-20,2024-01-20,2804.05,2804.05,,,Paid,350.0,,,,F002,Business Meal Set,5.0,560.81,Cash,C007,140.2,2663.85,1750.0,1054.0500000000002,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,162800.0,162800.0,Director,Supervisor,Paid,880.0,Cash,S002,Supplier 2,F003,Deluxe Meal Set,185.0,880.0,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,634.88,634.88,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,807.74,807.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121063,Sale,2024-01-21,2024-01-21,1239.9,1239.9,,,Paid,150.0,,,,F001,Quick Meal Set,5.0,247.98,Cash,C012,62.0,1177.9,750.0,489.9000000000001,,
Sale20240121064,Sale,2024-01-21,2024-01-21,15071.84,15071.84,,,Unpaid,2880.0,,,,F004,Banquet Set,4.0,3767.96,Account Receviable,C012,753.59,14318.25,11520.0,3551.84,,
Sale20240121065,Sale,2024-01-21,2024-01-21,3481.0,3481.0,,,Paid,2000.0,,,,R002,Business Room,1.0,3481.0,Cash,C011,174.05,3306.95,2000.0,1481.0,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,316.47,316.47,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,269.41,269.41,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,146.75789479,146.75789479,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122067,Sale,2024-01-22,2024-01-22,23135.67,23135.67,,,Unpaid,5000.0,,,,R003,Luxury Suite,3.0,7711.89,Account Receviable,C016,1156.78,21978.89,15000.0,8135.669999999998,,
Sale20240122068,Sale,2024-01-22,2024-01-22,2500.6,2500.6,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1250.3,Cash,C020,125.03,2375.57,1760.0,740.5999999999999,,
Sale20240122069,Sale,2024-01-22,2024-01-22,1277.05,1277.05,,,Unpaid,150.0,,,,F001,Quick Meal Set,5.0,255.41,Account Receviable,C018,63.85,1213.2,750.0,527.05,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,625338.59,625338.59,,,Paid,,Bank Transfer,S005,Supplier 5,,,,,,,,,,,Elevator System7,Elevator System
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,664.89,664.89,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,615.23,615.23,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123071,Sale,2024-01-23,2024-01-23,2916.68,2916.68,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1458.34,Cash,C009,145.83,2770.85,1760.0,1156.6799999999998,,
Sale20240123072,Sale,2024-01-23,2024-01-23,8492.36,8492.36,,,Paid,1500.0,,,,R001,Standard Room,4.0,2123.09,Cash,C019,424.62,8067.74,6000.0,2492.3600000000006,,
Sale20240123073,Sale,2024-01-23,2024-01-23,522.9,522.9,,,Paid,350.0,,,,F002,Business Meal Set,1.0,522.9,Cash,C011,26.14,496.76,350.0,172.89999999999998,,
Sale20240123074,Sale,2024-01-23,2024-01-23,15059.55,15059.55,,,Paid,2000.0,,,,R002,Business Room,5.0,3011.91,Cash,C016,752.98,14306.57,10000.0,5059.549999999999,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,960.64,960.64,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124075,Sale,2024-01-24,2024-01-24,2249.84,2249.84,,,Paid,350.0,,,,F002,Business Meal Set,4.0,562.46,Cash,C009,112.49,2137.35,1400.0,849.8400000000001,,
Sale20240124076,Sale,2024-01-24,2024-01-24,23355.6,23355.6,,,Paid,5000.0,,,,R003,Luxury Suite,3.0,7785.2,Cash,C006,1167.78,22187.82,15000.0,8355.599999999999,,
Sale20240124077,Sale,2024-01-24,2024-01-24,37887.9,37887.9,,,Paid,5000.0,,,,R003,Luxury Suite,5.0,7577.58,Cash,C018,1894.4,35993.5,25000.0,12887.900000000001,,
Sale20240124078,Sale,2024-01-24,2024-01-24,1647.72,1647.72,,,Paid,350.0,,,,F002,Business Meal Set,3.0,549.24,Cash,C003,82.39,1565.33,1050.0,597.72,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,220.46,220.46,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125079,Sale,2024-01-25,2024-01-25,37131.55,37131.55,,,Unpaid,5000.0,,,,R003,Luxury Suite,5.0,7426.31,Account Receviable,C003,1856.58,35274.97,25000.0,12131.550000000003,,
Sale20240125080,Sale,2024-01-25,2024-01-25,33841.48,33841.48,,,Paid,5000.0,,,,R003,Luxury Suite,4.0,8460.37,Cash,C007,1692.07,32149.41,20000.0,13841.480000000003,,
