id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,11778.13,11778.13,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,412.07,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240111021,Sale,2024-01-11,2024-01-11,40755.74,40755.74,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,40755.74,Cash,C005,2037.79,38717.95,20000.0,20755.739999999998
Sale20240111022,Sale,2024-01-11,2024-01-11,46958.27,46958.27,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,46958.27,Account Receviable,C020,2347.91,44610.36,20000.0,26958.269999999997
Sale20240111023,Sale,2024-01-11,2024-01-11,256579.57,256579.57,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,256579.57,Account Receviable,C019,12828.98,243750.59,100000.0,156579.57
Purchase20231231013,Purchase,2023-12-31,2023-12-31,1000.0,1000.0,Director,Senior Staff,Unpaid,Account Payable,1000.0,S007,Supplier 7,S001,Basic Consulting,1.0,1000.0,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,4325.6,4325.6,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,412.07,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240112025,Sale,2024-01-12,2024-01-12,12805.9,12805.9,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,12805.9,Account Receviable,C005,640.3,12165.6,5000.0,7805.9
Sale20240112026,Sale,2024-01-12,2024-01-12,39275.99,39275.99,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,39275.99,Account Receviable,C002,1963.8,37312.19,20000.0,19275.989999999998
Sale20240112027,Sale,2024-01-12,2024-01-12,13993.88,13993.88,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,13993.88,Cash,C010,699.69,13294.19,5000.0,8993.88
Purchase20231231014,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Supervisor,Unpaid,Account Payable,5000.0,S004,Supplier 4,S002,Standard Consulting,3.0,5000.0,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,10465.92,10465.92,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,2948.88,2948.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,412.07,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240113029,Sale,2024-01-13,2024-01-13,209370.21,209370.21,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,209370.21,Cash,C004,10468.51,198901.7,100000.0,109370.20999999999
Sale20240113030,Sale,2024-01-13,2024-01-13,2751.44,2751.44,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2751.44,Account Receviable,C004,137.57,2613.87,1000.0,1751.44
Sale20240113031,Sale,2024-01-13,2024-01-13,9553.3,9553.3,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,9553.3,Account Receviable,C005,477.66,9075.64,5000.0,4553.299999999999
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,18057.23,18057.23,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,412.07,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240114033,Sale,2024-01-14,2024-01-14,294208.59,294208.59,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,294208.59,Cash,C006,14710.43,279498.16,100000.0,194208.59000000003
Purchase20231231015,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Supervisor,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,3735.72,3735.72,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240115034,Sale,2024-01-15,2024-01-15,2447.22,2447.22,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2447.22,Account Receviable,C012,122.36,2324.86,1000.0,1447.2199999999998
Sale20240115035,Sale,2024-01-15,2024-01-15,10343.58,10343.58,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,10343.58,Account Receviable,C012,517.18,9826.4,5000.0,5343.58
Sale20240115036,Sale,2024-01-15,2024-01-15,250134.77,250134.77,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,250134.77,Account Receviable,C001,12506.74,237628.03,100000.0,150134.77
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,13673.38,13673.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,16231.75,16231.75,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240116039,Sale,2024-01-16,2024-01-16,2896.29,2896.29,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2896.29,Account Receviable,C004,144.81,2751.48,1000.0,1896.29
Sale20240116040,Sale,2024-01-16,2024-01-16,230916.68,230916.68,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,230916.68,Account Receviable,C013,11545.83,219370.85,100000.0,130916.68
Purchase20231231016,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Supervisor,Paid,Cash,1000.0,S005,Supplier 5,S001,Basic Consulting,2.0,1000.0,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,17491.65,17491.65,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,15573.97,15573.97,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240117043,Sale,2024-01-17,2024-01-17,13668.24,13668.24,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,13668.24,Account Receviable,C014,683.41,12984.83,5000.0,8668.24
Sale20240117044,Sale,2024-01-17,2024-01-17,2365.03,2365.03,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2365.03,Account Receviable,C018,118.25,2246.78,1000.0,1365.0300000000002
Purchase20231231017,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Supervisor,Paid,Cash,20000.0,S001,Supplier 1,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,16409.05,16409.05,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,16585.16,16585.16,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240118046,Sale,2024-01-18,2024-01-18,37305.85,37305.85,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,37305.85,Cash,C004,1865.29,35440.56,20000.0,17305.85
Purchase20231231018,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Supervisor,Unpaid,Account Payable,20000.0,S009,Supplier 9,S003,Premium Consulting,3.0,20000.0,,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,7152.4,7152.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240119047,Sale,2024-01-19,2024-01-19,58258.83,58258.83,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,58258.83,Account Receviable,C012,2912.94,55345.89,20000.0,38258.83
Purchase20231231019,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Staff,Paid,Cash,1000.0,S005,Supplier 5,S001,Basic Consulting,2.0,1000.0,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,13588.7,13588.7,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,2942.5,2942.5,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,411.803,411.803,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240120050,Sale,2024-01-20,2024-01-20,2786.73,2786.73,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2786.73,Account Receviable,C003,139.34,2647.39,1000.0,1786.73
Sale20240120051,Sale,2024-01-20,2024-01-20,9561.59,9561.59,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,9561.59,Account Receviable,C020,478.08,9083.51,5000.0,4561.59
Sale20240120052,Sale,2024-01-20,2024-01-20,2601.16,2601.16,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2601.16,Account Receviable,C013,130.06,2471.1,1000.0,1601.1599999999999
Purchase20231231020,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Senior Staff,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,3054.48,3054.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240120001,Financial Expenses,2024-01-20,2024-01-20,5903.14,5903.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,411.536,411.536,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240121053,Sale,2024-01-21,2024-01-21,47845.24,47845.24,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,47845.24,Account Receviable,C015,2392.26,45452.98,20000.0,27845.239999999998
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,3346.81,3346.81,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,7433.08,7433.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,411.536,411.536,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240122056,Sale,2024-01-22,2024-01-22,41223.6,41223.6,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,41223.6,Account Receviable,C013,2061.18,39162.42,20000.0,21223.6
Sale20240122057,Sale,2024-01-22,2024-01-22,14606.32,14606.32,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,14606.32,Account Receviable,C017,730.32,13876.0,5000.0,9606.32
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,5765.02,5765.02,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,411.536,411.536,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,12754.4,12754.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,411.536,411.536,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240124059,Sale,2024-01-24,2024-01-24,37337.81,37337.81,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,37337.81,Account Receviable,C018,1866.89,35470.92,20000.0,17337.809999999998
Sale20240124060,Sale,2024-01-24,2024-01-24,2564.48,2564.48,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2564.48,Account Receviable,C005,128.22,2436.26,1000.0,1564.48
Purchase20231231021,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S008,Supplier 8,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,10587.54,10587.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,10000.0,10000.0,Director,Senior Staff,Paid,Cash,5000.0,S004,Supplier 4,S002,Standard Consulting,2.0,5000.0,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,5517.94,5517.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,2221.08,2221.08,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231023,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Senior Staff,Paid,Cash,20000.0,S010,Supplier 10,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,17508.75,17508.75,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,15371.78,15371.78,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240127064,Sale,2024-01-27,2024-01-27,9456.44,9456.44,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,9456.44,Account Receviable,C010,472.82,8983.62,5000.0,4456.4400000000005
Sale20240127065,Sale,2024-01-27,2024-01-27,46394.84,46394.84,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,46394.84,Account Receviable,C017,2319.74,44075.1,20000.0,26394.839999999997
Sale20240127066,Sale,2024-01-27,2024-01-27,52715.73,52715.73,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,52715.73,Account Receviable,C003,2635.79,50079.94,20000.0,32715.730000000003
Purchase20231231024,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Senior Staff,Unpaid,Account Payable,20000.0,S006,Supplier 6,S003,Premium Consulting,1.0,20000.0,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,8804.91,8804.91,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,9089.07,9089.07,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240128067,Sale,2024-01-28,2024-01-28,2295.46,2295.46,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2295.46,Cash,C018,114.77,2180.69,1000.0,1295.46
Purchase20231231025,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,S002,Standard Consulting,1.0,5000.0,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,6657.84,6657.84,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240129068,Sale,2024-01-29,2024-01-29,2189.34,2189.34,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2189.34,Account Receviable,C011,109.47,2079.87,1000.0,1189.3400000000001
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,6492.38,6492.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,13115.04,13115.04,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240130071,Sale,2024-01-30,2024-01-30,11773.03,11773.03,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,11773.03,Account Receviable,C019,588.65,11184.38,5000.0,6773.030000000001
Sale20240130072,Sale,2024-01-30,2024-01-30,2881.68,2881.68,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2881.68,Cash,C003,144.08,2737.6,1000.0,1881.6799999999998
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,14803.98,14803.98,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,5320.13,5320.13,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240131075,Sale,2024-01-31,2024-01-31,59090.75,59090.75,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,59090.75,Account Receviable,C009,2954.54,56136.21,20000.0,39090.75
Sale20240131076,Sale,2024-01-31,2024-01-31,12661.47,12661.47,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,12661.47,Account Receviable,C004,633.07,12028.4,5000.0,7661.469999999999
Purchase20231231026,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Senior Staff,Unpaid,Account Payable,100000.0,S008,Supplier 8,S004,Enterprise Solution,3.0,100000.0,,,,,,
Purchase20231231027,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Supervisor,Paid,Cash,20000.0,S001,Supplier 1,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240131001,Administrative Expenses,2024-01-31,2024-01-31,9692.9,9692.9,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240201077,Sale,2024-02-01,2024-02-01,2641.22,2641.22,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2641.22,Account Receviable,C020,132.06,2509.16,1000.0,1641.2199999999998
Sale20240201078,Sale,2024-02-01,2024-02-01,52763.36,52763.36,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,52763.36,Account Receviable,C003,2638.17,50125.19,20000.0,32763.36
Expense20240201001,Sales Expenses,2024-02-01,2024-02-01,10187.11,10187.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,45750.84,45750.84,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,407.976,407.976,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231028,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Staff,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,
Purchase20231231029,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S006,Supplier 6,S002,Standard Consulting,3.0,5000.0,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,15401.55,15401.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,
