id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Expense20240102001,Administrative Expenses,2024-01-02,2296.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $2296.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240102001,Financial Expenses,2024-01-02,17950.19,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $17950.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,430.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $430.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103003,Sale,2024-01-03,49544.93,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,49544.93,Account Receviable,C011,2477.25,47067.68,20000.0,29544.93,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $49544.93, totaling $49544.93. The cost amount for this transaction was $20000.00, with a tax amount of $2477.25, leading to a total amount due of $47067.68. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240103004,Sale,2024-01-03,42123.04,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,42123.04,Account Receviable,C001,2106.15,40016.89,20000.0,22123.04,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $42123.04, totaling $42123.04. The cost amount for this transaction was $20000.00, with a tax amount of $2106.15, leading to a total amount due of $40016.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231003,Purchase,2023-12-31,15000.0,Director,Supervisor,Paid,Bank Transfer,5000.0,S003,Supplier 3,S002,Standard Consulting,3.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231004,Purchase,2023-12-31,100000.0,Director,Senior Staff,Paid,Cash,100000.0,S003,Supplier 3,S004,Enterprise Solution,1.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $100000.00, totaling $100000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240103001,Sales Expenses,2024-01-03,15779.23,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $15779.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,429.42,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $429.42. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,100000.0,Director,Staff,Paid,Bank Transfer,100000.0,S001,Supplier 1,S004,Enterprise Solution,1.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $100000.00, totaling $100000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240104001,Sales Expenses,2024-01-04,4102.96,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $4102.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Sales Expenses,2024-01-04,3093.29,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $3093.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,420.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $420.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231006,Purchase,2023-12-31,100000.0,Director,Supervisor,Unpaid,Account Payable,100000.0,S005,Supplier 5,S004,Enterprise Solution,1.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $100000.00, totaling $100000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240105001,Administrative Expenses,2024-01-05,4123.93,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $4123.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,420.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $420.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106008,Sale,2024-01-06,10930.08,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,10930.08,Cash,C004,546.5,10383.58,5000.0,5930.08,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10930.08, totaling $10930.08. The cost amount for this transaction was $5000.00, with a tax amount of $546.50, leading to a total amount due of $10383.58. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106009,Sale,2024-01-06,13508.51,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,13508.51,Account Receviable,C003,675.43,12833.08,5000.0,8508.51,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13508.51, totaling $13508.51. The cost amount for this transaction was $5000.00, with a tax amount of $675.43, leading to a total amount due of $12833.08. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240106010,Sale,2024-01-06,13808.73,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,13808.73,Account Receviable,C012,690.44,13118.29,5000.0,8808.73,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13808.73, totaling $13808.73. The cost amount for this transaction was $5000.00, with a tax amount of $690.44, leading to a total amount due of $13118.29. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240106001,Sales Expenses,2024-01-06,6637.42,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $6637.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,420.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $420.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,5000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S001,Supplier 1,S002,Standard Consulting,1.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $5000.00, totaling $5000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231008,Purchase,2023-12-31,40000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S004,Supplier 4,S003,Premium Consulting,2.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240107001,Sales Expenses,2024-01-07,8026.41,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $8026.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,14216.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $14216.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,416.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $416.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108013,Sale,2024-01-08,54853.57,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,54853.57,Cash,C006,2742.68,52110.89,20000.0,34853.57,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $54853.57, totaling $54853.57. The cost amount for this transaction was $20000.00, with a tax amount of $2742.68, leading to a total amount due of $52110.89. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108014,Sale,2024-01-08,12664.83,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,12664.83,Account Receviable,C006,633.24,12031.59,5000.0,7664.83,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $12664.83, totaling $12664.83. The cost amount for this transaction was $5000.00, with a tax amount of $633.24, leading to a total amount due of $12031.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,15000.0,Director,Supervisor,Paid,Cash,5000.0,S003,Supplier 3,S002,Standard Consulting,3.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240108001,Sales Expenses,2024-01-08,12770.5,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $12770.50. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,416.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $416.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109016,Sale,2024-01-09,199566.18,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,199566.18,Cash,C016,9978.31,189587.87,100000.0,99566.18,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $199566.18, totaling $199566.18. The cost amount for this transaction was $100000.00, with a tax amount of $9978.31, leading to a total amount due of $189587.87. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231010,Purchase,2023-12-31,300000.0,Director,Staff,Unpaid,Account Payable,100000.0,S005,Supplier 5,S004,Enterprise Solution,3.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $100000.00, totaling $300000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240109001,Sales Expenses,2024-01-09,11640.26,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $11640.26. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,2017.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $2017.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,416.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $416.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110019,Sale,2024-01-10,11979.62,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,11979.62,Cash,C014,598.98,11380.64,5000.0,6979.62,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $11979.62, totaling $11979.62. The cost amount for this transaction was $5000.00, with a tax amount of $598.98, leading to a total amount due of $11380.64. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,10000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S007,Supplier 7,S002,Standard Consulting,2.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231012,Purchase,2023-12-31,40000.0,Director,Supervisor,Paid,Bank Transfer,20000.0,S006,Supplier 6,S003,Premium Consulting,2.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240110001,Sales Expenses,2024-01-10,11778.13,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $11778.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $412.07. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111021,Sale,2024-01-11,40755.74,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,40755.74,Cash,C005,2037.79,38717.95,20000.0,20755.74,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $40755.74, totaling $40755.74. The cost amount for this transaction was $20000.00, with a tax amount of $2037.79, leading to a total amount due of $38717.95. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111022,Sale,2024-01-11,46958.27,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,46958.27,Account Receviable,C020,2347.91,44610.36,20000.0,26958.27,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $46958.27, totaling $46958.27. The cost amount for this transaction was $20000.00, with a tax amount of $2347.91, leading to a total amount due of $44610.36. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240111023,Sale,2024-01-11,256579.57,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,256579.57,Account Receviable,C019,12828.98,243750.59,100000.0,156579.57,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $256579.57, totaling $256579.57. The cost amount for this transaction was $100000.00, with a tax amount of $12828.98, leading to a total amount due of $243750.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231013,Purchase,2023-12-31,1000.0,Director,Senior Staff,Unpaid,Account Payable,1000.0,S007,Supplier 7,S001,Basic Consulting,1.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240111001,Sales Expenses,2024-01-11,4325.6,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $4325.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $412.07. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112025,Sale,2024-01-12,12805.9,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,12805.9,Account Receviable,C005,640.3,12165.6,5000.0,7805.9,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $12805.90, totaling $12805.90. The cost amount for this transaction was $5000.00, with a tax amount of $640.30, leading to a total amount due of $12165.60. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112026,Sale,2024-01-12,39275.99,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,39275.99,Account Receviable,C002,1963.8,37312.19,20000.0,19275.99,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $39275.99, totaling $39275.99. The cost amount for this transaction was $20000.00, with a tax amount of $1963.80, leading to a total amount due of $37312.19. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112027,Sale,2024-01-12,13993.88,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,13993.88,Cash,C010,699.69,13294.19,5000.0,8993.88,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13993.88, totaling $13993.88. The cost amount for this transaction was $5000.00, with a tax amount of $699.69, leading to a total amount due of $13294.19. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231014,Purchase,2023-12-31,15000.0,Director,Supervisor,Unpaid,Account Payable,5000.0,S004,Supplier 4,S002,Standard Consulting,3.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240112001,Sales Expenses,2024-01-12,10465.92,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $10465.92. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240112001,Administrative Expenses,2024-01-12,2948.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $2948.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $412.07. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113029,Sale,2024-01-13,209370.21,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,209370.21,Cash,C004,10468.51,198901.7,100000.0,109370.21,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $209370.21, totaling $209370.21. The cost amount for this transaction was $100000.00, with a tax amount of $10468.51, leading to a total amount due of $198901.70. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113030,Sale,2024-01-13,2751.44,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2751.44,Account Receviable,C004,137.57,2613.87,1000.0,1751.44,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2751.44, totaling $2751.44. The cost amount for this transaction was $1000.00, with a tax amount of $137.57, leading to a total amount due of $2613.87. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113031,Sale,2024-01-13,9553.3,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,9553.3,Account Receviable,C005,477.66,9075.64,5000.0,4553.3,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9553.30, totaling $9553.30. The cost amount for this transaction was $5000.00, with a tax amount of $477.66, leading to a total amount due of $9075.64. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240113001,Sales Expenses,2024-01-13,18057.23,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $18057.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,412.07,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $412.07. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114033,Sale,2024-01-14,294208.59,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,294208.59,Cash,C006,14710.43,279498.16,100000.0,194208.59,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $294208.59, totaling $294208.59. The cost amount for this transaction was $100000.00, with a tax amount of $14710.43, leading to a total amount due of $279498.16. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231015,Purchase,2023-12-31,3000.0,Director,Supervisor,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $1000.00, totaling $3000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240114001,Administrative Expenses,2024-01-14,3735.72,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $3735.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,411.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $411.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115034,Sale,2024-01-15,2447.22,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2447.22,Account Receviable,C012,122.36,2324.86,1000.0,1447.22,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2447.22, totaling $2447.22. The cost amount for this transaction was $1000.00, with a tax amount of $122.36, leading to a total amount due of $2324.86. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115035,Sale,2024-01-15,10343.58,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,10343.58,Account Receviable,C012,517.18,9826.4,5000.0,5343.58,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10343.58, totaling $10343.58. The cost amount for this transaction was $5000.00, with a tax amount of $517.18, leading to a total amount due of $9826.40. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115036,Sale,2024-01-15,250134.77,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,250134.77,Account Receviable,C001,12506.74,237628.03,100000.0,150134.77,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $250134.77, totaling $250134.77. The cost amount for this transaction was $100000.00, with a tax amount of $12506.74, leading to a total amount due of $237628.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240115001,Sales Expenses,2024-01-15,13673.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $13673.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240115001,Sales Expenses,2024-01-15,16231.75,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $16231.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,411.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $411.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
