id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240102001,Sales Expenses,2024-01-02,46979.81,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $46979.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,74676.94,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $74676.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240103001,Administrative Expenses,2024-01-03,82626.66,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $82626.66. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,1000000.0,500000.0,Director,Supervisor,Paid,Cash,S004,Supplier 4,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240104001,Sales Expenses,2024-01-04,91203.96,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $91203.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105004,Sale,2024-01-05,1463032.36,1000000.0,,,Paid,,,,P003,Heavy Equipment C,1.0,1463032.36,Cash,C006,73151.62,1389880.74,1000000.0,463032.36,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1463032.36, totaling $1463032.36. The cost amount for this transaction was $1000000.00, with a tax amount of $73151.62, leading to a total amount due of $1389880.74. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240105001,Administrative Expenses,2024-01-05,88832.94,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $88832.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240106001,Sales Expenses,2024-01-06,48338.22,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $48338.22. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107006,Sale,2024-01-07,2159586.87,1500000.0,,,Paid,,,,P004,Heavy Equipment D,1.0,2159586.87,Cash,C013,107979.34,2051607.53,1500000.0,659586.87,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2159586.87, totaling $2159586.87. The cost amount for this transaction was $1500000.00, with a tax amount of $107979.34, leading to a total amount due of $2051607.53. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240107001,Sales Expenses,2024-01-07,70747.99,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $70747.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240108001,Financial Expenses,2024-01-08,50023.11,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Financial Expenses, totaling $50023.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,925.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $925.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231006,Purchase,2023-12-31,2000000.0,1000000.0,Director,Supervisor,Paid,Bank Transfer,S003,Supplier 3,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240109001,Administrative Expenses,2024-01-09,63781.14,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $63781.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240110001,Administrative Expenses,2024-01-10,17367.28,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $17367.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111008,Sale,2024-01-11,749601.75,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,749601.75,Account Receviable,C013,37480.09,712121.66,500000.0,249601.75,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $749601.75, totaling $749601.75. The cost amount for this transaction was $500000.00, with a tax amount of $37480.09, leading to a total amount due of $712121.66. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240111001,Sales Expenses,2024-01-11,69689.43,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $69689.43. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240112001,Administrative Expenses,2024-01-12,23656.57,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $23656.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240112001,Administrative Expenses,2024-01-12,73796.4,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $73796.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240113001,Financial Expenses,2024-01-13,28003.75,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Financial Expenses, totaling $28003.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240113001,Sales Expenses,2024-01-13,24301.99,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $24301.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114011,Sale,2024-01-14,1332686.65,1000000.0,,,Unpaid,,,,P003,Heavy Equipment C,1.0,1332686.65,Account Receviable,C012,66634.33,1266052.32,1000000.0,332686.65,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1332686.65, totaling $1332686.65. The cost amount for this transaction was $1000000.00, with a tax amount of $66634.33, leading to a total amount due of $1266052.32. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240114001,Sales Expenses,2024-01-14,13935.29,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $13935.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240115001,Sales Expenses,2024-01-15,94522.33,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $94522.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,11866.24,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $11866.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,747.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $747.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,2000000.0,1000000.0,Director,Staff,Paid,Bank Transfer,S004,Supplier 4,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240116001,Sales Expenses,2024-01-16,14007.04,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $14007.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,569.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $569.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117015,Sale,2024-01-17,1147555.96,800000.0,,,Paid,,,,P002,Heavy Equipment B,1.0,1147555.96,Cash,C015,57377.8,1090178.16,800000.0,347555.96,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1147555.96, totaling $1147555.96. The cost amount for this transaction was $800000.00, with a tax amount of $57377.80, leading to a total amount due of $1090178.16. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231008,Purchase,2023-12-31,1600000.0,800000.0,Director,Supervisor,Paid,Cash,S010,Supplier 10,P002,Heavy Equipment B,2.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $800000.00, totaling $1600000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240117001,Administrative Expenses,2024-01-17,39116.77,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $39116.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,569.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $569.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118016,Sale,2024-01-18,2156466.82,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2156466.82,Account Receviable,C014,107823.34,2048643.48,1500000.0,656466.82,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2156466.82, totaling $2156466.82. The cost amount for this transaction was $1500000.00, with a tax amount of $107823.34, leading to a total amount due of $2048643.48. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,1000000.0,500000.0,Director,Staff,Paid,Cash,S003,Supplier 3,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240118001,Administrative Expenses,2024-01-18,85094.8,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $85094.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240118001,Sales Expenses,2024-01-18,77436.59,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $77436.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,569.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $569.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119018,Sale,2024-01-19,668808.14,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,668808.14,Account Receviable,C015,33440.41,635367.73,500000.0,168808.14,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $668808.14, totaling $668808.14. The cost amount for this transaction was $500000.00, with a tax amount of $33440.41, leading to a total amount due of $635367.73. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,1500000.0,1500000.0,Director,Supervisor,Paid,Cash,S010,Supplier 10,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1500000.00, totaling $1500000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Transfer20240119001,Bank to cash transfer,2024-01-19,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240119001,Sales Expenses,2024-01-19,63998.62,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $63998.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,78029.68,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $78029.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,480.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $480.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240120001,Administrative Expenses,2024-01-20,87806.28,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $87806.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,480.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $480.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121020,Sale,2024-01-21,664435.83,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,664435.83,Cash,C014,33221.79,631214.04,500000.0,164435.83,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $664435.83, totaling $664435.83. The cost amount for this transaction was $500000.00, with a tax amount of $33221.79, leading to a total amount due of $631214.04. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1262568.05,,,,Paid,Bank Transfer,S003,Supplier 3,,,,,,,,,,,Heavy Machinery4,Heavy Machinery,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1262568.05. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240121001,Sales Expenses,2024-01-21,73276.35,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $73276.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,368.23,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $368.23. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240122001,Administrative Expenses,2024-01-22,87718.66,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $87718.66. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240122001,Administrative Expenses,2024-01-22,55688.08,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $55688.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,368.23,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $368.23. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1408259.42,,,,Paid,Bank Transfer,S001,Supplier 1,,,,,,,,,,,Industrial Facilities5,Industrial Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1408259.42. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240123001,Administrative Expenses,2024-01-23,24806.74,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $24806.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,64609.83,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $64609.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,242.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $242.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231011,Purchase,2023-12-31,500000.0,500000.0,Director,Supervisor,Paid,Cash,S005,Supplier 5,P001,Heavy Equipment A,1.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $500000.00, totaling $500000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240124001,Administrative Expenses,2024-01-24,61908.14,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $61908.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,242.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $242.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125022,Sale,2024-01-25,674830.39,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,674830.39,Account Receviable,C017,33741.52,641088.87,500000.0,174830.39,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $674830.39, totaling $674830.39. The cost amount for this transaction was $500000.00, with a tax amount of $33741.52, leading to a total amount due of $641088.87. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Sales Expenses,2024-01-25,54057.7,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $54057.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,242.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $242.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231012,Purchase,2023-12-31,1000000.0,500000.0,Director,Supervisor,Paid,Bank Transfer,S009,Supplier 9,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240126001,Financial Expenses,2024-01-26,58288.72,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Financial Expenses, totaling $58288.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240126001,Sales Expenses,2024-01-26,22649.15,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $22649.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,153.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $153.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
