id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Interest20240102002,Interest Receivables,2024-01-02,445.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103005,Sale,2024-01-03,11367.21,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,11367.21,Account Receviable,C012,568.36,10798.85,5000.0,6367.21,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $11367.21, totaling $11367.21. The cost amount for this transaction was $5000.00, with a tax amount of $568.36, leading to a total amount due of $10798.85. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231002,Purchase,2023-12-31,10000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S002,Supplier 2,S002,Standard Consulting,2.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231003,Purchase,2023-12-31,1000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S003,Supplier 3,S001,Basic Consulting,1.0,1000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240103001,Sales Expenses,2024-01-03,4994.57,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $4994.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,445.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104007,Sale,2024-01-04,12470.63,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,12470.63,Account Receviable,C005,623.53,11847.1,5000.0,7470.63,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $12470.63, totaling $12470.63. The cost amount for this transaction was $5000.00, with a tax amount of $623.53, leading to a total amount due of $11847.10. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104008,Sale,2024-01-04,10372.82,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,10372.82,Account Receviable,C009,518.64,9854.18,5000.0,5372.82,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10372.82, totaling $10372.82. The cost amount for this transaction was $5000.00, with a tax amount of $518.64, leading to a total amount due of $9854.18. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104009,Sale,2024-01-04,2183.69,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2183.69,Account Receviable,C010,109.18,2074.51,1000.0,1183.69,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2183.69, totaling $2183.69. The cost amount for this transaction was $1000.00, with a tax amount of $109.18, leading to a total amount due of $2074.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240104001,Sales Expenses,2024-01-04,18224.76,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $18224.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,445.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240105001,Sales Expenses,2024-01-05,15328.4,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $15328.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,445.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231004,Purchase,2023-12-31,40000.0,Director,Supervisor,Unpaid,20000.0,Account Payable,S001,Supplier 1,S003,Premium Consulting,2.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240106001,Sales Expenses,2024-01-06,19951.38,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $19951.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,2796.49,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $2796.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,445.0,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,5000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S010,Supplier 10,S002,Standard Consulting,1.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $5000.00, totaling $5000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231006,Purchase,2023-12-31,40000.0,Director,Supervisor,Paid,20000.0,Bank Transfer,S007,Supplier 7,S003,Premium Consulting,2.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240107001,Administrative Expenses,2024-01-07,4915.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $4915.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,17127.54,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $17127.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108013,Sale,2024-01-08,54355.58,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,54355.58,Account Receviable,C018,2717.78,51637.8,20000.0,34355.58,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $54355.58, totaling $54355.58. The cost amount for this transaction was $20000.00, with a tax amount of $2717.78, leading to a total amount due of $51637.80. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240108001,Financial Expenses,2024-01-08,11772.01,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Financial Expenses, totaling $11772.01. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240108001,Sales Expenses,2024-01-08,7400.15,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $7400.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,15000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S003,Supplier 3,S002,Standard Consulting,3.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240109001,Sales Expenses,2024-01-09,16126.01,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $16126.01. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,12801.48,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $12801.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240110001,Sales Expenses,2024-01-10,18083.28,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $18083.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240110001,Administrative Expenses,2024-01-10,8819.39,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $8819.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111017,Sale,2024-01-11,58578.75,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,58578.75,Account Receviable,C017,2928.94,55649.81,20000.0,38578.75,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $58578.75, totaling $58578.75. The cost amount for this transaction was $20000.00, with a tax amount of $2928.94, leading to a total amount due of $55649.81. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,200000.0,Director,Supervisor,Paid,100000.0,Cash,S002,Supplier 2,S004,Enterprise Solution,2.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240111001,Administrative Expenses,2024-01-11,12007.64,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $12007.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112018,Sale,2024-01-12,293182.36,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,293182.36,Account Receviable,C002,14659.12,278523.24,100000.0,193182.36,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $293182.36, totaling $293182.36. The cost amount for this transaction was $100000.00, with a tax amount of $14659.12, leading to a total amount due of $278523.24. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112019,Sale,2024-01-12,58814.47,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,58814.47,Account Receviable,C006,2940.72,55873.75,20000.0,38814.47,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $58814.47, totaling $58814.47. The cost amount for this transaction was $20000.00, with a tax amount of $2940.72, leading to a total amount due of $55873.75. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,20000.0,Director,Supervisor,Paid,20000.0,Cash,S006,Supplier 6,S003,Premium Consulting,1.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240112001,Sales Expenses,2024-01-12,7688.36,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $7688.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113021,Sale,2024-01-13,10735.69,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,10735.69,Account Receviable,C014,536.78,10198.91,5000.0,5735.69,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10735.69, totaling $10735.69. The cost amount for this transaction was $5000.00, with a tax amount of $536.78, leading to a total amount due of $10198.91. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113022,Sale,2024-01-13,55716.09,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,55716.09,Account Receviable,C007,2785.8,52930.29,20000.0,35716.09,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $55716.09, totaling $55716.09. The cost amount for this transaction was $20000.00, with a tax amount of $2785.80, leading to a total amount due of $52930.29. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113023,Sale,2024-01-13,14087.68,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,14087.68,Account Receviable,C016,704.38,13383.3,5000.0,9087.68,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $14087.68, totaling $14087.68. The cost amount for this transaction was $5000.00, with a tax amount of $704.38, leading to a total amount due of $13383.30. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,20000.0,Director,Supervisor,Paid,20000.0,Bank Transfer,S002,Supplier 2,S003,Premium Consulting,1.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240113001,Administrative Expenses,2024-01-13,15091.28,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $15091.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,439.66,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $439.66. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114024,Sale,2024-01-14,14850.89,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,14850.89,Account Receviable,C005,742.54,14108.35,5000.0,9850.89,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $14850.89, totaling $14850.89. The cost amount for this transaction was $5000.00, with a tax amount of $742.54, leading to a total amount due of $14108.35. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240114025,Sale,2024-01-14,47339.29,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,47339.29,Account Receviable,C009,2366.96,44972.33,20000.0,27339.29,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $47339.29, totaling $47339.29. The cost amount for this transaction was $20000.00, with a tax amount of $2366.96, leading to a total amount due of $44972.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240114001,Sales Expenses,2024-01-14,6555.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $6555.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,439.66,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $439.66. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115027,Sale,2024-01-15,270292.77,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,270292.77,Account Receviable,C013,13514.64,256778.13,100000.0,170292.77,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $270292.77, totaling $270292.77. The cost amount for this transaction was $100000.00, with a tax amount of $13514.64, leading to a total amount due of $256778.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115028,Sale,2024-01-15,42229.1,,,Paid,20000.0,,,,S003,Premium Consulting,1.0,42229.1,Cash,C008,2111.45,40117.65,20000.0,22229.1,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $42229.10, totaling $42229.10. The cost amount for this transaction was $20000.00, with a tax amount of $2111.45, leading to a total amount due of $40117.65. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,300000.0,Director,Supervisor,Paid,100000.0,Bank Transfer,S010,Supplier 10,S004,Enterprise Solution,3.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $100000.00, totaling $300000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240115001,Sales Expenses,2024-01-15,12867.04,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $12867.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,412.96,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $412.96. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,85889.19,,,Paid,,Bank Transfer,S002,Supplier 2,,,,,,,,,,,Office Equipment4,Office Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $85889.19. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231012,Purchase,2023-12-31,5000.0,Director,Supervisor,Paid,5000.0,Bank Transfer,S002,Supplier 2,S002,Standard Consulting,1.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $5000.00, totaling $5000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240116001,Administrative Expenses,2024-01-16,2077.63,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $2077.63. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,404.87,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $404.87. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117030,Sale,2024-01-17,280131.74,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,280131.74,Account Receviable,C015,14006.59,266125.15,100000.0,180131.74,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $280131.74, totaling $280131.74. The cost amount for this transaction was $100000.00, with a tax amount of $14006.59, leading to a total amount due of $266125.15. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117031,Sale,2024-01-17,10866.84,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,10866.84,Account Receviable,C016,543.34,10323.5,5000.0,5866.84,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10866.84, totaling $10866.84. The cost amount for this transaction was $5000.00, with a tax amount of $543.34, leading to a total amount due of $10323.50. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117032,Sale,2024-01-17,12808.07,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,12808.07,Account Receviable,C008,640.4,12167.67,5000.0,7808.07,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $12808.07, totaling $12808.07. The cost amount for this transaction was $5000.00, with a tax amount of $640.40, leading to a total amount due of $12167.67. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231013,Purchase,2023-12-31,2000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S003,Supplier 3,S001,Basic Consulting,2.0,1000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000.00, totaling $2000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240117001,Financial Expenses,2024-01-17,12215.13,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Financial Expenses, totaling $12215.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,404.87,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $404.87. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118033,Sale,2024-01-18,1843.66,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,1843.66,Account Receviable,C004,92.18,1751.48,1000.0,843.66,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1843.66, totaling $1843.66. The cost amount for this transaction was $1000.00, with a tax amount of $92.18, leading to a total amount due of $1751.48. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118034,Sale,2024-01-18,2197.86,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2197.86,Account Receviable,C017,109.89,2087.97,1000.0,1197.86,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2197.86, totaling $2197.86. The cost amount for this transaction was $1000.00, with a tax amount of $109.89, leading to a total amount due of $2087.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
