id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,cost_per_unit,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,7688.36,7688.36,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,441.44,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113021,Sale,2024-01-13,2024-01-13,10735.69,10735.69,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,10735.69,Account Receviable,C014,536.78,10198.91,5000.0,5735.6900000000005,,
Sale20240113022,Sale,2024-01-13,2024-01-13,55716.09,55716.09,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,55716.09,Account Receviable,C007,2785.8,52930.29,20000.0,35716.09,,
Sale20240113023,Sale,2024-01-13,2024-01-13,14087.68,14087.68,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,14087.68,Account Receviable,C016,704.38,13383.3,5000.0,9087.68,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Supervisor,Paid,20000.0,Bank Transfer,S002,Supplier 2,S003,Premium Consulting,1.0,20000.0,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,15091.28,15091.28,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,439.65999999999997,439.65999999999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114024,Sale,2024-01-14,2024-01-14,14850.89,14850.89,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,14850.89,Account Receviable,C005,742.54,14108.35,5000.0,9850.89,,
Sale20240114025,Sale,2024-01-14,2024-01-14,47339.29,47339.29,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,47339.29,Account Receviable,C009,2366.96,44972.33,20000.0,27339.29,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,6555.74,6555.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,439.65999999999997,439.65999999999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115027,Sale,2024-01-15,2024-01-15,270292.77,270292.77,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,270292.77,Account Receviable,C013,13514.64,256778.13,100000.0,170292.77000000002,,
Sale20240115028,Sale,2024-01-15,2024-01-15,42229.1,42229.1,,,Paid,20000.0,,,,S003,Premium Consulting,1.0,42229.1,Cash,C008,2111.45,40117.65,20000.0,22229.1,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Supervisor,Paid,100000.0,Bank Transfer,S010,Supplier 10,S004,Enterprise Solution,3.0,100000.0,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,12867.04,12867.04,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,412.96,412.96,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,85889.19,85889.19,,,Paid,,Bank Transfer,S002,Supplier 2,,,,,,,,,,,Office Equipment4,Office Equipment
Purchase20231231012,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Supervisor,Paid,5000.0,Bank Transfer,S002,Supplier 2,S002,Standard Consulting,1.0,5000.0,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,2077.63,2077.63,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,404.87086208999995,404.87086208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117030,Sale,2024-01-17,2024-01-17,280131.74,280131.74,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,280131.74,Account Receviable,C015,14006.59,266125.15,100000.0,180131.74,,
Sale20240117031,Sale,2024-01-17,2024-01-17,10866.84,10866.84,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,10866.84,Account Receviable,C016,543.34,10323.5,5000.0,5866.84,,
Sale20240117032,Sale,2024-01-17,2024-01-17,12808.07,12808.07,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,12808.07,Account Receviable,C008,640.4,12167.67,5000.0,7808.07,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S003,Supplier 3,S001,Basic Consulting,2.0,1000.0,,,,,,,,
Expense20240117001,Financial Expenses,2024-01-17,2024-01-17,12215.13,12215.13,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,404.87086208999995,404.87086208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118033,Sale,2024-01-18,2024-01-18,1843.66,1843.66,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,1843.66,Account Receviable,C004,92.18,1751.48,1000.0,843.6600000000001,,
Sale20240118034,Sale,2024-01-18,2024-01-18,2197.86,2197.86,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2197.86,Account Receviable,C017,109.89,2087.97,1000.0,1197.8600000000001,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,16835.47,16835.47,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,404.87086208999995,404.87086208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119036,Sale,2024-01-19,2024-01-19,193401.6,193401.6,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,193401.6,Account Receviable,C006,9670.08,183731.52,100000.0,93401.6,,
Sale20240119037,Sale,2024-01-19,2024-01-19,273168.99,273168.99,,,Paid,100000.0,,,,S004,Enterprise Solution,1.0,273168.99,Cash,C011,13658.45,259510.54,100000.0,173168.99,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Supervisor,Unpaid,20000.0,Account Payable,S005,Supplier 5,S003,Premium Consulting,1.0,20000.0,,,,,,,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Supervisor,Unpaid,20000.0,Account Payable,S009,Supplier 9,S003,Premium Consulting,1.0,20000.0,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,3811.12,3811.12,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,10081.54,10081.54,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,404.87086208999995,404.87086208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Supervisor,Paid,20000.0,Bank Transfer,S009,Supplier 9,S003,Premium Consulting,2.0,20000.0,,,,,,,,
Purchase20231231017,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S006,Supplier 6,S001,Basic Consulting,2.0,1000.0,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,3560.9,3560.9,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,10040.41,10040.41,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240121001,Financial Expenses,2024-01-21,2024-01-21,2979.02,2979.02,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,11462.82,11462.82,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122040,Sale,2024-01-22,2024-01-22,42265.05,42265.05,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,42265.05,Account Receviable,C004,2113.25,40151.8,20000.0,22265.050000000003,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,8310.26,8310.26,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231018,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Supervisor,Paid,100000.0,Cash,S004,Supplier 4,S004,Enterprise Solution,1.0,100000.0,,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,14621.74,14621.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124043,Sale,2024-01-24,2024-01-24,58469.49,58469.49,,,Paid,20000.0,,,,S003,Premium Consulting,1.0,58469.49,Cash,C012,2923.47,55546.02,20000.0,38469.49,,
Sale20240124044,Sale,2024-01-24,2024-01-24,298580.2,298580.2,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,298580.2,Account Receviable,C003,14929.01,283651.19,100000.0,198580.2,,
Sale20240124045,Sale,2024-01-24,2024-01-24,2172.51,2172.51,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2172.51,Account Receviable,C003,108.63,2063.88,1000.0,1172.5100000000002,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Supervisor,Paid,20000.0,Cash,S004,Supplier 4,S003,Premium Consulting,1.0,20000.0,,,,,,,,
Purchase20231231020,Purchase,2023-12-31,2023-12-31,1000.0,1000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S004,Supplier 4,S001,Basic Consulting,1.0,1000.0,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,13329.39,13329.39,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,16030.08,16030.08,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125048,Sale,2024-01-25,2024-01-25,43620.47,43620.47,,,Paid,20000.0,,,,S003,Premium Consulting,1.0,43620.47,Cash,C009,2181.02,41439.45,20000.0,23620.47,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,1000.0,1000.0,Director,Supervisor,Unpaid,1000.0,Account Payable,S001,Supplier 1,S001,Basic Consulting,1.0,1000.0,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,8188.02,8188.02,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126050,Sale,2024-01-26,2024-01-26,58733.47,58733.47,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,58733.47,Account Receviable,C010,2936.67,55796.8,20000.0,38733.47,,
Sale20240126051,Sale,2024-01-26,2024-01-26,53259.97,53259.97,,,Paid,20000.0,,,,S003,Premium Consulting,1.0,53259.97,Cash,C003,2663.0,50596.97,20000.0,33259.97,,
Sale20240126052,Sale,2024-01-26,2024-01-26,2069.59,2069.59,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2069.59,Account Receviable,C002,103.48,1966.11,1000.0,1069.5900000000001,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,6586.01,6586.01,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,18914.73,18914.73,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,401.31086208999994,401.31086208999994,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127055,Sale,2024-01-27,2024-01-27,2127.4,2127.4,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,2127.4,Account Receviable,C014,106.37,2021.03,1000.0,1127.4,,
Sale20240127056,Sale,2024-01-27,2024-01-27,2726.04,2726.04,,,Paid,1000.0,,,,S001,Basic Consulting,1.0,2726.04,Cash,C012,136.3,2589.74,1000.0,1726.04,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Supervisor,Paid,5000.0,Bank Transfer,S006,Supplier 6,S002,Standard Consulting,1.0,5000.0,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,3630.97,3630.97,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,400.86586208999995,400.86586208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,17197.08,17197.08,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,12763.01,12763.01,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,400.86586208999995,400.86586208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231023,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Supervisor,Paid,1000.0,Bank Transfer,S002,Supplier 2,S001,Basic Consulting,3.0,1000.0,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,19255.11,19255.11,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,400.59886208999995,400.59886208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231024,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Supervisor,Unpaid,20000.0,Account Payable,S010,Supplier 10,S003,Premium Consulting,1.0,20000.0,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,4664.73,4664.73,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,400.59886208999995,400.59886208999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240131059,Sale,2024-01-31,2024-01-31,2964.2,2964.2,,,Paid,1000.0,,,,S001,Basic Consulting,1.0,2964.2,Cash,C010,148.21,2815.99,1000.0,1964.1999999999998,,
Sale20240131060,Sale,2024-01-31,2024-01-31,47420.6,47420.6,,,Unpaid,20000.0,,,,S003,Premium Consulting,1.0,47420.6,Account Receviable,C008,2371.03,45049.57,20000.0,27420.6,,
Purchase20231231025,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Supervisor,Paid,5000.0,Bank Transfer,S009,Supplier 9,S002,Standard Consulting,1.0,5000.0,,,,,,,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,13897.82,13897.82,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240131001,Administrative Expenses,2024-01-31,2024-01-31,6804.5,6804.5,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,400.15386208999996,400.15386208999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240201062,Sale,2024-02-01,2024-02-01,13107.04,13107.04,,,Paid,5000.0,,,,S002,Standard Consulting,1.0,13107.04,Cash,C017,655.35,12451.69,5000.0,8107.040000000001,,
Sale20240201063,Sale,2024-02-01,2024-02-01,1815.22,1815.22,,,Paid,1000.0,,,,S001,Basic Consulting,1.0,1815.22,Cash,C003,90.76,1724.46,1000.0,815.22,,
Expense20240201001,Sales Expenses,2024-02-01,2024-02-01,13211.56,13211.56,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240201001,Financial Expenses,2024-02-01,2024-02-01,10843.82,10843.82,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,47117.43,47117.43,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,400.15386208999996,400.15386208999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240202065,Sale,2024-02-02,2024-02-02,14582.7,14582.7,,,Paid,5000.0,,,,S002,Standard Consulting,1.0,14582.7,Cash,C012,729.14,13853.56,5000.0,9582.7,,
Purchase20231231026,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Supervisor,Unpaid,100000.0,Account Payable,S007,Supplier 7,S004,Enterprise Solution,1.0,100000.0,,,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,10806.87,10806.87,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,9080.22,9080.22,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,400.15386208999996,400.15386208999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240203068,Sale,2024-02-03,2024-02-03,225665.95,225665.95,,,Unpaid,100000.0,,,,S004,Enterprise Solution,1.0,225665.95,Account Receviable,C012,11283.3,214382.65,100000.0,125665.95000000001,,
Sale20240203069,Sale,2024-02-03,2024-02-03,1917.12,1917.12,,,Unpaid,1000.0,,,,S001,Basic Consulting,1.0,1917.12,Account Receviable,C013,95.86,1821.26,1000.0,917.1199999999999,,
Expense20240203001,Sales Expenses,2024-02-03,2024-02-03,16410.8,16410.8,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,400.15386208999996,400.15386208999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Purchase20231231027,Purchase,2023-12-31,2023-12-31,10000.0,10000.0,Director,Supervisor,Paid,5000.0,Bank Transfer,S006,Supplier 6,S002,Standard Consulting,2.0,5000.0,,,,,,,,
Expense20240204001,Sales Expenses,2024-02-04,2024-02-04,13602.04,13602.04,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,399.2638620899999,399.2638620899999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240205072,Sale,2024-02-05,2024-02-05,9646.63,9646.63,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,9646.63,Account Receviable,C008,482.33,9164.3,5000.0,4646.629999999999,,
Sale20240205073,Sale,2024-02-05,2024-02-05,11143.44,11143.44,,,Unpaid,5000.0,,,,S002,Standard Consulting,1.0,11143.44,Account Receviable,C016,557.17,10586.27,5000.0,6143.4400000000005,,
