id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240102002,Sale,2024-01-02,36215.84,,,Paid,,20000.0,,,P003,Premium Product C,1.0,36215.84,Cash,C006,1810.79,34405.05,20000.0,16215.84,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $36215.84, totaling $36215.84. The cost amount for this transaction was $20000.00, with a tax amount of $1810.79, leading to a total amount due of $34405.05. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240102003,Sale,2024-01-02,59124.48,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19708.16,Cash,C002,2956.22,56168.26,30000.0,29124.48,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19708.16, totaling $59124.48. The cost amount for this transaction was $30000.00, with a tax amount of $2956.22, leading to a total amount due of $56168.26. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240102004,Sale,2024-01-02,19969.83,,,Paid,,10000.0,,,P002,Premium Product B,1.0,19969.83,Cash,C008,998.49,18971.34,10000.0,9969.83,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $19969.83, totaling $19969.83. The cost amount for this transaction was $10000.00, with a tax amount of $998.49, leading to a total amount due of $18971.34. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240102005,Sale,2024-01-02,72765.04,,,Paid,,20000.0,,,P003,Premium Product C,2.0,36382.52,Cash,C006,3638.25,69126.79,40000.0,32765.04,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $36382.52, totaling $72765.04. The cost amount for this transaction was $40000.00, with a tax amount of $3638.25, leading to a total amount due of $69126.79. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231004,Purchase,2023-12-31,250000.0,Director,Senior Staff,Paid,Cash,50000.0,S009,Supplier 9,P004,Premium Product D,5.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $50000.00, totaling $250000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Purchase20231231005,Purchase,2023-12-31,350000.0,Director,Senior Staff,Paid,Bank Transfer,50000.0,S003,Supplier 3,P004,Premium Product D,7.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $50000.00, totaling $350000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231006,Purchase,2023-12-31,80000.0,Director,Supervisor,Paid,Bank Transfer,20000.0,S009,Supplier 9,P003,Premium Product C,4.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $20000.00, totaling $80000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240102001,Administrative Expenses,2024-01-02,6473.2,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $6473.20. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,19088.99,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $19088.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,379.14,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $379.14. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103007,Sale,2024-01-03,74406.36,,,Paid,,20000.0,,,P003,Premium Product C,2.0,37203.18,Cash,C001,3720.32,70686.04,40000.0,34406.36,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $37203.18, totaling $74406.36. The cost amount for this transaction was $40000.00, with a tax amount of $3720.32, leading to a total amount due of $70686.04. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,256859.19,,,Paid,Bank Transfer,,S006,Supplier 6,,,,,,,,,,,Processing Equipment4,Processing Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $256859.19. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S006, and the supplier name is Supplier 6.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,171985.91,,,Paid,Bank Transfer,,S005,Supplier 5,,,,,,,,,,,Storage Facilities5,Storage Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $171985.91. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240103001,Sales Expenses,2024-01-03,19464.42,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $19464.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240103001,Sales Expenses,2024-01-03,26467.27,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $26467.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,340.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $340.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104010,Sale,2024-01-04,34944.94,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17472.47,Cash,C013,1747.25,33197.69,20000.0,14944.94,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $17472.47, totaling $34944.94. The cost amount for this transaction was $20000.00, with a tax amount of $1747.25, leading to a total amount due of $33197.69. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240104011,Sale,2024-01-04,35220.92,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17610.46,Cash,C003,1761.05,33459.87,20000.0,15220.92,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $17610.46, totaling $35220.92. The cost amount for this transaction was $20000.00, with a tax amount of $1761.05, leading to a total amount due of $33459.87. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240104012,Sale,2024-01-04,77327.76,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38663.88,Cash,C006,3866.39,73461.37,40000.0,37327.76,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $38663.88, totaling $77327.76. The cost amount for this transaction was $40000.00, with a tax amount of $3866.39, leading to a total amount due of $73461.37. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240104001,Sales Expenses,2024-01-04,7744.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $7744.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,28653.67,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $28653.67. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240104001,Sales Expenses,2024-01-04,5956.65,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $5956.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,340.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $340.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105015,Sale,2024-01-05,34779.88,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,34779.88,Account Receviable,C010,1738.99,33040.89,20000.0,14779.88,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $34779.88, totaling $34779.88. The cost amount for this transaction was $20000.00, with a tax amount of $1738.99, leading to a total amount due of $33040.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240105016,Sale,2024-01-05,119794.38,,,Paid,,20000.0,,,P003,Premium Product C,3.0,39931.46,Cash,C004,5989.72,113804.66,60000.0,59794.38,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $39931.46, totaling $119794.38. The cost amount for this transaction was $60000.00, with a tax amount of $5989.72, leading to a total amount due of $113804.66. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105017,Sale,2024-01-05,18210.04,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18210.04,Cash,C003,910.5,17299.54,10000.0,8210.04,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18210.04, totaling $18210.04. The cost amount for this transaction was $10000.00, with a tax amount of $910.50, leading to a total amount due of $17299.54. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240105001,Sales Expenses,2024-01-05,20403.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $20403.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,10254.98,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $10254.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,3249.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $3249.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,340.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $340.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106021,Sale,2024-01-06,175639.68,,,Paid,,50000.0,,,P004,Premium Product D,2.0,87819.84,Cash,C002,8781.98,166857.7,100000.0,75639.68,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $87819.84, totaling $175639.68. The cost amount for this transaction was $100000.00, with a tax amount of $8781.98, leading to a total amount due of $166857.70. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106022,Sale,2024-01-06,180204.56,,,Paid,,50000.0,,,P004,Premium Product D,2.0,90102.28,Cash,C012,9010.23,171194.33,100000.0,80204.56,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $90102.28, totaling $180204.56. The cost amount for this transaction was $100000.00, with a tax amount of $9010.23, leading to a total amount due of $171194.33. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106023,Sale,2024-01-06,8723.75,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8723.75,Cash,C008,436.19,8287.56,5000.0,3723.75,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8723.75, totaling $8723.75. The cost amount for this transaction was $5000.00, with a tax amount of $436.19, leading to a total amount due of $8287.56. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106024,Sale,2024-01-06,34976.77,,,Paid,,20000.0,,,P003,Premium Product C,1.0,34976.77,Cash,C017,1748.84,33227.93,20000.0,14976.77,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $34976.77, totaling $34976.77. The cost amount for this transaction was $20000.00, with a tax amount of $1748.84, leading to a total amount due of $33227.93. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,90000.0,Director,Senior Staff,Paid,Cash,10000.0,S010,Supplier 10,P002,Premium Product B,9.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $10000.00, totaling $90000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240106001,Sales Expenses,2024-01-06,4322.97,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $4322.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,26469.09,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $26469.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,340.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $340.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107027,Sale,2024-01-07,179351.74,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,89675.87,Account Receviable,C006,8967.59,170384.15,100000.0,79351.74,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $89675.87, totaling $179351.74. The cost amount for this transaction was $100000.00, with a tax amount of $8967.59, leading to a total amount due of $170384.15. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107028,Sale,2024-01-07,38713.3,,,Unpaid,,10000.0,,,P002,Premium Product B,2.0,19356.65,Account Receviable,C016,1935.67,36777.63,20000.0,18713.3,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $19356.65, totaling $38713.30. The cost amount for this transaction was $20000.00, with a tax amount of $1935.67, leading to a total amount due of $36777.63. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107029,Sale,2024-01-07,18296.79,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18296.79,Cash,C009,914.84,17381.95,10000.0,8296.79,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18296.79, totaling $18296.79. The cost amount for this transaction was $10000.00, with a tax amount of $914.84, leading to a total amount due of $17381.95. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107030,Sale,2024-01-07,29132.13,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,9710.71,Account Receviable,C018,1456.61,27675.52,15000.0,14132.13,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9710.71, totaling $29132.13. The cost amount for this transaction was $15000.00, with a tax amount of $1456.61, leading to a total amount due of $27675.52. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,120000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S005,Supplier 5,P003,Premium Product C,6.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $20000.00, totaling $120000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240107001,Administrative Expenses,2024-01-07,3179.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $3179.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,24771.66,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $24771.66. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,16606.11,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $16606.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,330.29,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $330.29. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108032,Sale,2024-01-08,17718.59,,,Paid,,10000.0,,,P002,Premium Product B,1.0,17718.59,Cash,C013,885.93,16832.66,10000.0,7718.59,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17718.59, totaling $17718.59. The cost amount for this transaction was $10000.00, with a tax amount of $885.93, leading to a total amount due of $16832.66. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108033,Sale,2024-01-08,103073.34,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34357.78,Cash,C012,5153.67,97919.67,60000.0,43073.34,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $34357.78, totaling $103073.34. The cost amount for this transaction was $60000.00, with a tax amount of $5153.67, leading to a total amount due of $97919.67. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108034,Sale,2024-01-08,38051.64,,,Paid,,20000.0,,,P003,Premium Product C,1.0,38051.64,Cash,C003,1902.58,36149.06,20000.0,18051.64,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38051.64, totaling $38051.64. The cost amount for this transaction was $20000.00, with a tax amount of $1902.58, leading to a total amount due of $36149.06. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231009,Purchase,2023-12-31,60000.0,Director,Supervisor,Unpaid,Account Payable,20000.0,S009,Supplier 9,P003,Premium Product C,3.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $20000.00, totaling $60000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Purchase20231231010,Purchase,2023-12-31,100000.0,Director,Senior Staff,Paid,Cash,20000.0,S004,Supplier 4,P003,Premium Product C,5.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $20000.00, totaling $100000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240108001,Administrative Expenses,2024-01-08,18158.44,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $18158.44. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,6940.69,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $6940.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,330.29,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $330.29. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109035,Sale,2024-01-09,59099.85,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19699.95,Cash,C005,2954.99,56144.86,30000.0,29099.85,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19699.95, totaling $59099.85. The cost amount for this transaction was $30000.00, with a tax amount of $2954.99, leading to a total amount due of $56144.86. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109036,Sale,2024-01-09,8870.11,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8870.11,Cash,C015,443.51,8426.6,5000.0,3870.11,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8870.11, totaling $8870.11. The cost amount for this transaction was $5000.00, with a tax amount of $443.51, leading to a total amount due of $8426.60. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240109001,Sales Expenses,2024-01-09,24478.17,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $24478.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,8162.61,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $8162.61. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,330.29,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $330.29. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110039,Sale,2024-01-10,97773.37,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,97773.37,Account Receviable,C008,4888.67,92884.7,50000.0,47773.37,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $97773.37, totaling $97773.37. The cost amount for this transaction was $50000.00, with a tax amount of $4888.67, leading to a total amount due of $92884.70. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110040,Sale,2024-01-10,85124.14,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,85124.14,Account Receviable,C006,4256.21,80867.93,50000.0,35124.14,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $85124.14, totaling $85124.14. The cost amount for this transaction was $50000.00, with a tax amount of $4256.21, leading to a total amount due of $80867.93. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110041,Sale,2024-01-10,17440.81,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17440.81,Account Receviable,C011,872.04,16568.77,10000.0,7440.81,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17440.81, totaling $17440.81. The cost amount for this transaction was $10000.00, with a tax amount of $872.04, leading to a total amount due of $16568.77. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240110001,Sales Expenses,2024-01-10,5999.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $5999.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240110001,Sales Expenses,2024-01-10,20094.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $20094.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,330.29,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $330.29. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111044,Sale,2024-01-11,28265.49,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9421.83,Cash,C003,1413.27,26852.22,15000.0,13265.49,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9421.83, totaling $28265.49. The cost amount for this transaction was $15000.00, with a tax amount of $1413.27, leading to a total amount due of $26852.22. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111045,Sale,2024-01-11,196469.06,,,Paid,,50000.0,,,P004,Premium Product D,2.0,98234.53,Cash,C009,9823.45,186645.61,100000.0,96469.06,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $98234.53, totaling $196469.06. The cost amount for this transaction was $100000.00, with a tax amount of $9823.45, leading to a total amount due of $186645.61. The receive_method of this transaction was cash, and this transaction was paid.",
