id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Interest20240106006,Interest Receivables,2024-01-06,2024-01-06,340.97278609999995,340.97278609999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240107027,Sale,2024-01-07,2024-01-07,179351.74,179351.74,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,89675.87,Account Receviable,C006,8967.59,170384.15,100000.0,79351.73999999999,,
Sale20240107028,Sale,2024-01-07,2024-01-07,38713.3,38713.3,,,Unpaid,,10000.0,,,P002,Premium Product B,2.0,19356.65,Account Receviable,C016,1935.67,36777.63,20000.0,18713.300000000003,,
Sale20240107029,Sale,2024-01-07,2024-01-07,18296.79,18296.79,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18296.79,Cash,C009,914.84,17381.95,10000.0,8296.79,,
Sale20240107030,Sale,2024-01-07,2024-01-07,29132.13,29132.13,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,9710.71,Account Receviable,C018,1456.61,27675.52,15000.0,14132.130000000001,,
Purchase20231231008,Purchase,2023-12-31,2023-12-31,120000.0,120000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S005,Supplier 5,P003,Premium Product C,6.0,20000.0,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,3179.36,3179.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Sales Expenses,2024-01-07,2024-01-07,24771.66,24771.66,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,16606.11,16606.11,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,330.2927861,330.2927861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240108032,Sale,2024-01-08,2024-01-08,17718.59,17718.59,,,Paid,,10000.0,,,P002,Premium Product B,1.0,17718.59,Cash,C013,885.93,16832.66,10000.0,7718.59,,
Sale20240108033,Sale,2024-01-08,2024-01-08,103073.34,103073.34,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34357.78,Cash,C012,5153.67,97919.67,60000.0,43073.34,,
Sale20240108034,Sale,2024-01-08,2024-01-08,38051.64,38051.64,,,Paid,,20000.0,,,P003,Premium Product C,1.0,38051.64,Cash,C003,1902.58,36149.06,20000.0,18051.64,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Supervisor,Unpaid,Account Payable,20000.0,S009,Supplier 9,P003,Premium Product C,3.0,20000.0,,,,,,,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Senior Staff,Paid,Cash,20000.0,S004,Supplier 4,P003,Premium Product C,5.0,20000.0,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,18158.44,18158.44,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,6940.69,6940.69,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,330.2927861,330.2927861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240109035,Sale,2024-01-09,2024-01-09,59099.85,59099.85,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19699.95,Cash,C005,2954.99,56144.86,30000.0,29099.85,,
Sale20240109036,Sale,2024-01-09,2024-01-09,8870.11,8870.11,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8870.11,Cash,C015,443.51,8426.6,5000.0,3870.1100000000006,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,24478.17,24478.17,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,8162.61,8162.61,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,330.2927861,330.2927861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110039,Sale,2024-01-10,2024-01-10,97773.37,97773.37,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,97773.37,Account Receviable,C008,4888.67,92884.7,50000.0,47773.369999999995,,
Sale20240110040,Sale,2024-01-10,2024-01-10,85124.14,85124.14,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,85124.14,Account Receviable,C006,4256.21,80867.93,50000.0,35124.14,,
Sale20240110041,Sale,2024-01-10,2024-01-10,17440.81,17440.81,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17440.81,Account Receviable,C011,872.04,16568.77,10000.0,7440.810000000001,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,5999.52,5999.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,20094.08,20094.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,330.2927861,330.2927861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111044,Sale,2024-01-11,2024-01-11,28265.49,28265.49,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9421.83,Cash,C003,1413.27,26852.22,15000.0,13265.490000000002,,
Sale20240111045,Sale,2024-01-11,2024-01-11,196469.06,196469.06,,,Paid,,50000.0,,,P004,Premium Product D,2.0,98234.53,Cash,C009,9823.45,186645.61,100000.0,96469.06,,
Sale20240111046,Sale,2024-01-11,2024-01-11,183722.86,183722.86,,,Paid,,50000.0,,,P004,Premium Product D,2.0,91861.43,Cash,C013,9186.14,174536.72,100000.0,83722.85999999999,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,80000.0,80000.0,Director,Supervisor,Paid,Bank Transfer,10000.0,S010,Supplier 10,P002,Premium Product B,8.0,10000.0,,,,,,,,
Expense20240111001,Financial Expenses,2024-01-11,2024-01-11,10795.98,10795.98,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,3286.89,3286.89,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,18680.57,18680.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,323.1727861,323.1727861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112048,Sale,2024-01-12,2024-01-12,39531.9,39531.9,,,Paid,,10000.0,,,P002,Premium Product B,2.0,19765.95,Cash,C009,1976.6,37555.3,20000.0,19531.9,,
Sale20240112049,Sale,2024-01-12,2024-01-12,18136.94,18136.94,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9068.47,Cash,C012,906.85,17230.09,10000.0,8136.939999999999,,
Sale20240112050,Sale,2024-01-12,2024-01-12,102464.1,102464.1,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34154.7,Cash,C005,5123.21,97340.89,60000.0,42464.100000000006,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Senior Staff,Paid,Cash,50000.0,S002,Supplier 2,P004,Premium Product D,4.0,50000.0,,,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,29316.32,29316.32,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,28015.87,28015.87,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,323.1727861,323.1727861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113053,Sale,2024-01-13,2024-01-13,35406.18,35406.18,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17703.09,Cash,C011,1770.31,33635.87,20000.0,15406.18,,
Sale20240113054,Sale,2024-01-13,2024-01-13,109147.29,109147.29,,,Paid,,20000.0,,,P003,Premium Product C,3.0,36382.43,Cash,C003,5457.36,103689.93,60000.0,49147.28999999999,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,250000.0,250000.0,Director,Supervisor,Unpaid,Account Payable,50000.0,S005,Supplier 5,P004,Premium Product D,5.0,50000.0,,,,,,,,
Purchase20231231014,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Senior Staff,Paid,Cash,20000.0,S010,Supplier 10,P003,Premium Product C,3.0,20000.0,,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,15859.79,15859.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Financial Expenses,2024-01-13,2024-01-13,21755.87,21755.87,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,323.1727861,323.1727861,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114056,Sale,2024-01-14,2024-01-14,51955.23,51955.23,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17318.41,Cash,C014,2597.76,49357.47,30000.0,21955.230000000003,,
Sale20240114057,Sale,2024-01-14,2024-01-14,268702.8,268702.8,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,89567.6,Account Receviable,C016,13435.14,255267.66,150000.0,118702.79999999999,,
Sale20240114058,Sale,2024-01-14,2024-01-14,59318.97,59318.97,,,Unpaid,,10000.0,,,P002,Premium Product B,3.0,19772.99,Account Receviable,C002,2965.95,56353.02,30000.0,29318.97,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,55577.41,55577.41,,,Paid,Bank Transfer,,S007,Supplier 7,,,,,,,,,,,Production Line6,Production Line
Purchase20231231015,Purchase,2023-12-31,2023-12-31,80000.0,80000.0,Director,Senior Staff,Unpaid,Account Payable,10000.0,S010,Supplier 10,P002,Premium Product B,8.0,10000.0,,,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,25000.0,25000.0,Director,Supervisor,Paid,Bank Transfer,5000.0,S001,Supplier 1,P001,Premium Product A,5.0,5000.0,,,,,,,,
Purchase20231231017,Purchase,2023-12-31,2023-12-31,25000.0,25000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S005,Supplier 5,P001,Premium Product A,5.0,5000.0,,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,24573.0,24573.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,29473.56,29473.56,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,24976.23,24976.23,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,313.77639660999995,313.77639660999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115060,Sale,2024-01-15,2024-01-15,85787.44,85787.44,,,Paid,,50000.0,,,P004,Premium Product D,1.0,85787.44,Cash,C013,4289.37,81498.07,50000.0,35787.44,,
Sale20240115061,Sale,2024-01-15,2024-01-15,180059.6,180059.6,,,Paid,,50000.0,,,P004,Premium Product D,2.0,90029.8,Cash,C008,9002.98,171056.62,100000.0,80059.6,,
Sale20240115062,Sale,2024-01-15,2024-01-15,288034.92,288034.92,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96011.64,Cash,C011,14401.75,273633.17,150000.0,138034.91999999998,,
Sale20240115063,Sale,2024-01-15,2024-01-15,75010.42,75010.42,,,Unpaid,,20000.0,,,P003,Premium Product C,2.0,37505.21,Account Receviable,C009,3750.52,71259.9,40000.0,35010.42,,
Expense20240115001,Financial Expenses,2024-01-15,2024-01-15,28332.03,28332.03,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,19032.45,19032.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,13662.47,13662.47,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,313.77639660999995,313.77639660999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116064,Sale,2024-01-16,2024-01-16,9991.92,9991.92,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9991.92,Cash,C002,499.6,9492.32,5000.0,4991.92,,
Sale20240116065,Sale,2024-01-16,2024-01-16,19331.28,19331.28,,,Paid,,10000.0,,,P002,Premium Product B,1.0,19331.28,Cash,C008,966.56,18364.72,10000.0,9331.279999999999,,
Purchase20231231018,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Senior Staff,Unpaid,Account Payable,20000.0,S006,Supplier 6,P003,Premium Product C,3.0,20000.0,,,,,,,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,400000.0,400000.0,Director,Senior Staff,Paid,Cash,50000.0,S006,Supplier 6,P004,Premium Product D,8.0,50000.0,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,16855.85,16855.85,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,26455.45,26455.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Financial Expenses,2024-01-16,2024-01-16,19229.12,19229.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,313.77639660999995,313.77639660999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117067,Sale,2024-01-17,2024-01-17,18062.03,18062.03,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18062.03,Cash,C011,903.1,17158.93,10000.0,8062.029999999999,,
Sale20240117068,Sale,2024-01-17,2024-01-17,9051.66,9051.66,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9051.66,Cash,C008,452.58,8599.08,5000.0,4051.66,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,5183.92,5183.92,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,22375.65,22375.65,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,25055.4,25055.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,313.77639660999995,313.77639660999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118071,Sale,2024-01-18,2024-01-18,197627.2,197627.2,,,Paid,,50000.0,,,P004,Premium Product D,2.0,98813.6,Cash,C019,9881.36,187745.84,100000.0,97627.20000000001,,
Sale20240118072,Sale,2024-01-18,2024-01-18,37388.12,37388.12,,,Paid,,10000.0,,,P002,Premium Product B,2.0,18694.06,Cash,C001,1869.41,35518.71,20000.0,17388.120000000003,,
Sale20240118073,Sale,2024-01-18,2024-01-18,58375.14,58375.14,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19458.38,Cash,C014,2918.76,55456.38,30000.0,28375.14,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,117840.57,117840.57,,,Paid,Bank Transfer,,S006,Supplier 6,,,,,,,,,,,Production Line7,Production Line
Purchase20231231020,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Senior Staff,Paid,Cash,10000.0,S005,Supplier 5,P002,Premium Product B,6.0,10000.0,,,,,,,,
Expense20240118001,Financial Expenses,2024-01-18,2024-01-18,7111.3,7111.3,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,6850.63,6850.63,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,303.28858587999997,303.28858587999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119075,Sale,2024-01-19,2024-01-19,188177.44,188177.44,,,Paid,,50000.0,,,P004,Premium Product D,2.0,94088.72,Cash,C006,9408.87,178768.57,100000.0,88177.44,,
Sale20240119076,Sale,2024-01-19,2024-01-19,263727.12,263727.12,,,Paid,,50000.0,,,P004,Premium Product D,3.0,87909.04,Cash,C020,13186.36,250540.76,150000.0,113727.12,,
Sale20240119077,Sale,2024-01-19,2024-01-19,39034.46,39034.46,,,Paid,,10000.0,,,P002,Premium Product B,2.0,19517.23,Cash,C017,1951.72,37082.74,20000.0,19034.46,,
Sale20240119078,Sale,2024-01-19,2024-01-19,18326.66,18326.66,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9163.33,Cash,C002,916.33,17410.33,10000.0,8326.66,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,13875.51,13875.51,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,3798.73,3798.73,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,20813.81,20813.81,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,303.28858587999997,303.28858587999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120080,Sale,2024-01-20,2024-01-20,53687.91,53687.91,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17895.97,Cash,C017,2684.4,51003.51,30000.0,23687.910000000003,,
Sale20240120081,Sale,2024-01-20,2024-01-20,35219.04,35219.04,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17609.52,Cash,C020,1760.95,33458.09,20000.0,15219.04,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Senior Staff,Paid,Cash,10000.0,S003,Supplier 3,P002,Premium Product B,10.0,10000.0,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,6602.54,6602.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Financial Expenses,2024-01-20,2024-01-20,17494.6,17494.6,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Financial Expenses,2024-01-20,2024-01-20,13819.59,13819.59,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,303.28858587999997,303.28858587999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121083,Sale,2024-01-21,2024-01-21,27826.5,27826.5,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9275.5,Cash,C004,1391.33,26435.17,15000.0,12826.5,,
Sale20240121084,Sale,2024-01-21,2024-01-21,85459.24,85459.24,,,Paid,,50000.0,,,P004,Premium Product D,1.0,85459.24,Cash,C019,4272.96,81186.28,50000.0,35459.240000000005,,
Sale20240121085,Sale,2024-01-21,2024-01-21,17812.71,17812.71,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17812.71,Account Receviable,C006,890.64,16922.07,10000.0,7812.709999999999,,
