id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Interest20240102002,Interest Receivables,2024-01-02,443.22,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $443.22. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231002,Purchase,2023-12-31,40000.0,Director,Senior Supervisor,Paid,Cash,20000.0,S010,Supplier 10,S003,Premium Consulting,2.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231003,Purchase,2023-12-31,20000.0,Director,Senior Supervisor,Paid,Bank Transfer,20000.0,S003,Supplier 3,S003,Premium Consulting,1.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240103001,Sales Expenses,2024-01-03,8194.45,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $8194.45. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104004,Sale,2024-01-04,47593.55,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,47593.55,Cash,C007,2379.68,45213.87,20000.0,27593.55,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $47593.55, totaling $47593.55. The cost amount for this transaction was $20000.00, with a tax amount of $2379.68, leading to a total amount due of $45213.87. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231004,Purchase,2023-12-31,1000.0,Director,Senior Supervisor,Paid,Cash,1000.0,S010,Supplier 10,S001,Basic Consulting,1.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231005,Purchase,2023-12-31,20000.0,Director,Director,Paid,Bank Transfer,20000.0,S006,Supplier 6,S003,Premium Consulting,1.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Director, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240104001,Administrative Expenses,2024-01-04,14629.67,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $14629.67. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240104001,Administrative Expenses,2024-01-04,11841.84,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $11841.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Junior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,439.66,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $439.66. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105005,Sale,2024-01-05,2943.51,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2943.51,Account Receviable,C009,147.18,2796.33,1000.0,1943.51,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2943.51, totaling $2943.51. The cost amount for this transaction was $1000.00, with a tax amount of $147.18, leading to a total amount due of $2796.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240105006,Sale,2024-01-05,47555.26,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,47555.26,Cash,C012,2377.76,45177.5,20000.0,27555.26,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $47555.26, totaling $47555.26. The cost amount for this transaction was $20000.00, with a tax amount of $2377.76, leading to a total amount due of $45177.50. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231006,Purchase,2023-12-31,60000.0,Director,Manager,Paid,Bank Transfer,20000.0,S010,Supplier 10,S003,Premium Consulting,3.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $20000.00, totaling $60000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231007,Purchase,2023-12-31,200000.0,Director,Executive Director,Paid,Bank Transfer,100000.0,S003,Supplier 3,S004,Enterprise Solution,2.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240105001,Sales Expenses,2024-01-05,18876.84,Director,Manager,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $18876.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,11420.55,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $11420.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Junior Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,416.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $416.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106009,Sale,2024-01-06,262445.58,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,262445.58,Account Receviable,C017,13122.28,249323.3,100000.0,162445.58,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $262445.58, totaling $262445.58. The cost amount for this transaction was $100000.00, with a tax amount of $13122.28, leading to a total amount due of $249323.30. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240106001,Financial Expenses,2024-01-06,8372.35,Director,Director,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $8372.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Director, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,16768.71,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $16768.71. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,416.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $416.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107010,Sale,2024-01-07,43597.09,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,43597.09,Cash,C015,2179.85,41417.24,20000.0,23597.09,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $43597.09, totaling $43597.09. The cost amount for this transaction was $20000.00, with a tax amount of $2179.85, leading to a total amount due of $41417.24. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107011,Sale,2024-01-07,192028.0,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,192028.0,Account Receviable,C020,9601.4,182426.6,100000.0,92028.0,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $192028.00, totaling $192028.00. The cost amount for this transaction was $100000.00, with a tax amount of $9601.40, leading to a total amount due of $182426.60. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107012,Sale,2024-01-07,52961.46,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,52961.46,Account Receviable,C008,2648.07,50313.39,20000.0,32961.46,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $52961.46, totaling $52961.46. The cost amount for this transaction was $20000.00, with a tax amount of $2648.07, leading to a total amount due of $50313.39. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,300000.0,Director,Director,Paid,Bank Transfer,100000.0,S003,Supplier 3,S004,Enterprise Solution,3.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $100000.00, totaling $300000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Director, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231009,Purchase,2023-12-31,1000.0,Director,Manager,Paid,Bank Transfer,1000.0,S005,Supplier 5,S001,Basic Consulting,1.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240107001,Sales Expenses,2024-01-07,8874.38,Director,Manager,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $8874.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,2053.82,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $2053.82. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,389.73,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $389.73. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108015,Sale,2024-01-08,280252.81,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,280252.81,Cash,C010,14012.64,266240.17,100000.0,180252.81,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $280252.81, totaling $280252.81. The cost amount for this transaction was $100000.00, with a tax amount of $14012.64, leading to a total amount due of $266240.17. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108016,Sale,2024-01-08,2925.01,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2925.01,Account Receviable,C010,146.25,2778.76,1000.0,1925.01,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2925.01, totaling $2925.01. The cost amount for this transaction was $1000.00, with a tax amount of $146.25, leading to a total amount due of $2778.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240108017,Sale,2024-01-08,53074.78,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,53074.78,Cash,C016,2653.74,50421.04,20000.0,33074.78,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $53074.78, totaling $53074.78. The cost amount for this transaction was $20000.00, with a tax amount of $2653.74, leading to a total amount due of $50421.04. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231010,Purchase,2023-12-31,10000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S004,Supplier 4,S002,Standard Consulting,2.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240108001,Sales Expenses,2024-01-08,4130.98,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $4130.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,17469.41,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $17469.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,388.84,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $388.84. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109019,Sale,2024-01-09,293772.48,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,293772.48,Cash,C003,14688.62,279083.86,100000.0,193772.48,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $293772.48, totaling $293772.48. The cost amount for this transaction was $100000.00, with a tax amount of $14688.62, leading to a total amount due of $279083.86. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109020,Sale,2024-01-09,10545.58,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,10545.58,Account Receviable,C002,527.28,10018.3,5000.0,5545.58,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10545.58, totaling $10545.58. The cost amount for this transaction was $5000.00, with a tax amount of $527.28, leading to a total amount due of $10018.30. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240109021,Sale,2024-01-09,9086.17,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,9086.17,Cash,C011,454.31,8631.86,5000.0,4086.17,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9086.17, totaling $9086.17. The cost amount for this transaction was $5000.00, with a tax amount of $454.31, leading to a total amount due of $8631.86. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,300000.0,Director,Senior Supervisor,Unpaid,Account Payable,100000.0,S010,Supplier 10,S004,Enterprise Solution,3.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $100000.00, totaling $300000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240109001,Administrative Expenses,2024-01-09,5519.16,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $5519.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,3841.38,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $3841.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,388.84,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $388.84. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231012,Purchase,2023-12-31,60000.0,Director,Executive Director,Paid,Bank Transfer,20000.0,S008,Supplier 8,S003,Premium Consulting,3.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $20000.00, totaling $60000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231013,Purchase,2023-12-31,3000.0,Director,Senior Supervisor,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $1000.00, totaling $3000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240110001,Sales Expenses,2024-01-10,16969.96,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $16969.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Junior Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,383.23,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $383.23. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240111001,Financial Expenses,2024-01-11,16035.97,Director,Manager,Paid,Cash,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Financial Expenses, totaling $16035.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,383.23,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $383.23. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112024,Sale,2024-01-12,242599.54,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,242599.54,Account Receviable,C013,12129.98,230469.56,100000.0,142599.54,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $242599.54, totaling $242599.54. The cost amount for this transaction was $100000.00, with a tax amount of $12129.98, leading to a total amount due of $230469.56. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112025,Sale,2024-01-12,2334.27,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2334.27,Cash,C007,116.71,2217.56,1000.0,1334.27,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2334.27, totaling $2334.27. The cost amount for this transaction was $1000.00, with a tax amount of $116.71, leading to a total amount due of $2217.56. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112026,Sale,2024-01-12,243590.56,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,243590.56,Account Receviable,C003,12179.53,231411.03,100000.0,143590.56,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $243590.56, totaling $243590.56. The cost amount for this transaction was $100000.00, with a tax amount of $12179.53, leading to a total amount due of $231411.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231014,Purchase,2023-12-31,2000.0,Director,Director,Paid,Bank Transfer,1000.0,S006,Supplier 6,S001,Basic Consulting,2.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000.00, totaling $2000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Director, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240112001,Administrative Expenses,2024-01-12,10842.19,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $10842.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240112001,Sales Expenses,2024-01-12,8530.53,Director,Director,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $8530.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Director, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,383.06,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $383.06. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231015,Purchase,2023-12-31,10000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S003,Supplier 3,S002,Standard Consulting,2.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231016,Purchase,2023-12-31,15000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S007,Supplier 7,S002,Standard Consulting,3.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240113001,Administrative Expenses,2024-01-13,6134.75,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $6134.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Junior Staff, and the approver is Director.",
Expense20240113001,Sales Expenses,2024-01-13,2222.23,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $2222.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Junior Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,380.83,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $380.83. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114029,Sale,2024-01-14,44910.8,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,44910.8,Cash,C005,2245.54,42665.26,20000.0,24910.8,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $44910.80, totaling $44910.80. The cost amount for this transaction was $20000.00, with a tax amount of $2245.54, leading to a total amount due of $42665.26. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114030,Sale,2024-01-14,190478.23,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,190478.23,Account Receviable,C002,9523.91,180954.32,100000.0,90478.23,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $190478.23, totaling $190478.23. The cost amount for this transaction was $100000.00, with a tax amount of $9523.91, leading to a total amount due of $180954.32. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240114031,Sale,2024-01-14,48342.01,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,48342.01,Account Receviable,C011,2417.1,45924.91,20000.0,28342.01,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $48342.01, totaling $48342.01. The cost amount for this transaction was $20000.00, with a tax amount of $2417.10, leading to a total amount due of $45924.91. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,100000.0,Director,Manager,Paid,Bank Transfer,100000.0,S008,Supplier 8,S004,Enterprise Solution,1.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $100000.00, totaling $100000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240114001,Administrative Expenses,2024-01-14,10030.41,Director,Manager,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $10030.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,371.93,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $371.93. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115032,Sale,2024-01-15,2239.83,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2239.83,Cash,C009,111.99,2127.84,1000.0,1239.83,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2239.83, totaling $2239.83. The cost amount for this transaction was $1000.00, with a tax amount of $111.99, leading to a total amount due of $2127.84. The receive_method of this transaction was cash, and this transaction was paid.",
