id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Sale20240109020,Sale,2024-01-09,2024-01-09,10545.58,10545.58,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,10545.58,Account Receviable,C002,527.28,10018.3,5000.0,5545.58
Sale20240109021,Sale,2024-01-09,2024-01-09,9086.17,9086.17,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,9086.17,Cash,C011,454.31,8631.86,5000.0,4086.17
Purchase20231231011,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Senior Supervisor,Unpaid,Account Payable,100000.0,S010,Supplier 10,S004,Enterprise Solution,3.0,100000.0,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,5519.16,5519.16,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,3841.38,3841.38,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,388.84099999999995,388.84099999999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Executive Director,Paid,Bank Transfer,20000.0,S008,Supplier 8,S003,Premium Consulting,3.0,20000.0,,,,,,
Purchase20231231013,Purchase,2023-12-31,2023-12-31,3000.0,3000.0,Director,Senior Supervisor,Paid,Bank Transfer,1000.0,S010,Supplier 10,S001,Basic Consulting,3.0,1000.0,,,,,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,16969.96,16969.96,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,383.234,383.234,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240111001,Financial Expenses,2024-01-11,2024-01-11,16035.97,16035.97,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,383.234,383.234,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240112024,Sale,2024-01-12,2024-01-12,242599.54,242599.54,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,242599.54,Account Receviable,C013,12129.98,230469.56,100000.0,142599.54
Sale20240112025,Sale,2024-01-12,2024-01-12,2334.27,2334.27,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2334.27,Cash,C007,116.71,2217.56,1000.0,1334.27
Sale20240112026,Sale,2024-01-12,2024-01-12,243590.56,243590.56,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,243590.56,Account Receviable,C003,12179.53,231411.03,100000.0,143590.56
Purchase20231231014,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Director,Paid,Bank Transfer,1000.0,S006,Supplier 6,S001,Basic Consulting,2.0,1000.0,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,10842.19,10842.19,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,8530.53,8530.53,Director,Director,Paid,Cash,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,383.056,383.056,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231015,Purchase,2023-12-31,2023-12-31,10000.0,10000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S003,Supplier 3,S002,Standard Consulting,2.0,5000.0,,,,,,
Purchase20231231016,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S007,Supplier 7,S002,Standard Consulting,3.0,5000.0,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,6134.75,6134.75,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,2222.23,2222.23,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,380.83099999999996,380.83099999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240114029,Sale,2024-01-14,2024-01-14,44910.8,44910.8,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,44910.8,Cash,C005,2245.54,42665.26,20000.0,24910.800000000003
Sale20240114030,Sale,2024-01-14,2024-01-14,190478.23,190478.23,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,190478.23,Account Receviable,C002,9523.91,180954.32,100000.0,90478.23000000001
Sale20240114031,Sale,2024-01-14,2024-01-14,48342.01,48342.01,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,48342.01,Account Receviable,C011,2417.1,45924.91,20000.0,28342.010000000002
Purchase20231231017,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Manager,Paid,Bank Transfer,100000.0,S008,Supplier 8,S004,Enterprise Solution,1.0,100000.0,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,10030.41,10030.41,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,371.931,371.931,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240115032,Sale,2024-01-15,2024-01-15,2239.83,2239.83,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2239.83,Cash,C009,111.99,2127.84,1000.0,1239.83
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,7816.16,7816.16,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,19492.57,19492.57,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,371.931,371.931,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,18778.4,18778.4,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,12763.28,12763.28,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,371.931,371.931,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240117036,Sale,2024-01-17,2024-01-17,2667.21,2667.21,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2667.21,Account Receviable,C001,133.36,2533.85,1000.0,1667.21
Sale20240117037,Sale,2024-01-17,2024-01-17,10762.61,10762.61,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,10762.61,Account Receviable,C009,538.13,10224.48,5000.0,5762.610000000001
Sale20240117038,Sale,2024-01-17,2024-01-17,2942.21,2942.21,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2942.21,Account Receviable,C016,147.11,2795.1,1000.0,1942.21
Purchase20231231018,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Executive Director,Paid,Bank Transfer,100000.0,S005,Supplier 5,S004,Enterprise Solution,1.0,100000.0,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,17037.3,17037.3,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,14666.28,14666.28,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,363.031,363.031,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240118041,Sale,2024-01-18,2024-01-18,250090.56,250090.56,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,250090.56,Account Receviable,C010,12504.53,237586.03,100000.0,150090.56
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,11902.29,11902.29,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,9304.72,9304.72,Director,Director,Paid,Cash,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,363.031,363.031,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,1000.0,1000.0,Director,Senior Supervisor,Unpaid,Account Payable,1000.0,S008,Supplier 8,S001,Basic Consulting,1.0,1000.0,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,7643.97,7643.97,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,11023.12,11023.12,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,363.031,363.031,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240120043,Sale,2024-01-20,2024-01-20,9522.79,9522.79,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,9522.79,Cash,C011,476.14,9046.65,5000.0,4522.790000000001
Sale20240120044,Sale,2024-01-20,2024-01-20,58141.88,58141.88,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,58141.88,Account Receviable,C017,2907.09,55234.79,20000.0,38141.88
Sale20240120045,Sale,2024-01-20,2024-01-20,1915.39,1915.39,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,1915.39,Account Receviable,C017,95.77,1819.62,1000.0,915.3900000000001
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,15500.46,15500.46,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,363.031,363.031,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240121047,Sale,2024-01-21,2024-01-21,53934.4,53934.4,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,53934.4,Account Receviable,C017,2696.72,51237.68,20000.0,33934.4
Sale20240121048,Sale,2024-01-21,2024-01-21,181654.5,181654.5,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,181654.5,Account Receviable,C007,9082.73,172571.77,100000.0,81654.5
Sale20240121049,Sale,2024-01-21,2024-01-21,12736.6,12736.6,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,12736.6,Account Receviable,C009,636.83,12099.77,5000.0,7736.6
Purchase20231231020,Purchase,2023-12-31,2023-12-31,20000.0,20000.0,Director,Executive Director,Paid,Bank Transfer,20000.0,S006,Supplier 6,S003,Premium Consulting,1.0,20000.0,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,17073.15,17073.15,Director,Director,Paid,Cash,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,361.251,361.251,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240122050,Sale,2024-01-22,2024-01-22,11667.43,11667.43,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,11667.43,Account Receviable,C006,583.37,11084.06,5000.0,6667.43
Sale20240122051,Sale,2024-01-22,2024-01-22,52739.99,52739.99,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,52739.99,Account Receviable,C016,2637.0,50102.99,20000.0,32739.989999999998
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,18535.65,18535.65,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,361.251,361.251,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240123053,Sale,2024-01-23,2024-01-23,196484.2,196484.2,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,196484.2,Account Receviable,C015,9824.21,186659.99,100000.0,96484.20000000001
Purchase20231231021,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Senior Supervisor,Paid,Cash,20000.0,S006,Supplier 6,S003,Premium Consulting,3.0,20000.0,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,4983.09,4983.09,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,361.251,361.251,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Senior Supervisor,Paid,Cash,100000.0,S004,Supplier 4,S004,Enterprise Solution,1.0,100000.0,,,,,,
Purchase20231231023,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S003,Supplier 3,S002,Standard Consulting,3.0,5000.0,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,5074.48,5074.48,Director,Director,Paid,Cash,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,7878.37,7878.37,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,359.916,359.916,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240125056,Sale,2024-01-25,2024-01-25,11498.77,11498.77,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,11498.77,Account Receviable,C001,574.94,10923.83,5000.0,6498.77
Sale20240125057,Sale,2024-01-25,2024-01-25,53628.0,53628.0,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,53628.0,Account Receviable,C004,2681.4,50946.6,20000.0,33628.0
Sale20240125058,Sale,2024-01-25,2024-01-25,218410.49,218410.49,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,218410.49,Account Receviable,C004,10920.52,207489.97,100000.0,118410.48999999999
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,13114.6,13114.6,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,359.916,359.916,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,8867.89,8867.89,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,16071.28,16071.28,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,359.916,359.916,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240127060,Sale,2024-01-27,2024-01-27,2220.88,2220.88,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2220.88,Account Receviable,C002,111.04,2109.84,1000.0,1220.88
Sale20240127061,Sale,2024-01-27,2024-01-27,46461.67,46461.67,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,46461.67,Account Receviable,C018,2323.08,44138.59,20000.0,26461.67
Purchase20231231024,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Director,Unpaid,Account Payable,20000.0,S007,Supplier 7,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,11151.43,11151.43,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,359.916,359.916,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Purchase20231231025,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Director,Paid,Bank Transfer,100000.0,S006,Supplier 6,S004,Enterprise Solution,1.0,100000.0,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,15831.33,15831.33,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,351.01599999999996,351.01599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,8003.02,8003.02,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,5842.01,5842.01,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,351.01599999999996,351.01599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240130063,Sale,2024-01-30,2024-01-30,236405.08,236405.08,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,236405.08,Cash,C009,11820.25,224584.83,100000.0,136405.08
Sale20240130064,Sale,2024-01-30,2024-01-30,13371.18,13371.18,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,13371.18,Account Receviable,C020,668.56,12702.62,5000.0,8371.18
Sale20240130065,Sale,2024-01-30,2024-01-30,58898.91,58898.91,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,58898.91,Account Receviable,C003,2944.95,55953.96,20000.0,38898.91
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,4564.06,4564.06,Director,Director,Paid,Cash,,,,,,,,,,,,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,2198.15,2198.15,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,351.01599999999996,351.01599999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240131068,Sale,2024-01-31,2024-01-31,53162.19,53162.19,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,53162.19,Account Receviable,C005,2658.11,50504.08,20000.0,33162.19
Sale20240131069,Sale,2024-01-31,2024-01-31,14272.77,14272.77,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,14272.77,Cash,C005,713.64,13559.13,5000.0,9272.77
Purchase20231231026,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Director,Paid,Bank Transfer,100000.0,S002,Supplier 2,S004,Enterprise Solution,3.0,100000.0,,,,,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,14186.79,14186.79,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,324.316,324.316,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240201071,Sale,2024-02-01,2024-02-01,39826.86,39826.86,,,Paid,,20000.0,,,S003,Premium Consulting,1.0,39826.86,Cash,C004,1991.34,37835.52,20000.0,19826.86
Sale20240201072,Sale,2024-02-01,2024-02-01,14642.94,14642.94,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,14642.94,Account Receviable,C003,732.15,13910.79,5000.0,9642.94
Purchase20231231027,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Executive Director,Paid,Bank Transfer,20000.0,S002,Supplier 2,S003,Premium Consulting,3.0,20000.0,,,,,,
Purchase20231231028,Purchase,2023-12-31,2023-12-31,5000.0,5000.0,Director,Senior Supervisor,Paid,Bank Transfer,5000.0,S007,Supplier 7,S002,Standard Consulting,1.0,5000.0,,,,,,
Expense20240201001,Administrative Expenses,2024-02-01,2024-02-01,18062.26,18062.26,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,45750.41,45750.41,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,318.531,318.531,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240202073,Sale,2024-02-02,2024-02-02,298084.8,298084.8,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,298084.8,Cash,C017,14904.24,283180.56,100000.0,198084.8
Sale20240202074,Sale,2024-02-02,2024-02-02,44442.71,44442.71,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,44442.71,Account Receviable,C020,2222.14,42220.57,20000.0,24442.71
