id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240106001,Administrative Expenses,2024-01-06,2024-01-06,14343.64,14343.64,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Administrative Expenses,2024-01-06,2024-01-06,28239.4,28239.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240106001,Bank to cash transfer,2024-01-06,2024-01-06,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240106001,Administrative Expenses,2024-01-06,2024-01-06,31139.46,31139.46,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240106006,Interest Receivables,2024-01-06,2024-01-06,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240107011,Sale,2024-01-07,2024-01-07,659298.95,659298.95,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,131859.79,Cash,C003,32964.95,626334.0,500000.0,159298.94999999995,,
Purchase20231231006,Purchase,2023-12-31,2023-12-31,220000.0,220000.0,Director,Staff,Paid,Cash,20000.0,S009,Supplier 9,P002,Chemical Product B,11.0,20000.0,,,,,,,,
Expense20240107001,Financial Expenses,2024-01-07,2024-01-07,44703.6,44703.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,20596.48,20596.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Financial Expenses,2024-01-07,2024-01-07,9501.24,9501.24,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Sales Expenses,2024-01-07,2024-01-07,33506.69,33506.69,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240108013,Sale,2024-01-08,2024-01-08,267311.66,267311.66,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,133655.83,Cash,C016,13365.58,253946.08,200000.0,67311.65999999997,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,18657.8,18657.8,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,5582.14,5582.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,12240.16,12240.16,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,14008.77,14008.77,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Financial Expenses,2024-01-09,2024-01-09,42244.48,42244.48,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110015,Sale,2024-01-10,2024-01-10,35930.91,35930.91,,,Paid,,10000.0,,,P001,Chemical Product A,3.0,11976.97,Cash,C015,1796.55,34134.36,30000.0,5930.9100000000035,,
Sale20240110016,Sale,2024-01-10,2024-01-10,470550.84,470550.84,,,Unpaid,,100000.0,,,P004,Chemical Product D,4.0,117637.71,Account Receviable,C006,23527.54,447023.3,400000.0,70550.84000000003,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,14953.64,14953.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,34749.71,34749.71,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240110001,Financial Expenses,2024-01-10,2024-01-10,8236.58,8236.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111017,Sale,2024-01-11,2024-01-11,67132.14,67132.14,,,Paid,,50000.0,,,P003,Chemical Product C,1.0,67132.14,Cash,C019,3356.61,63775.53,50000.0,17132.14,,
Sale20240111018,Sale,2024-01-11,2024-01-11,134717.66,134717.66,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,67358.83,Cash,C009,6735.88,127981.78,100000.0,34717.66,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,16297.63,16297.63,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,45872.04,45872.04,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Financial Expenses,2024-01-11,2024-01-11,31984.71,31984.71,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,22676.38,22676.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112020,Sale,2024-01-12,2024-01-12,644182.5,644182.5,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,128836.5,Cash,C008,32209.12,611973.38,500000.0,144182.5,,
Sale20240112021,Sale,2024-01-12,2024-01-12,23652.08,23652.08,,,Unpaid,,10000.0,,,P001,Chemical Product A,2.0,11826.04,Account Receviable,C003,1182.6,22469.48,20000.0,3652.0800000000017,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,16432.62,16432.62,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,49729.94,49729.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,12294.1,12294.1,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,20189.6,20189.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,199.61708718,199.61708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113023,Sale,2024-01-13,2024-01-13,44428.82,44428.82,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,22214.41,Account Receviable,C019,2221.44,42207.38,40000.0,4428.82,,
Sale20240113024,Sale,2024-01-13,2024-01-13,25216.28,25216.28,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,12608.14,Cash,C008,1260.81,23955.47,20000.0,5216.279999999999,,
Purchase20231231007,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Senior Staff,Paid,Bank Transfer,10000.0,S006,Supplier 6,P001,Chemical Product A,10.0,10000.0,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,13168.04,13168.04,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,49423.87,49423.87,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,16966.19,16966.19,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Financial Expenses,2024-01-13,2024-01-13,35291.25,35291.25,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,190.71708718,190.71708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114027,Sale,2024-01-14,2024-01-14,620407.25,620407.25,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,124081.45,Cash,C001,31020.36,589386.89,500000.0,120407.25,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,47622.56,47622.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,11434.19,11434.19,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,190.71708718,190.71708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115029,Sale,2024-01-15,2024-01-15,54504.76,54504.76,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,27252.38,Account Receviable,C004,2725.24,51779.52,40000.0,14504.760000000002,,
Purchase20231231008,Purchase,2023-12-31,2023-12-31,1800000.0,1800000.0,Director,Senior Staff,Paid,Cash,100000.0,S005,Supplier 5,P004,Chemical Product D,18.0,100000.0,,,,,,,,
Transfer20240115001,Bank to cash transfer,2024-01-15,2024-01-15,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240115001,Bank to cash transfer,2024-01-15,2024-01-15,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,6471.93,6471.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,20533.47,20533.47,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,32885.32,32885.32,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240115001,Bank to cash transfer,2024-01-15,2024-01-15,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,43881.77,43881.77,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,164.01708718,164.01708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116031,Sale,2024-01-16,2024-01-16,59166.45,59166.45,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,11833.29,Cash,C019,2958.32,56208.13,50000.0,9166.449999999997,,
Sale20240116032,Sale,2024-01-16,2024-01-16,231037.8,231037.8,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,57759.45,Cash,C003,11551.89,219485.91,200000.0,31037.79999999999,,
Expense20240116001,Financial Expenses,2024-01-16,2024-01-16,21812.55,21812.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Financial Expenses,2024-01-16,2024-01-16,13980.05,13980.05,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,46901.17,46901.17,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,25146.38,25146.38,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,164.01708718,164.01708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117034,Sale,2024-01-17,2024-01-17,75890.52,75890.52,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,25296.84,Cash,C014,3794.53,72095.99,60000.0,15890.520000000004,,
Sale20240117035,Sale,2024-01-17,2024-01-17,252207.52,252207.52,,,Unpaid,,50000.0,,,P003,Chemical Product C,4.0,63051.88,Account Receviable,C003,12610.38,239597.14,200000.0,52207.51999999999,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Staff,Unpaid,Account Payable,50000.0,S001,Supplier 1,P003,Chemical Product C,16.0,50000.0,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,16781.62,16781.62,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,23098.92,23098.92,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,17720.52,17720.52,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,164.01708718,164.01708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118038,Sale,2024-01-18,2024-01-18,45553.24,45553.24,,,Unpaid,,10000.0,,,P001,Chemical Product A,4.0,11388.31,Account Receviable,C011,2277.66,43275.58,40000.0,5553.239999999998,,
Sale20240118039,Sale,2024-01-18,2024-01-18,89687.4,89687.4,,,Unpaid,,20000.0,,,P002,Chemical Product B,4.0,22421.85,Account Receviable,C003,4484.37,85203.03,80000.0,9687.399999999994,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,12488.88,12488.88,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,36770.74,36770.74,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,22598.15,22598.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Administrative Expenses,2024-01-18,2024-01-18,9008.86,9008.86,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,164.01708718,164.01708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119041,Sale,2024-01-19,2024-01-19,117441.68,117441.68,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,58720.84,Cash,C009,5872.08,111569.6,100000.0,17441.679999999993,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,6880.14,6880.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,32819.71,32819.71,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,164.01708718,164.01708718,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120043,Sale,2024-01-20,2024-01-20,54724.52,54724.52,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,27362.26,Account Receviable,C017,2736.23,51988.29,40000.0,14724.519999999997,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,320000.0,320000.0,Director,Staff,Paid,Bank Transfer,20000.0,S004,Supplier 4,P002,Chemical Product B,16.0,20000.0,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,22824.28,22824.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,26944.0,26944.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,36092.58,36092.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121047,Sale,2024-01-21,2024-01-21,552114.2,552114.2,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,110422.84,Cash,C005,27605.71,524508.49,500000.0,52114.19999999995,,
Sale20240121048,Sale,2024-01-21,2024-01-21,53470.62,53470.62,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,26735.31,Account Receviable,C011,2673.53,50797.09,40000.0,13470.620000000003,,
Expense20240121001,Financial Expenses,2024-01-21,2024-01-21,17003.39,17003.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,14196.11,14196.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122050,Sale,2024-01-22,2024-01-22,411855.06,411855.06,,,Paid,,100000.0,,,P004,Chemical Product D,3.0,137285.02,Cash,C016,20592.75,391262.31,300000.0,111855.06,,
Sale20240122051,Sale,2024-01-22,2024-01-22,265712.0,265712.0,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,66428.0,Cash,C001,13285.6,252426.4,200000.0,65712.0,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,260000.0,260000.0,Director,Senior Staff,Paid,Cash,10000.0,S010,Supplier 10,P001,Chemical Product A,26.0,10000.0,,,,,,,,
Expense20240122001,Financial Expenses,2024-01-22,2024-01-22,38794.21,38794.21,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,21390.12,21390.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123052,Sale,2024-01-23,2024-01-23,47800.68,47800.68,,,Paid,,10000.0,,,P001,Chemical Product A,4.0,11950.17,Cash,C013,2390.03,45410.65,40000.0,7800.68,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,21946.59,21946.59,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,15043.12,15043.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124053,Sale,2024-01-24,2024-01-24,82693.5,82693.5,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,27564.5,Cash,C003,4134.68,78558.82,60000.0,22693.5,,
Sale20240124054,Sale,2024-01-24,2024-01-24,128615.27,128615.27,,,Paid,,100000.0,,,P004,Chemical Product D,1.0,128615.27,Cash,C015,6430.76,122184.51,100000.0,28615.270000000004,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,49513.35,49513.35,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,32657.6,32657.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125055,Sale,2024-01-25,2024-01-25,134146.46,134146.46,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,67073.23,Account Receviable,C011,6707.32,127439.14,100000.0,34146.45999999999,,
Sale20240125056,Sale,2024-01-25,2024-01-25,497428.88,497428.88,,,Unpaid,,100000.0,,,P004,Chemical Product D,4.0,124357.22,Account Receviable,C011,24871.44,472557.44,400000.0,97428.88,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,44074.81,44074.81,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,30631.28,30631.28,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,17202.6,17202.6,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,22157.17,22157.17,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
