id,type,date,recorded_date,amount,recorded_amount,cost_per_unit,approver,preparer,payment/receipt_status,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240112001,Financial Expenses,2024-01-12,2024-01-12,52410.28,52410.28,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,331.81408357,331.81408357,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240113001,Sales Expenses,2024-01-13,2024-01-13,83043.95,83043.95,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,64480.99,64480.99,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,331.81408357,331.81408357,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,30521.87,30521.87,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,331.81408357,331.81408357,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,65687.23,65687.23,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,331.81408357,331.81408357,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,32249.23,32249.23,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240116001,Sales Expenses,2024-01-16,2024-01-16,94406.29,94406.29,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,331.81408357,331.81408357,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240117017,Sale,2024-01-17,2024-01-17,703009.17,703009.17,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,703009.17,Account Receviable,C016,35150.46,667858.71,500000.0,203009.17000000004,,
Transfer20240117001,Bank to cash transfer,2024-01-17,2024-01-17,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,35076.4,35076.4,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,242.81408356999998,242.81408356999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,42974.21,42974.21,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,242.81408356999998,242.81408356999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,1046775.17,1046775.17,,,,Paid,Bank Transfer,S010,Supplier 10,,,,,,,,,,,Industrial Facilities5,Industrial Facilities
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,81067.73,81067.73,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240119001,Sales Expenses,2024-01-19,2024-01-19,25941.18,25941.18,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,149.65109343999998,149.65109343999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,21329.49,21329.49,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,149.65109343999998,149.65109343999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,85787.82,85787.82,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,78068.15,78068.15,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,149.65109343999998,149.65109343999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240122024,Sale,2024-01-22,2024-01-22,652509.01,652509.01,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,652509.01,Cash,C019,32625.45,619883.56,500000.0,152509.01,,
Expense20240122001,Financial Expenses,2024-01-22,2024-01-22,20961.18,20961.18,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,11973.24,11973.24,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,149.65109343999998,149.65109343999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,79415.78,79415.78,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,29336.31,29336.31,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,149.65109343999998,149.65109343999998,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240124028,Sale,2024-01-24,2024-01-24,736928.63,736928.63,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,736928.63,Cash,C004,36846.43,700082.2,500000.0,236928.63,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,577494.56,577494.56,,,,Paid,Bank Transfer,S008,Supplier 8,,,,,,,,,,,Production Line Equipment6,Production Line Equipment
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,20565.7,20565.7,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240125030,Sale,2024-01-25,2024-01-25,1318422.35,1318422.35,1000000.0,,,Unpaid,,,,P003,Heavy Equipment C,1.0,1318422.35,Account Receviable,C006,65921.12,1252501.23,1000000.0,318422.3500000001,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,16489.93,16489.93,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,60656.12,60656.12,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,1000000.0,1000000.0,500000.0,Director,Senior Staff,Unpaid,Account Payable,S002,Supplier 2,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,79494.6,79494.6,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,70681.23,70681.23,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240128001,Financial Expenses,2024-01-28,2024-01-28,55124.83,55124.83,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240129034,Sale,2024-01-29,2024-01-29,1952322.13,1952322.13,1500000.0,,,Paid,,,,P004,Heavy Equipment D,1.0,1952322.13,Cash,C008,97616.11,1854706.02,1500000.0,452322.1299999999,,
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,14158.49,14158.49,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,72125.7,72125.7,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,3000000.0,3000000.0,1500000.0,Director,Supervisor,Paid,Cash,S003,Supplier 3,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,45589.58,45589.58,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,68047.29,68047.29,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240131038,Sale,2024-01-31,2024-01-31,2022547.3,2022547.3,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2022547.3,Account Receviable,C013,101127.37,1921419.93,1500000.0,522547.30000000005,,
Expense20240131001,Sales Expenses,2024-01-31,2024-01-31,26885.73,26885.73,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240201001,Financial Expenses,2024-02-01,2024-02-01,52927.55,52927.55,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240201001,Administrative Expenses,2024-02-01,2024-02-01,55640.7,55640.7,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,93206.48,93206.48,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240202001,Administrative Expenses,2024-02-02,2024-02-02,57359.96,57359.96,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Expense20240203001,Sales Expenses,2024-02-03,2024-02-03,90337.66,90337.66,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Transfer20240203001,Bank to cash transfer,2024-02-03,2024-02-03,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240203001,Sales Expenses,2024-02-03,2024-02-03,32201.46,32201.46,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,9.254077599999992,9.254077599999992,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Transfer20240204001,Cash to bank transfer,2024-02-04,2024-02-04,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Transfer20240204001,Bank to cash transfer,2024-02-04,2024-02-04,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240204001,Administrative Expenses,2024-02-04,2024-02-04,28406.13,28406.13,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,9.254077599999992,9.254077599999992,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240205042,Sale,2024-02-05,2024-02-05,2144176.18,2144176.18,1500000.0,,,Paid,,,,P004,Heavy Equipment D,1.0,2144176.18,Cash,C020,107208.81,2036967.37,1500000.0,644176.1800000002,,
Transfer20240205001,Cash to bank transfer,2024-02-05,2024-02-05,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,
Expense20240205001,Financial Expenses,2024-02-05,2024-02-05,29540.71,29540.71,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240205036,Interest Receivables,2024-02-05,2024-02-05,98.25407759999999,98.25407759999999,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
