id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Purchase20231231002,Purchase,2023-12-31,2000000.0,1000000.0,Director,Senior Staff,Paid,Bank Transfer,S003,Supplier 3,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240103001,Sales Expenses,2024-01-03,73422.33,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $73422.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,41635.89,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $41635.89. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,1157.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $1157.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231003,Purchase,2023-12-31,800000.0,800000.0,Director,Senior Staff,Paid,Bank Transfer,S003,Supplier 3,P002,Heavy Equipment B,1.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $800000.00, totaling $800000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240104001,Financial Expenses,2024-01-04,88194.75,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $88194.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240104001,Sales Expenses,2024-01-04,57286.12,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $57286.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,1085.8,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $1085.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231004,Purchase,2023-12-31,1000000.0,500000.0,Director,Staff,Paid,Bank Transfer,S009,Supplier 9,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240105001,Financial Expenses,2024-01-05,52101.64,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $52101.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,996.8,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $996.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106004,Sale,2024-01-06,684558.74,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,684558.74,Cash,C001,34227.94,650330.8,500000.0,184558.74,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $684558.74, totaling $684558.74. The cost amount for this transaction was $500000.00, with a tax amount of $34227.94, leading to a total amount due of $650330.80. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231005,Purchase,2023-12-31,3000000.0,1500000.0,Director,Staff,Paid,Bank Transfer,S001,Supplier 1,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240106001,Administrative Expenses,2024-01-06,19433.8,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $19433.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,729.8,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $729.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107005,Sale,2024-01-07,1354106.17,1000000.0,,,Paid,,,,P003,Heavy Equipment C,1.0,1354106.17,Cash,C001,67705.31,1286400.86,1000000.0,354106.17,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1354106.17, totaling $1354106.17. The cost amount for this transaction was $1000000.00, with a tax amount of $67705.31, leading to a total amount due of $1286400.86. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231006,Purchase,2023-12-31,800000.0,800000.0,Director,Supervisor,Paid,Bank Transfer,S009,Supplier 9,P002,Heavy Equipment B,1.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $800000.00, totaling $800000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240107001,Sales Expenses,2024-01-07,50312.93,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $50312.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,18529.12,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $18529.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,658.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $658.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108008,Sale,2024-01-08,1081910.15,800000.0,,,Unpaid,,,,P002,Heavy Equipment B,1.0,1081910.15,Account Receviable,C011,54095.51,1027814.64,800000.0,281910.15,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1081910.15, totaling $1081910.15. The cost amount for this transaction was $800000.00, with a tax amount of $54095.51, leading to a total amount due of $1027814.64. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240108001,Administrative Expenses,2024-01-08,72933.8,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $72933.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,91530.52,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $91530.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,658.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $658.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109009,Sale,2024-01-09,2070499.57,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2070499.57,Account Receviable,C005,103524.98,1966974.59,1500000.0,570499.57,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2070499.57, totaling $2070499.57. The cost amount for this transaction was $1500000.00, with a tax amount of $103524.98, leading to a total amount due of $1966974.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,800000.0,800000.0,Director,Staff,Paid,Bank Transfer,S001,Supplier 1,P002,Heavy Equipment B,1.0,800000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $800000.00, totaling $800000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231008,Purchase,2023-12-31,3000000.0,1500000.0,Director,Senior Staff,Paid,Cash,S001,Supplier 1,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240109001,Administrative Expenses,2024-01-09,49974.11,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $49974.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,587.4,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $587.40. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,871751.87,,,,Paid,Bank Transfer,S009,Supplier 9,,,,,,,,,,,Heavy Machinery4,Heavy Machinery,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $871751.87. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240110001,Sales Expenses,2024-01-10,23835.49,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $23835.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,509.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $509.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111011,Sale,2024-01-11,2215044.89,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2215044.89,Account Receviable,C003,110752.24,2104292.65,1500000.0,715044.89,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2215044.89, totaling $2215044.89. The cost amount for this transaction was $1500000.00, with a tax amount of $110752.24, leading to a total amount due of $2104292.65. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,1000000.0,500000.0,Director,Senior Staff,Paid,Cash,S008,Supplier 8,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240111001,Sales Expenses,2024-01-11,10656.44,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $10656.44. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240111001,Sales Expenses,2024-01-11,79175.3,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $79175.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,509.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $509.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,2000000.0,1000000.0,Director,Senior Staff,Paid,Bank Transfer,S002,Supplier 2,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240112001,Administrative Expenses,2024-01-12,39503.53,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $39503.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240112001,Financial Expenses,2024-01-12,52410.28,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Financial Expenses, totaling $52410.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,331.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $331.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240113001,Sales Expenses,2024-01-13,83043.95,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $83043.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,64480.99,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $64480.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,331.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $331.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240114001,Sales Expenses,2024-01-14,30521.87,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $30521.87. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,331.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $331.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240115001,Administrative Expenses,2024-01-15,65687.23,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $65687.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,331.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $331.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240116001,Administrative Expenses,2024-01-16,32249.23,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $32249.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240116001,Sales Expenses,2024-01-16,94406.29,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $94406.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,331.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $331.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117017,Sale,2024-01-17,703009.17,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,703009.17,Account Receviable,C016,35150.46,667858.71,500000.0,203009.17,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $703009.17, totaling $703009.17. The cost amount for this transaction was $500000.00, with a tax amount of $35150.46, leading to a total amount due of $667858.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240117001,Bank to cash transfer,2024-01-17,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240117001,Administrative Expenses,2024-01-17,35076.4,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $35076.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,242.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $242.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240118001,Sales Expenses,2024-01-18,42974.21,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $42974.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,242.81,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $242.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1046775.17,,,,Paid,Bank Transfer,S010,Supplier 10,,,,,,,,,,,Industrial Facilities5,Industrial Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1046775.17. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240119001,Sales Expenses,2024-01-19,81067.73,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $81067.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240119001,Sales Expenses,2024-01-19,25941.18,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $25941.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,149.65,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $149.65. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240120001,Sales Expenses,2024-01-20,21329.49,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $21329.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,149.65,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $149.65. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240121001,Sales Expenses,2024-01-21,85787.82,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $85787.82. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240121001,Sales Expenses,2024-01-21,78068.15,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $78068.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,149.65,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $149.65. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122024,Sale,2024-01-22,652509.01,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,652509.01,Cash,C019,32625.45,619883.56,500000.0,152509.01,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $652509.01, totaling $652509.01. The cost amount for this transaction was $500000.00, with a tax amount of $32625.45, leading to a total amount due of $619883.56. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240122001,Financial Expenses,2024-01-22,20961.18,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Financial Expenses, totaling $20961.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,11973.24,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $11973.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,149.65,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $149.65. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240123001,Sales Expenses,2024-01-23,79415.78,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Sales Expenses, totaling $79415.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240123001,Sales Expenses,2024-01-23,29336.31,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Sales Expenses, totaling $29336.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,149.65,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $149.65. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124028,Sale,2024-01-24,736928.63,500000.0,,,Paid,,,,P001,Heavy Equipment A,1.0,736928.63,Cash,C004,36846.43,700082.2,500000.0,236928.63,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $736928.63, totaling $736928.63. The cost amount for this transaction was $500000.00, with a tax amount of $36846.43, leading to a total amount due of $700082.20. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,577494.56,,,,Paid,Bank Transfer,S008,Supplier 8,,,,,,,,,,,Production Line Equipment6,Production Line Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $577494.56. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240124001,Sales Expenses,2024-01-24,20565.7,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $20565.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125030,Sale,2024-01-25,1318422.35,1000000.0,,,Unpaid,,,,P003,Heavy Equipment C,1.0,1318422.35,Account Receviable,C006,65921.12,1252501.23,1000000.0,318422.35,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1318422.35, totaling $1318422.35. The cost amount for this transaction was $1000000.00, with a tax amount of $65921.12, leading to a total amount due of $1252501.23. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
