id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Depreciation20240101001,Depreciation,2024-01-01,45760.13,,,,,,,,,,,,,,,,,,,,"On January 01, 2024, an invoice was issued for a Depreciation, totaling $45760.13.",
Interest20240101001,Interest Receivables,2024-01-01,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 01, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240102003,Sale,2024-01-02,104707.68,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34902.56,Cash,C018,5235.38,99472.3,60000.0,44707.68,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $34902.56, totaling $104707.68. The cost amount for this transaction was $60000.00, with a tax amount of $5235.38, leading to a total amount due of $99472.30. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240102004,Sale,2024-01-02,25578.75,,,Paid,,5000.0,,,P001,Premium Product A,3.0,8526.25,Cash,C019,1278.94,24299.81,15000.0,10578.75,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8526.25, totaling $25578.75. The cost amount for this transaction was $15000.00, with a tax amount of $1278.94, leading to a total amount due of $24299.81. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240102005,Sale,2024-01-02,25862.64,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,8620.88,Account Receviable,C018,1293.13,24569.51,15000.0,10862.64,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8620.88, totaling $25862.64. The cost amount for this transaction was $15000.00, with a tax amount of $1293.13, leading to a total amount due of $24569.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,45000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S001,Supplier 1,P001,Premium Product A,9.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $5000.00, totaling $45000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231006,Purchase,2023-12-31,500000.0,Director,Senior Staff,Paid,Cash,50000.0,S010,Supplier 10,P004,Premium Product D,10.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $50000.00, totaling $500000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240102001,Sales Expenses,2024-01-02,25623.25,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $25623.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,23995.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $23995.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103008,Sale,2024-01-03,116350.08,,,Unpaid,,20000.0,,,P003,Premium Product C,3.0,38783.36,Account Receviable,C016,5817.5,110532.58,60000.0,56350.08,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $38783.36, totaling $116350.08. The cost amount for this transaction was $60000.00, with a tax amount of $5817.50, leading to a total amount due of $110532.58. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240103009,Sale,2024-01-03,92066.84,,,Paid,,50000.0,,,P004,Premium Product D,1.0,92066.84,Cash,C013,4603.34,87463.5,50000.0,42066.84,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $92066.84, totaling $92066.84. The cost amount for this transaction was $50000.00, with a tax amount of $4603.34, leading to a total amount due of $87463.50. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103010,Sale,2024-01-03,38564.61,,,Paid,,20000.0,,,P003,Premium Product C,1.0,38564.61,Cash,C001,1928.23,36636.38,20000.0,18564.61,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38564.61, totaling $38564.61. The cost amount for this transaction was $20000.00, with a tax amount of $1928.23, leading to a total amount due of $36636.38. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240103001,Sales Expenses,2024-01-03,22391.18,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $22391.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240103001,Sales Expenses,2024-01-03,15317.72,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $15317.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,441.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $441.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104013,Sale,2024-01-04,9184.31,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9184.31,Cash,C014,459.22,8725.09,5000.0,4184.31,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9184.31, totaling $9184.31. The cost amount for this transaction was $5000.00, with a tax amount of $459.22, leading to a total amount due of $8725.09. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240104014,Sale,2024-01-04,18310.19,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18310.19,Cash,C011,915.51,17394.68,10000.0,8310.19,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18310.19, totaling $18310.19. The cost amount for this transaction was $10000.00, with a tax amount of $915.51, leading to a total amount due of $17394.68. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,70000.0,Director,Senior Staff,Paid,Bank Transfer,10000.0,S004,Supplier 4,P002,Premium Product B,7.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $10000.00, totaling $70000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240104001,Sales Expenses,2024-01-04,7257.01,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $7257.01. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Sales Expenses,2024-01-04,13238.02,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $13238.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105017,Sale,2024-01-05,176508.38,,,Paid,,50000.0,,,P004,Premium Product D,2.0,88254.19,Cash,C018,8825.42,167682.96,100000.0,76508.38,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $88254.19, totaling $176508.38. The cost amount for this transaction was $100000.00, with a tax amount of $8825.42, leading to a total amount due of $167682.96. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105018,Sale,2024-01-05,26547.21,,,Paid,,5000.0,,,P001,Premium Product A,3.0,8849.07,Cash,C017,1327.36,25219.85,15000.0,11547.21,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8849.07, totaling $26547.21. The cost amount for this transaction was $15000.00, with a tax amount of $1327.36, leading to a total amount due of $25219.85. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240105001,Sales Expenses,2024-01-05,14340.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $14340.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,5171.17,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $5171.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,27870.0,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $27870.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106021,Sale,2024-01-06,0.0,,,Unpaid,,20000.0,,,P003,Premium Product C,0.0,38390.92,Cash,C003,1919.55,36471.37,20000.0,18390.92,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38390.92, totaling $38390.92. The cost amount for this transaction was $20000.00, with a tax amount of $1919.55, leading to a total amount due of $36471.37. The receive_method of this transaction was cash, and this transaction was paid.","[{'Original quantity': 1.0, 'Recorded quantity': 0, 'id': 'Sale20240106021'}, {'Recorded payment/receipt_status': 'Unpaid', 'Original payment/receipt_status': 'Paid', 'id': 'Sale20240106021'}]"
Sale20240106022,Sale,2024-01-06,19087.9,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,9543.95,Account Receviable,C010,954.4,18133.5,10000.0,9087.9,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9543.95, totaling $19087.90. The cost amount for this transaction was $10000.00, with a tax amount of $954.40, leading to a total amount due of $18133.50. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240106023,Sale,2024-01-06,95027.97,,,Paid,,50000.0,,,P004,Premium Product D,1.0,95027.97,Cash,C008,4751.4,90276.57,50000.0,45027.97,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $95027.97, totaling $95027.97. The cost amount for this transaction was $50000.00, with a tax amount of $4751.40, leading to a total amount due of $90276.57. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231008,Purchase,2023-12-31,20000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S005,Supplier 5,P001,Premium Product A,4.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $5000.00, totaling $20000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231009,Purchase,2023-12-31,160000.0,Director,Senior Staff,Unpaid,Account Payable,20000.0,S008,Supplier 8,P003,Premium Product C,8.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 8.0 units at a unit price of $20000.00, totaling $160000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240106001,Administrative Expenses,2024-01-06,14264.83,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $14264.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,8078.26,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $8078.26. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,25602.95,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $25602.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107025,Sale,2024-01-07,18517.52,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9258.76,Cash,C007,925.88,17591.64,10000.0,8517.52,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9258.76, totaling $18517.52. The cost amount for this transaction was $10000.00, with a tax amount of $925.88, leading to a total amount due of $17591.64. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107026,Sale,2024-01-07,72420.34,,,Unpaid,,20000.0,,,P003,Premium Product C,2.0,36210.17,Account Receviable,C001,3621.02,68799.32,40000.0,32420.34,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $36210.17, totaling $72420.34. The cost amount for this transaction was $40000.00, with a tax amount of $3621.02, leading to a total amount due of $68799.32. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107027,Sale,2024-01-07,17299.3,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17299.3,Account Receviable,C005,864.97,16434.33,10000.0,7299.3,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17299.30, totaling $17299.30. The cost amount for this transaction was $10000.00, with a tax amount of $864.97, leading to a total amount due of $16434.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240107001,Administrative Expenses,2024-01-07,18548.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $18548.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,29954.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $29954.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108029,Sale,2024-01-08,73974.68,,,Paid,,20000.0,,,P003,Premium Product C,2.0,36987.34,Cash,C019,3698.73,70275.95,40000.0,33974.68,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $36987.34, totaling $73974.68. The cost amount for this transaction was $40000.00, with a tax amount of $3698.73, leading to a total amount due of $70275.95. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108030,Sale,2024-01-08,89075.9,,,Paid,,50000.0,,,P004,Premium Product D,1.0,89075.9,Cash,C015,4453.8,84622.1,50000.0,39075.9,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $89075.90, totaling $89075.90. The cost amount for this transaction was $50000.00, with a tax amount of $4453.80, leading to a total amount due of $84622.10. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108031,Sale,2024-01-08,298491.0,,,Paid,,50000.0,,,P004,Premium Product D,3.0,99497.0,Cash,C004,14924.55,283566.45,150000.0,148491.0,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $99497.00, totaling $298491.00. The cost amount for this transaction was $150000.00, with a tax amount of $14924.55, leading to a total amount due of $283566.45. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108032,Sale,2024-01-08,170734.2,,,Paid,,50000.0,,,P004,Premium Product D,2.0,85367.1,Cash,C007,8536.71,162197.49,100000.0,70734.2,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $85367.10, totaling $170734.20. The cost amount for this transaction was $100000.00, with a tax amount of $8536.71, leading to a total amount due of $162197.49. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240108001,Sales Expenses,2024-01-08,16299.92,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $16299.92. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,26867.86,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $26867.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Sales Expenses,2024-01-08,4678.93,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $4678.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109035,Sale,2024-01-09,8585.48,,,Unpaid,,5000.0,,,P001,Premium Product A,1.0,8585.48,Account Receviable,C009,429.27,8156.21,5000.0,3585.48,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8585.48, totaling $8585.48. The cost amount for this transaction was $5000.00, with a tax amount of $429.27, leading to a total amount due of $8156.21. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240109036,Sale,2024-01-09,26034.21,,,Paid,,5000.0,,,P001,Premium Product A,3.0,8678.07,Cash,C013,1301.71,24732.5,15000.0,11034.21,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8678.07, totaling $26034.21. The cost amount for this transaction was $15000.00, with a tax amount of $1301.71, leading to a total amount due of $24732.50. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231010,Purchase,2023-12-31,250000.0,Director,Senior Staff,Unpaid,Account Payable,50000.0,S009,Supplier 9,P004,Premium Product D,5.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $50000.00, totaling $250000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Purchase20231231011,Purchase,2023-12-31,30000.0,Director,Senior Staff,Paid,Cash,5000.0,S008,Supplier 8,P001,Premium Product A,6.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $5000.00, totaling $30000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231012,Purchase,2023-12-31,140000.0,Director,Senior Staff,Unpaid,Account Payable,20000.0,S005,Supplier 5,P003,Premium Product C,7.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $20000.00, totaling $140000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240109001,Administrative Expenses,2024-01-09,3849.61,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $3849.61. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,16166.25,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $16166.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,11271.83,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $11271.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110037,Sale,2024-01-10,70177.82,,,Paid,,20000.0,,,P003,Premium Product C,2.0,35088.91,Cash,C001,3508.89,66668.93,40000.0,30177.82,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $35088.91, totaling $70177.82. The cost amount for this transaction was $40000.00, with a tax amount of $3508.89, leading to a total amount due of $66668.93. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231013,Purchase,2023-12-31,350000.0,Director,Senior Staff,Paid,Cash,50000.0,S001,Supplier 1,P004,Premium Product D,7.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $50000.00, totaling $350000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240110001,Sales Expenses,2024-01-10,19966.77,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $19966.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240110001,Sales Expenses,2024-01-10,18556.03,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $18556.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240110001,Administrative Expenses,2024-01-10,15899.95,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $15899.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,435.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $435.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111040,Sale,2024-01-11,39223.4,,,Paid,,10000.0,,,P002,Premium Product B,2.0,19611.7,Cash,C018,1961.17,37262.23,20000.0,19223.4,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $19611.70, totaling $39223.40. The cost amount for this transaction was $20000.00, with a tax amount of $1961.17, leading to a total amount due of $37262.23. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111041,Sale,2024-01-11,104272.98,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34757.66,Cash,C007,5213.65,99059.33,60000.0,44272.98,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $34757.66, totaling $104272.98. The cost amount for this transaction was $60000.00, with a tax amount of $5213.65, leading to a total amount due of $99059.33. The receive_method of this transaction was cash, and this transaction was paid.",
