id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240102001,Sales Expenses,2024-01-02,23914.86,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $23914.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240102001,Administrative Expenses,2024-01-02,24228.25,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $24228.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,24791.97,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $24791.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Financial Expenses,2024-01-02,28010.76,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $28010.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,311.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $311.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103005,Sale,2024-01-03,233587.28,,,Paid,50000.0,,,,P003,Chemical Product C,4.0,58396.82,Cash,C009,11679.36,221907.92,200000.0,33587.28,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $58396.82, totaling $233587.28. The cost amount for this transaction was $200000.00, with a tax amount of $11679.36, leading to a total amount due of $221907.92. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103006,Sale,2024-01-03,33111.75,,,Unpaid,10000.0,,,,P001,Chemical Product A,3.0,11037.25,Account Receviable,C010,1655.59,31456.16,30000.0,3111.75,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $11037.25, totaling $33111.75. The cost amount for this transaction was $30000.00, with a tax amount of $1655.59, leading to a total amount due of $31456.16. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240103001,Administrative Expenses,2024-01-03,24905.3,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $24905.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,49454.57,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $49454.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,38833.65,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $38833.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240103001,Financial Expenses,2024-01-03,12382.95,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Financial Expenses, totaling $12382.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,311.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $311.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104007,Sale,2024-01-04,289119.85,,,Unpaid,50000.0,,,,P003,Chemical Product C,5.0,57823.97,Account Receviable,C004,14455.99,274663.86,250000.0,39119.85,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $57823.97, totaling $289119.85. The cost amount for this transaction was $250000.00, with a tax amount of $14455.99, leading to a total amount due of $274663.86. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231003,Purchase,2023-12-31,220000.0,Director,Senior Staff,Paid,20000.0,Cash,S009,Supplier 9,P002,Chemical Product B,11.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 11.0 units at a unit price of $20000.00, totaling $220000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240104001,Administrative Expenses,2024-01-04,36962.42,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $36962.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,12718.25,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $12718.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Administrative Expenses,2024-01-04,13349.91,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $13349.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240104001,Administrative Expenses,2024-01-04,16823.11,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $16823.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,311.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $311.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105008,Sale,2024-01-05,122727.9,,,Paid,20000.0,,,,P002,Chemical Product B,5.0,24545.58,Cash,C012,6136.4,116591.5,100000.0,22727.9,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $24545.58, totaling $122727.90. The cost amount for this transaction was $100000.00, with a tax amount of $6136.40, leading to a total amount due of $116591.50. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231004,Purchase,2023-12-31,1300000.0,Director,Staff,Unpaid,100000.0,Account Payable,S001,Supplier 1,P004,Chemical Product D,13.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 13.0 units at a unit price of $100000.00, totaling $1300000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240105001,Financial Expenses,2024-01-05,6234.75,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $6234.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Financial Expenses,2024-01-05,32593.49,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $32593.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Financial Expenses,2024-01-05,16183.72,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $16183.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Financial Expenses,2024-01-05,26927.57,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $26927.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,311.5,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $311.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106009,Sale,2024-01-06,243947.96,,,Paid,50000.0,,,,P003,Chemical Product C,4.0,60986.99,Cash,C001,12197.4,231750.56,200000.0,43947.96,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $60986.99, totaling $243947.96. The cost amount for this transaction was $200000.00, with a tax amount of $12197.40, leading to a total amount due of $231750.56. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231005,Purchase,2023-12-31,460000.0,Director,Staff,Paid,20000.0,Bank Transfer,S002,Supplier 2,P002,Chemical Product B,23.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 23.0 units at a unit price of $20000.00, totaling $460000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240106001,Financial Expenses,2024-01-06,34462.79,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $34462.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,13663.37,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $13663.37. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,270.56,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $270.56. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107011,Sale,2024-01-07,101795.8,,,Paid,20000.0,,,,P002,Chemical Product B,4.0,25448.95,Cash,C013,5089.79,96706.01,80000.0,21795.8,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $25448.95, totaling $101795.80. The cost amount for this transaction was $80000.00, with a tax amount of $5089.79, leading to a total amount due of $96706.01. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107012,Sale,2024-01-07,47084.68,,,Paid,20000.0,,,,P002,Chemical Product B,2.0,23542.34,Cash,C009,2354.23,44730.45,40000.0,7084.68,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $23542.34, totaling $47084.68. The cost amount for this transaction was $40000.00, with a tax amount of $2354.23, leading to a total amount due of $44730.45. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240107001,Sales Expenses,2024-01-07,20838.91,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $20838.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,6170.38,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $6170.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,270.56,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $270.56. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108014,Sale,2024-01-08,251306.24,,,Unpaid,50000.0,,,,P003,Chemical Product C,4.0,62826.56,Account Receviable,C002,12565.31,238740.93,200000.0,51306.24,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $62826.56, totaling $251306.24. The cost amount for this transaction was $200000.00, with a tax amount of $12565.31, leading to a total amount due of $238740.93. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240108001,Administrative Expenses,2024-01-08,34973.47,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $34973.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Financial Expenses,2024-01-08,7461.25,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Financial Expenses, totaling $7461.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,37670.58,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $37670.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,270.56,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $270.56. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,305354.43,,,Paid,,Bank Transfer,S010,Supplier 10,,,,,,,,,,,Storage Facilities4,Storage Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $305354.43. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231006,Purchase,2023-12-31,1150000.0,Director,Staff,Paid,50000.0,Bank Transfer,S001,Supplier 1,P003,Chemical Product C,23.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 23.0 units at a unit price of $50000.00, totaling $1150000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240109001,Sales Expenses,2024-01-09,31235.39,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $31235.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Financial Expenses,2024-01-09,17432.69,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Financial Expenses, totaling $17432.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Financial Expenses,2024-01-09,35206.76,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Financial Expenses, totaling $35206.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Financial Expenses,2024-01-09,8676.07,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Financial Expenses, totaling $8676.07. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,141.03,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $141.03. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110016,Sale,2024-01-10,124688.16,,,Unpaid,50000.0,,,,P003,Chemical Product C,2.0,62344.08,Account Receviable,C011,6234.41,118453.75,100000.0,24688.16,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $62344.08, totaling $124688.16. The cost amount for this transaction was $100000.00, with a tax amount of $6234.41, leading to a total amount due of $118453.75. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110017,Sale,2024-01-10,96447.68,,,Paid,20000.0,,,,P002,Chemical Product B,4.0,24111.92,Cash,C006,4822.38,91625.3,80000.0,16447.68,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $24111.92, totaling $96447.68. The cost amount for this transaction was $80000.00, with a tax amount of $4822.38, leading to a total amount due of $91625.30. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,2400000.0,Director,Senior Staff,Paid,100000.0,Bank Transfer,S007,Supplier 7,P004,Chemical Product D,24.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 24.0 units at a unit price of $100000.00, totaling $2400000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Transfer20240110001,Cash to bank transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240110001,Administrative Expenses,2024-01-10,47176.49,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $47176.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Transfer20240110001,Cash to bank transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240110001,Administrative Expenses,2024-01-10,14741.06,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $14741.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,-54.77,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $-54.77. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Transfer20240111001,Cash to bank transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Transfer20240111001,Cash to bank transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Transfer20240111001,Cash to bank transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240111001,Financial Expenses,2024-01-11,22906.77,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Financial Expenses, totaling $22906.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Transfer20240111001,Cash to bank transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240111001,Administrative Expenses,2024-01-11,28856.08,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $28856.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,-19.17,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $-19.17. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112018,Sale,2024-01-12,193782.6,,,Paid,50000.0,,,,P003,Chemical Product C,3.0,64594.2,Cash,C004,9689.13,184093.47,150000.0,43782.6,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $64594.20, totaling $193782.60. The cost amount for this transaction was $150000.00, with a tax amount of $9689.13, leading to a total amount due of $184093.47. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112019,Sale,2024-01-12,91284.56,,,Unpaid,20000.0,,,,P002,Chemical Product B,4.0,22821.14,Account Receviable,C015,4564.23,86720.33,80000.0,11284.56,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $22821.14, totaling $91284.56. The cost amount for this transaction was $80000.00, with a tax amount of $4564.23, leading to a total amount due of $86720.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240112001,Cash to bank transfer,2024-01-12,100000.0,,,,,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Transfer20240112001,Cash to bank transfer,2024-01-12,100000.0,,,,,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Transfer20240112001,Cash to bank transfer,2024-01-12,100000.0,,,,,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240112001,Administrative Expenses,2024-01-12,14683.72,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $14683.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Transfer20240112001,Cash to bank transfer,2024-01-12,100000.0,,,,,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Cash to bank transfer, totaling $100000.00.",
Expense20240112001,Sales Expenses,2024-01-12,16934.59,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $16934.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,16.43,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $16.43. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113021,Sale,2024-01-13,265419.24,,,Paid,50000.0,,,,P003,Chemical Product C,4.0,66354.81,Cash,C013,13270.96,252148.28,200000.0,65419.24,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $66354.81, totaling $265419.24. The cost amount for this transaction was $200000.00, with a tax amount of $13270.96, leading to a total amount due of $252148.28. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240113001,Administrative Expenses,2024-01-13,11500.41,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $11500.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,5981.75,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $5981.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,48920.8,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $48920.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,16.43,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $16.43. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114022,Sale,2024-01-14,24676.98,,,Unpaid,20000.0,,,,P002,Chemical Product B,1.0,24676.98,Account Receviable,C008,1233.85,23443.13,20000.0,4676.98,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $24676.98, totaling $24676.98. The cost amount for this transaction was $20000.00, with a tax amount of $1233.85, leading to a total amount due of $23443.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240114023,Sale,2024-01-14,317862.15,,,Unpaid,50000.0,,,,P003,Chemical Product C,5.0,63572.43,Account Receviable,C017,15893.11,301969.04,250000.0,67862.15,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $63572.43, totaling $317862.15. The cost amount for this transaction was $250000.00, with a tax amount of $15893.11, leading to a total amount due of $301969.04. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240114001,Administrative Expenses,2024-01-14,21273.28,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $21273.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
