id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240102004,Sale,2024-01-02,193142.64,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,64380.88,Cash,C007,9657.13,183485.51,150000.0,43142.64,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $64380.88, totaling $193142.64. The cost amount for this transaction was $150000.00, with a tax amount of $9657.13, leading to a total amount due of $183485.51. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231002,Purchase,2023-12-31,240000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S006,Supplier 6,P002,Chemical Product B,12.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 12.0 units at a unit price of $20000.00, totaling $240000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240102001,Sales Expenses,2024-01-02,49984.06,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $49984.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240102001,Administrative Expenses,2024-01-02,37543.84,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $37543.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,325.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $325.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103006,Sale,2024-01-03,104969.84,,,Paid,,20000.0,,,P002,Chemical Product B,4.0,26242.46,Cash,C018,5248.49,99721.35,80000.0,24969.84,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $26242.46, totaling $104969.84. The cost amount for this transaction was $80000.00, with a tax amount of $5248.49, leading to a total amount due of $99721.35. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103007,Sale,2024-01-03,138398.85,,,Paid,,20000.0,,,P002,Chemical Product B,5.0,27679.77,Cash,C001,6919.94,131478.91,100000.0,38398.85,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $27679.77, totaling $138398.85. The cost amount for this transaction was $100000.00, with a tax amount of $6919.94, leading to a total amount due of $131478.91. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,230120.87,,,Paid,Bank Transfer,,S002,Supplier 2,,,,,,,,,,,Storage Facilities4,Storage Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $230120.87. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231003,Purchase,2023-12-31,90000.0,Director,Supervisor,Unpaid,Account Payable,10000.0,S008,Supplier 8,P001,Chemical Product A,9.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $10000.00, totaling $90000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231004,Purchase,2023-12-31,300000.0,Director,Supervisor,Paid,Cash,10000.0,S002,Supplier 2,P001,Chemical Product A,30.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 30.0 units at a unit price of $10000.00, totaling $300000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240103001,Financial Expenses,2024-01-03,46061.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Financial Expenses, totaling $46061.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,31588.5,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $31588.50. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240103001,Financial Expenses,2024-01-03,9607.24,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Financial Expenses, totaling $9607.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240103001,Financial Expenses,2024-01-03,46716.68,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Financial Expenses, totaling $46716.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,305.26,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $305.26. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104008,Sale,2024-01-04,48796.16,,,Paid,,20000.0,,,P002,Chemical Product B,2.0,24398.08,Cash,C013,2439.81,46356.35,40000.0,8796.16,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $24398.08, totaling $48796.16. The cost amount for this transaction was $40000.00, with a tax amount of $2439.81, leading to a total amount due of $46356.35. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231005,Purchase,2023-12-31,320000.0,Director,Supervisor,Paid,Bank Transfer,20000.0,S006,Supplier 6,P002,Chemical Product B,16.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 16.0 units at a unit price of $20000.00, totaling $320000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240104001,Administrative Expenses,2024-01-04,5201.04,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $5201.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,49382.53,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $49382.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240104001,Administrative Expenses,2024-01-04,19518.95,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $19518.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240104001,Administrative Expenses,2024-01-04,48976.37,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Administrative Expenses, totaling $48976.37. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,276.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $276.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105009,Sale,2024-01-05,262280.76,,,Unpaid,,50000.0,,,P003,Chemical Product C,4.0,65570.19,Account Receviable,C007,13114.04,249166.72,200000.0,62280.76,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $65570.19, totaling $262280.76. The cost amount for this transaction was $200000.00, with a tax amount of $13114.04, leading to a total amount due of $249166.72. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240105010,Sale,2024-01-05,22074.18,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,22074.18,Cash,C016,1103.71,20970.47,20000.0,2074.18,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $22074.18, totaling $22074.18. The cost amount for this transaction was $20000.00, with a tax amount of $1103.71, leading to a total amount due of $20970.47. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,478737.63,,,Paid,Bank Transfer,,S001,Supplier 1,,,,,,,,,,,Chemical Production Line5,Chemical Production Line,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $478737.63. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231006,Purchase,2023-12-31,850000.0,Director,Senior Staff,Paid,Bank Transfer,50000.0,S005,Supplier 5,P003,Chemical Product C,17.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 17.0 units at a unit price of $50000.00, totaling $850000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240105001,Financial Expenses,2024-01-05,34857.09,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $34857.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,18037.61,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $18037.61. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,26194.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $26194.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240105001,Financial Expenses,2024-01-05,6059.93,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Financial Expenses, totaling $6059.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,158.52,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $158.52. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106012,Sale,2024-01-06,68008.23,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,22669.41,Cash,C016,3400.41,64607.82,60000.0,8008.23,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $22669.41, totaling $68008.23. The cost amount for this transaction was $60000.00, with a tax amount of $3400.41, leading to a total amount due of $64607.82. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106013,Sale,2024-01-06,170944.38,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,56981.46,Cash,C005,8547.22,162397.16,150000.0,20944.38,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $56981.46, totaling $170944.38. The cost amount for this transaction was $150000.00, with a tax amount of $8547.22, leading to a total amount due of $162397.16. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,480000.0,Director,Supervisor,Paid,Bank Transfer,20000.0,S008,Supplier 8,P002,Chemical Product B,24.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 24.0 units at a unit price of $20000.00, totaling $480000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240106001,Financial Expenses,2024-01-06,48205.43,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $48205.43. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,18843.43,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $18843.43. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,43386.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $43386.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,115.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $115.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107015,Sale,2024-01-07,206723.58,,,Unpaid,,50000.0,,,P003,Chemical Product C,3.0,68907.86,Account Receviable,C009,10336.18,196387.4,150000.0,56723.58,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $68907.86, totaling $206723.58. The cost amount for this transaction was $150000.00, with a tax amount of $10336.18, leading to a total amount due of $196387.40. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107016,Sale,2024-01-07,51671.14,,,Paid,,20000.0,,,P002,Chemical Product B,2.0,25835.57,Cash,C015,2583.56,49087.58,40000.0,11671.14,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $25835.57, totaling $51671.14. The cost amount for this transaction was $40000.00, with a tax amount of $2583.56, leading to a total amount due of $49087.58. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240107001,Administrative Expenses,2024-01-07,12845.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $12845.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,36699.2,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $36699.20. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240107001,Financial Expenses,2024-01-07,12326.39,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Financial Expenses, totaling $12326.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,21281.22,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $21281.22. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,115.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $115.80. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108018,Sale,2024-01-19,367232.69,,,Paid,,50000.0,,,P003,Chemical Product C,5.0,50800.62,Cash,C018,242890.79,279366.07,250000.0,44069.55,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $58813.91, totaling $294069.55. The cost amount for this transaction was $250000.00, with a tax amount of $14703.48, leading to a total amount due of $279366.07. The receive_method of this transaction was cash, and this transaction was paid.","[{'Original tax': 14703.48, 'Recorded tax': 242890.79, 'id': 'Sale20240108018'}, {'Original price': 58813.91, 'Recorded price': 50800.62, 'id': 'Sale20240108018'}, {'Original amount': 294069.55, 'Recorded amount': 367232.69, 'id': 'Sale20240108018'}, {'Original date': '2024-01-08', 'Recorded date': '2024-01-19', 'id': 'Sale20240108018'}]"
Sale20240108019,Sale,2024-01-08,26025.66,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,26025.66,Cash,C005,1301.28,24724.38,20000.0,6025.66,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $26025.66, totaling $26025.66. The cost amount for this transaction was $20000.00, with a tax amount of $1301.28, leading to a total amount due of $24724.38. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,351585.3,,,Paid,Bank Transfer,,S010,Supplier 10,,,,,,,,,,,Processing Equipment6,Processing Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $351585.30. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231008,Purchase,2023-12-31,2300000.0,Director,Senior Staff,Unpaid,Account Payable,100000.0,S004,Supplier 4,P004,Chemical Product D,23.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 23.0 units at a unit price of $100000.00, totaling $2300000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240108001,Administrative Expenses,2024-01-08,7219.92,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $7219.92. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,7500.24,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $7500.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,26723.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $26723.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,84.51,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $84.51. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109020,Sale,2024-01-09,26797.98,,,Unpaid,,10000.0,,,P001,Chemical Product A,2.0,13398.99,Account Receviable,C006,1339.9,25458.08,20000.0,6797.98,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $13398.99, totaling $26797.98. The cost amount for this transaction was $20000.00, with a tax amount of $1339.90, leading to a total amount due of $25458.08. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240109021,Sale,2024-01-09,60004.1,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,12000.82,Cash,C009,3000.2,57003.9,50000.0,10004.1,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $12000.82, totaling $60004.10. The cost amount for this transaction was $50000.00, with a tax amount of $3000.20, leading to a total amount due of $57003.90. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240109001,Financial Expenses,2024-01-09,38918.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Financial Expenses, totaling $38918.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,11369.36,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $11369.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,45924.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $45924.34. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,21662.99,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $21662.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,84.51,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $84.51. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110023,Sale,2024-01-10,169987.71,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,56662.57,Cash,C015,8499.39,161488.32,150000.0,19987.71,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $56662.57, totaling $169987.71. The cost amount for this transaction was $150000.00, with a tax amount of $8499.39, leading to a total amount due of $161488.32. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240110001,Administrative Expenses,2024-01-10,10652.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $10652.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240110001,Administrative Expenses,2024-01-10,29529.55,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $29529.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,84.51,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $84.51. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111024,Sale,2024-01-11,224082.4,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,56020.6,Cash,C007,11204.12,212878.28,200000.0,24082.4,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $56020.60, totaling $224082.40. The cost amount for this transaction was $200000.00, with a tax amount of $11204.12, leading to a total amount due of $212878.28. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231009,Purchase,2023-12-31,1400000.0,Director,Supervisor,Paid,Cash,50000.0,S003,Supplier 3,P003,Chemical Product C,28.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 28.0 units at a unit price of $50000.00, totaling $1400000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240111001,Administrative Expenses,2024-01-11,7478.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $7478.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240111001,Administrative Expenses,2024-01-11,20732.37,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $20732.37. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240111001,Administrative Expenses,2024-01-11,35171.1,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $35171.10. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240111001,Administrative Expenses,2024-01-11,31557.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $31557.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,84.51,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $84.51. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
