id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240107016,Sale,2024-01-07,2024-01-07,51671.14,51671.14,,,Paid,,20000.0,,,P002,Chemical Product B,2.0,25835.57,Cash,C015,2583.56,49087.58,40000.0,11671.14,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,12845.4,12845.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Sales Expenses,2024-01-07,2024-01-07,36699.2,36699.2,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Financial Expenses,2024-01-07,2024-01-07,12326.39,12326.39,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,21281.22,21281.22,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,115.8015935,115.8015935,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240108018,Sale,2024-01-08,2024-01-08,294069.55,294069.55,,,Paid,,50000.0,,,P003,Chemical Product C,5.0,58813.91,Cash,C018,14703.48,279366.07,250000.0,44069.54999999999,,
Sale20240108019,Sale,2024-01-08,2024-01-08,26025.66,26025.66,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,26025.66,Cash,C005,1301.28,24724.38,20000.0,6025.66,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,351585.3,351585.3,,,Paid,Bank Transfer,,S010,Supplier 10,,,,,,,,,,,Processing Equipment6,Processing Equipment
Purchase20231231008,Purchase,2023-12-31,2023-12-31,2300000.0,2300000.0,Director,Senior Staff,Unpaid,Account Payable,100000.0,S004,Supplier 4,P004,Chemical Product D,23.0,100000.0,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,7219.92,7219.92,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,7500.24,7500.24,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,26723.79,26723.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240109020,Sale,2024-01-09,2024-01-09,26797.98,26797.98,,,Unpaid,,10000.0,,,P001,Chemical Product A,2.0,13398.99,Account Receviable,C006,1339.9,25458.08,20000.0,6797.98,,
Sale20240109021,Sale,2024-01-09,2024-01-09,60004.1,60004.1,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,12000.82,Cash,C009,3000.2,57003.9,50000.0,10004.099999999999,,
Expense20240109001,Financial Expenses,2024-01-09,2024-01-09,38918.75,38918.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,11369.36,11369.36,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Sales Expenses,2024-01-09,2024-01-09,45924.34,45924.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,21662.99,21662.99,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110023,Sale,2024-01-10,2024-01-10,169987.71,169987.71,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,56662.57,Cash,C015,8499.39,161488.32,150000.0,19987.709999999992,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,10652.0,10652.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,29529.55,29529.55,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111024,Sale,2024-01-11,2024-01-11,224082.4,224082.4,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,56020.6,Cash,C007,11204.12,212878.28,200000.0,24082.399999999994,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,1400000.0,1400000.0,Director,Supervisor,Paid,Cash,50000.0,S003,Supplier 3,P003,Chemical Product C,28.0,50000.0,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,7478.12,7478.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,20732.37,20732.37,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,35171.1,35171.1,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,31557.52,31557.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112025,Sale,2024-01-12,2024-01-12,23109.22,23109.22,,,Unpaid,,20000.0,,,P002,Chemical Product B,1.0,23109.22,Account Receviable,C007,1155.46,21953.76,20000.0,3109.220000000001,,
Expense20240112001,Sales Expenses,2024-01-12,2024-01-12,12155.09,12155.09,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,28457.47,28457.47,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113027,Sale,2024-01-13,2024-01-13,38632.17,38632.17,,,Paid,,10000.0,,,P001,Chemical Product A,3.0,12877.39,Cash,C008,1931.61,36700.56,30000.0,8632.169999999998,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,31798.92,31798.92,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Financial Expenses,2024-01-13,2024-01-13,18143.48,18143.48,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114028,Sale,2024-01-14,2024-01-14,126665.25,126665.25,,,Paid,,20000.0,,,P002,Chemical Product B,5.0,25333.05,Cash,C016,6333.26,120331.99,100000.0,26665.25,,
Sale20240114029,Sale,2024-01-14,2024-01-14,109485.16,109485.16,,,Paid,,20000.0,,,P002,Chemical Product B,4.0,27371.29,Cash,C002,5474.26,104010.9,80000.0,29485.160000000003,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,13827.28,13827.28,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,33544.4,33544.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,5463.9,5463.9,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Sales Expenses,2024-01-14,2024-01-14,20612.61,20612.61,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115031,Sale,2024-01-15,2024-01-15,44884.56,44884.56,,,Paid,,10000.0,,,P001,Chemical Product A,4.0,11221.14,Cash,C007,2244.23,42640.33,40000.0,4884.559999999998,,
Sale20240115032,Sale,2024-01-15,2024-01-15,670520.35,670520.35,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,134104.07,Cash,C003,33526.02,636994.33,500000.0,170520.34999999998,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,21624.07,21624.07,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Financial Expenses,2024-01-15,2024-01-15,22338.48,22338.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Financial Expenses,2024-01-15,2024-01-15,18248.47,18248.47,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,25625.5,25625.5,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116034,Sale,2024-01-16,2024-01-16,81238.02,81238.02,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,27079.34,Cash,C020,4061.9,77176.12,60000.0,21238.020000000004,,
Expense20240116001,Financial Expenses,2024-01-16,2024-01-16,28377.58,28377.58,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,9886.07,9886.07,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Financial Expenses,2024-01-16,2024-01-16,18045.06,18045.06,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,84.51050179999999,84.51050179999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117035,Sale,2024-01-17,2024-01-17,111969.96,111969.96,,,Unpaid,,20000.0,,,P002,Chemical Product B,4.0,27992.49,Account Receviable,C010,5598.5,106371.46,80000.0,31969.960000000006,,
Sale20240117036,Sale,2024-01-17,2024-01-17,537491.12,537491.12,,,Paid,,100000.0,,,P004,Chemical Product D,4.0,134372.78,Cash,C010,26874.56,510616.56,400000.0,137491.12,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,1700000.0,1700000.0,Director,Supervisor,Paid,Bank Transfer,100000.0,S006,Supplier 6,P004,Chemical Product D,17.0,100000.0,,,,,,,,
Transfer20240117001,Cash to bank transfer,2024-01-17,2024-01-17,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240117001,Cash to bank transfer,2024-01-17,2024-01-17,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,41520.51,41520.51,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240117001,Cash to bank transfer,2024-01-17,2024-01-17,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,48126.83,48126.83,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240117001,Cash to bank transfer,2024-01-17,2024-01-17,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240117001,Administrative Expenses,2024-01-17,2024-01-17,38986.63,38986.63,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,-31.189498200000003,-31.189498200000003,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118038,Sale,2024-01-18,2024-01-18,56327.85,56327.85,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,11265.57,Cash,C001,2816.39,53511.46,50000.0,6327.8499999999985,,
Sale20240118039,Sale,2024-01-18,2024-01-18,329591.1,329591.1,,,Unpaid,,50000.0,,,P003,Chemical Product C,5.0,65918.22,Account Receviable,C010,16479.56,313111.54,250000.0,79591.09999999998,,
Transfer20240118001,Cash to bank transfer,2024-01-18,2024-01-18,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240118001,Cash to bank transfer,2024-01-18,2024-01-18,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240118001,Cash to bank transfer,2024-01-18,2024-01-18,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240118001,Cash to bank transfer,2024-01-18,2024-01-18,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,18014.28,18014.28,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240118001,Cash to bank transfer,2024-01-18,2024-01-18,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240118001,Financial Expenses,2024-01-18,2024-01-18,49386.11,49386.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119041,Sale,2024-01-19,2024-01-19,44592.68,44592.68,,,Unpaid,,10000.0,,,P001,Chemical Product A,4.0,11148.17,Account Receviable,C020,2229.63,42363.05,40000.0,4592.68,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,23308.48,23308.48,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,31399.73,31399.73,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,26545.44,26545.44,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120042,Sale,2024-01-20,2024-01-20,24893.91,24893.91,,,Unpaid,,20000.0,,,P002,Chemical Product B,1.0,24893.91,Account Receviable,C016,1244.7,23649.21,20000.0,4893.91,,
Sale20240120043,Sale,2024-01-20,2024-01-20,59691.99,59691.99,,,Paid,,50000.0,,,P003,Chemical Product C,1.0,59691.99,Cash,C011,2984.6,56707.39,50000.0,9691.989999999998,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,33002.54,33002.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,23488.56,23488.56,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121044,Sale,2024-01-21,2024-01-21,11720.95,11720.95,,,Paid,,10000.0,,,P001,Chemical Product A,1.0,11720.95,Cash,C009,586.05,11134.9,10000.0,1720.9500000000007,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,7016.53,7016.53,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,20774.69,20774.69,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122045,Sale,2024-01-22,2024-01-22,589723.85,589723.85,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,117944.77,Account Receviable,C018,29486.19,560237.66,500000.0,89723.84999999998,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,21268.08,21268.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,49548.64,49548.64,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,7954.4,7954.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,36178.66,36178.66,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123047,Sale,2024-01-23,2024-01-23,99829.6,99829.6,,,Unpaid,,20000.0,,,P002,Chemical Product B,4.0,24957.4,Account Receviable,C013,4991.48,94838.12,80000.0,19829.600000000006,,
Sale20240123048,Sale,2024-01-23,2024-01-23,300602.55,300602.55,,,Unpaid,,50000.0,,,P003,Chemical Product C,5.0,60120.51,Account Receviable,C009,15030.13,285572.42,250000.0,50602.54999999999,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Supervisor,Paid,Cash,20000.0,S008,Supplier 8,P002,Chemical Product B,15.0,20000.0,,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,25157.69,25157.69,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,39671.67,39671.67,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,7277.31,7277.31,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,11503.83,11503.83,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124050,Sale,2024-01-24,2024-01-24,599806.8,599806.8,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,119961.36,Account Receviable,C006,29990.34,569816.46,500000.0,99806.80000000005,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,32190.14,32190.14,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,22413.17,22413.17,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Financial Expenses,2024-01-24,2024-01-24,12669.75,12669.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Financial Expenses,2024-01-24,2024-01-24,36205.65,36205.65,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,13.310501799999995,13.310501799999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125052,Sale,2024-01-25,2024-01-25,47724.26,47724.26,,,Paid,,20000.0,,,P002,Chemical Product B,2.0,23862.13,Cash,C018,2386.21,45338.05,40000.0,7724.260000000002,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,12144.92,12144.92,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,15875.11,15875.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,13090.12,13090.12,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Financial Expenses,2024-01-25,2024-01-25,34916.18,34916.18,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
