id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240102004,Sale,2024-01-02,73066.38,,,Paid,20000.0,,,,P003,Premium Product C,2.0,36533.19,Cash,C015,3653.32,69413.06,40000.0,33066.38,,,"On January 02, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $36533.19, totaling $73066.38. The cost amount for this transaction was $40000.00, with a tax amount of $3653.32, leading to a total amount due of $69413.06. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231002,Purchase,2023-12-31,20000.0,Director,Senior Staff,Paid,5000.0,Bank Transfer,S003,Supplier 3,P001,Premium Product A,4.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $5000.00, totaling $20000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231003,Purchase,2023-12-31,40000.0,Director,Senior Staff,Unpaid,5000.0,Account Payable,S005,Supplier 5,P001,Premium Product A,8.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 8.0 units at a unit price of $5000.00, totaling $40000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231004,Purchase,2023-12-31,50000.0,Director,Supervisor,Unpaid,10000.0,Account Payable,S008,Supplier 8,P002,Premium Product B,5.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $10000.00, totaling $50000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240102001,Sales Expenses,2024-01-02,6967.05,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $6967.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240102001,Sales Expenses,2024-01-02,19931.48,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $19931.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,443.22,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $443.22. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103007,Sale,2024-01-03,9919.2,,,Paid,5000.0,,,,P001,Premium Product A,1.0,9919.2,Cash,C016,495.96,9423.24,5000.0,4919.2,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9919.20, totaling $9919.20. The cost amount for this transaction was $5000.00, with a tax amount of $495.96, leading to a total amount due of $9423.24. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103008,Sale,2024-01-03,38759.02,,,Paid,20000.0,,,,P003,Premium Product C,1.0,38759.02,Cash,C005,1937.95,36821.07,20000.0,18759.02,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38759.02, totaling $38759.02. The cost amount for this transaction was $20000.00, with a tax amount of $1937.95, leading to a total amount due of $36821.07. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103009,Sale,2024-01-03,39750.46,,,Paid,10000.0,,,,P002,Premium Product B,2.0,19875.23,Cash,C020,1987.52,37762.94,20000.0,19750.46,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $19875.23, totaling $39750.46. The cost amount for this transaction was $20000.00, with a tax amount of $1987.52, leading to a total amount due of $37762.94. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240103010,Sale,2024-01-03,38997.09,,,Unpaid,20000.0,,,,P003,Premium Product C,1.0,38997.09,Account Receviable,C004,1949.85,37047.24,20000.0,18997.09,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38997.09, totaling $38997.09. The cost amount for this transaction was $20000.00, with a tax amount of $1949.85, leading to a total amount due of $37047.24. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,300000.0,Director,Supervisor,Paid,50000.0,Bank Transfer,S007,Supplier 7,P004,Premium Product D,6.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $50000.00, totaling $300000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231006,Purchase,2023-12-31,200000.0,Director,Supervisor,Paid,20000.0,Bank Transfer,S007,Supplier 7,P003,Premium Product C,10.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $20000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240103001,Administrative Expenses,2024-01-03,12182.09,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $12182.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Sales Expenses,2024-01-03,27067.41,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Sales Expenses, totaling $27067.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,13352.69,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $13352.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,398.72,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $398.72. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104012,Sale,2024-01-04,70456.48,,,Unpaid,20000.0,,,,P003,Premium Product C,2.0,35228.24,Account Receviable,C013,3522.82,66933.66,40000.0,30456.48,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $35228.24, totaling $70456.48. The cost amount for this transaction was $40000.00, with a tax amount of $3522.82, leading to a total amount due of $66933.66. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104013,Sale,2024-01-04,36857.17,,,Paid,20000.0,,,,P003,Premium Product C,1.0,36857.17,Cash,C018,1842.86,35014.31,20000.0,16857.17,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $36857.17, totaling $36857.17. The cost amount for this transaction was $20000.00, with a tax amount of $1842.86, leading to a total amount due of $35014.31. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,73907.19,,,Paid,,Bank Transfer,S009,Supplier 9,,,,,,,,,,,Production Line4,Production Line,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $73907.19. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240104001,Sales Expenses,2024-01-04,27660.67,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $27660.67. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,8347.11,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $8347.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,392.14,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $392.14. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105015,Sale,2024-01-05,70926.02,,,Paid,20000.0,,,,P003,Premium Product C,2.0,35463.01,Cash,C018,3546.3,67379.72,40000.0,30926.02,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $35463.01, totaling $70926.02. The cost amount for this transaction was $40000.00, with a tax amount of $3546.30, leading to a total amount due of $67379.72. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105016,Sale,2024-01-05,174883.52,,,Paid,50000.0,,,,P004,Premium Product D,2.0,87441.76,Cash,C012,8744.18,166139.34,100000.0,74883.52,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $87441.76, totaling $174883.52. The cost amount for this transaction was $100000.00, with a tax amount of $8744.18, leading to a total amount due of $166139.34. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105017,Sale,2024-01-05,36791.33,,,Paid,20000.0,,,,P003,Premium Product C,1.0,36791.33,Cash,C002,1839.57,34951.76,20000.0,16791.33,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $36791.33, totaling $36791.33. The cost amount for this transaction was $20000.00, with a tax amount of $1839.57, leading to a total amount due of $34951.76. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,100000.0,Director,Staff,Unpaid,20000.0,Account Payable,S003,Supplier 3,P003,Premium Product C,5.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $20000.00, totaling $100000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231008,Purchase,2023-12-31,90000.0,Director,Senior Staff,Paid,10000.0,Bank Transfer,S003,Supplier 3,P002,Premium Product B,9.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $10000.00, totaling $90000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240105001,Administrative Expenses,2024-01-05,15077.11,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $15077.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,25773.47,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $25773.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,384.13,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $384.13. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106019,Sale,2024-01-06,55318.92,,,Unpaid,10000.0,,,,P002,Premium Product B,3.0,18439.64,Account Receviable,C009,2765.95,52552.97,30000.0,25318.92,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $18439.64, totaling $55318.92. The cost amount for this transaction was $30000.00, with a tax amount of $2765.95, leading to a total amount due of $52552.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240106020,Sale,2024-01-06,51853.62,,,Unpaid,10000.0,,,,P002,Premium Product B,3.0,17284.54,Account Receviable,C016,2592.68,49260.94,30000.0,21853.62,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17284.54, totaling $51853.62. The cost amount for this transaction was $30000.00, with a tax amount of $2592.68, leading to a total amount due of $49260.94. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,450000.0,Director,Senior Staff,Paid,50000.0,Bank Transfer,S004,Supplier 4,P004,Premium Product D,9.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $50000.00, totaling $450000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240106001,Financial Expenses,2024-01-06,4893.55,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $4893.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,27846.39,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $27846.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,15846.16,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $15846.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,344.08,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $344.08. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107021,Sale,2024-01-07,54295.02,,,Unpaid,10000.0,,,,P002,Premium Product B,3.0,18098.34,Account Receviable,C017,2714.75,51580.27,30000.0,24295.02,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $18098.34, totaling $54295.02. The cost amount for this transaction was $30000.00, with a tax amount of $2714.75, leading to a total amount due of $51580.27. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240107022,Sale,2024-01-07,19670.52,,,Paid,10000.0,,,,P002,Premium Product B,1.0,19670.52,Cash,C007,983.53,18686.99,10000.0,9670.52,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $19670.52, totaling $19670.52. The cost amount for this transaction was $10000.00, with a tax amount of $983.53, leading to a total amount due of $18686.99. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107023,Sale,2024-01-07,38307.23,,,Unpaid,20000.0,,,,P003,Premium Product C,1.0,38307.23,Account Receviable,C018,1915.36,36391.87,20000.0,18307.23,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38307.23, totaling $38307.23. The cost amount for this transaction was $20000.00, with a tax amount of $1915.36, leading to a total amount due of $36391.87. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,171448.09,,,Paid,,Bank Transfer,S005,Supplier 5,,,,,,,,,,,Storage Facilities5,Storage Facilities,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $171448.09. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231010,Purchase,2023-12-31,60000.0,Director,Senior Staff,Paid,10000.0,Bank Transfer,S002,Supplier 2,P002,Premium Product B,6.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $10000.00, totaling $60000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240107001,Sales Expenses,2024-01-07,22342.15,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $22342.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240107001,Administrative Expenses,2024-01-07,15370.78,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $15370.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,323.48,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $323.48. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108025,Sale,2024-01-08,271381.95,,,Paid,50000.0,,,,P004,Premium Product D,3.0,90460.65,Cash,C002,13569.1,257812.85,150000.0,121381.95,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $90460.65, totaling $271381.95. The cost amount for this transaction was $150000.00, with a tax amount of $13569.10, leading to a total amount due of $257812.85. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108026,Sale,2024-01-08,37753.7,,,Paid,10000.0,,,,P002,Premium Product B,2.0,18876.85,Cash,C006,1887.68,35866.02,20000.0,17753.7,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $18876.85, totaling $37753.70. The cost amount for this transaction was $20000.00, with a tax amount of $1887.68, leading to a total amount due of $35866.02. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108027,Sale,2024-01-08,37737.35,,,Paid,20000.0,,,,P003,Premium Product C,1.0,37737.35,Cash,C003,1886.87,35850.48,20000.0,17737.35,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $37737.35, totaling $37737.35. The cost amount for this transaction was $20000.00, with a tax amount of $1886.87, leading to a total amount due of $35850.48. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108028,Sale,2024-01-08,19854.7,,,Paid,5000.0,,,,P001,Premium Product A,2.0,9927.35,Cash,C018,992.74,18861.96,10000.0,9854.7,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9927.35, totaling $19854.70. The cost amount for this transaction was $10000.00, with a tax amount of $992.74, leading to a total amount due of $18861.96. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240108001,Sales Expenses,2024-01-08,12870.69,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $12870.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240108001,Sales Expenses,2024-01-08,13839.02,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Sales Expenses, totaling $13839.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,323.48,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $323.48. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109031,Sale,2024-01-09,9336.67,,,Unpaid,5000.0,,,,P001,Premium Product A,1.0,9336.67,Account Receviable,C010,466.83,8869.84,5000.0,4336.67,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9336.67, totaling $9336.67. The cost amount for this transaction was $5000.00, with a tax amount of $466.83, leading to a total amount due of $8869.84. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240109001,Sales Expenses,2024-01-09,16802.9,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $16802.90. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240109001,Sales Expenses,2024-01-09,28537.01,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Sales Expenses, totaling $28537.01. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,323.48,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $323.48. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110034,Sale,2024-01-10,59913.93,,,Unpaid,10000.0,,,,P002,Premium Product B,3.0,19971.31,Account Receviable,C015,2995.7,56918.23,30000.0,29913.93,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19971.31, totaling $59913.93. The cost amount for this transaction was $30000.00, with a tax amount of $2995.70, leading to a total amount due of $56918.23. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110035,Sale,2024-01-10,17448.33,,,Paid,10000.0,,,,P002,Premium Product B,1.0,17448.33,Cash,C019,872.42,16575.91,10000.0,7448.33,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17448.33, totaling $17448.33. The cost amount for this transaction was $10000.00, with a tax amount of $872.42, leading to a total amount due of $16575.91. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240110036,Sale,2024-01-10,105182.97,,,Unpaid,20000.0,,,,P003,Premium Product C,3.0,35060.99,Account Receviable,C014,5259.15,99923.82,60000.0,45182.97,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $35060.99, totaling $105182.97. The cost amount for this transaction was $60000.00, with a tax amount of $5259.15, leading to a total amount due of $99923.82. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231011,Purchase,2023-12-31,200000.0,Director,Supervisor,Unpaid,20000.0,Account Payable,S007,Supplier 7,P003,Premium Product C,10.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $20000.00, totaling $200000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240110001,Financial Expenses,2024-01-10,16633.68,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Financial Expenses, totaling $16633.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240110001,Administrative Expenses,2024-01-10,29784.65,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $29784.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,323.48,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $323.48. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111037,Sale,2024-01-11,88373.95,,,Unpaid,50000.0,,,,P004,Premium Product D,1.0,88373.95,Account Receviable,C006,4418.7,83955.25,50000.0,38373.95,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $88373.95, totaling $88373.95. The cost amount for this transaction was $50000.00, with a tax amount of $4418.70, leading to a total amount due of $83955.25. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240111001,Administrative Expenses,2024-01-11,10257.81,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $10257.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240111001,Financial Expenses,2024-01-11,14599.63,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Financial Expenses, totaling $14599.63. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,323.48,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $323.48. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112038,Sale,2024-01-12,178436.76,,,Unpaid,50000.0,,,,P004,Premium Product D,2.0,89218.38,Account Receviable,C009,8921.84,169514.92,100000.0,78436.76,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $89218.38, totaling $178436.76. The cost amount for this transaction was $100000.00, with a tax amount of $8921.84, leading to a total amount due of $169514.92. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
