id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Purchase20231231002,Purchase,2023-12-31,1900000.0,Director,Staff,Paid,Cash,100000.0,S003,Supplier 3,P004,Chemical Product D,19.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 19.0 units at a unit price of $100000.00, totaling $1900000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231003,Purchase,2023-12-31,600000.0,Director,Staff,Paid,Bank Transfer,50000.0,S002,Supplier 2,P003,Chemical Product C,12.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 12.0 units at a unit price of $50000.00, totaling $600000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240102001,Sales Expenses,2024-01-02,16003.13,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Sales Expenses, totaling $16003.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Financial Expenses,2024-01-02,42098.22,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $42098.22. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Financial Expenses,2024-01-02,39624.25,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Financial Expenses, totaling $39624.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,361.34,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $361.34. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103003,Sale,2024-01-03,166756.74,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,55585.58,Cash,C003,8337.84,158418.9,150000.0,16756.74,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $55585.58, totaling $166756.74. The cost amount for this transaction was $150000.00, with a tax amount of $8337.84, leading to a total amount due of $158418.90. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231004,Purchase,2023-12-31,260000.0,Director,Supervisor,Paid,Cash,10000.0,S007,Supplier 7,P001,Chemical Product A,26.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 26.0 units at a unit price of $10000.00, totaling $260000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240103001,Administrative Expenses,2024-01-03,36027.21,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $36027.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,5452.56,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $5452.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,31048.58,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $31048.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240103001,Administrative Expenses,2024-01-03,32634.51,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $32634.51. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,361.34,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $361.34. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104004,Sale,2024-01-04,349296.6,,,Unpaid,,50000.0,,,P003,Chemical Product C,5.0,69859.32,Account Receviable,C005,17464.83,331831.77,250000.0,99296.6,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $69859.32, totaling $349296.60. The cost amount for this transaction was $250000.00, with a tax amount of $17464.83, leading to a total amount due of $331831.77. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240104001,Financial Expenses,2024-01-04,10482.08,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $10482.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240104001,Financial Expenses,2024-01-04,22137.13,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Financial Expenses, totaling $22137.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,361.34,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $361.34. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105005,Sale,2024-01-05,44250.22,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,22125.11,Account Receviable,C005,2212.51,42037.71,40000.0,4250.22,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $22125.11, totaling $44250.22. The cost amount for this transaction was $40000.00, with a tax amount of $2212.51, leading to a total amount due of $42037.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231005,Purchase,2023-12-31,460000.0,Director,Staff,Unpaid,Account Payable,20000.0,S005,Supplier 5,P002,Chemical Product B,23.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 23.0 units at a unit price of $20000.00, totaling $460000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231006,Purchase,2023-12-31,450000.0,Director,Staff,Paid,Cash,50000.0,S007,Supplier 7,P003,Chemical Product C,9.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $50000.00, totaling $450000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240105001,Administrative Expenses,2024-01-05,49084.38,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $49084.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,16864.59,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $16864.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,21708.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $21708.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Administrative Expenses,2024-01-05,5664.97,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Administrative Expenses, totaling $5664.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,361.34,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $361.34. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106006,Sale,2024-01-06,232967.6,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,58241.9,Cash,C001,11648.38,221319.22,200000.0,32967.6,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $58241.90, totaling $232967.60. The cost amount for this transaction was $200000.00, with a tax amount of $11648.38, leading to a total amount due of $221319.22. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106007,Sale,2024-01-06,559227.55,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,111845.51,Cash,C010,27961.38,531266.17,500000.0,59227.55,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $111845.51, totaling $559227.55. The cost amount for this transaction was $500000.00, with a tax amount of $27961.38, leading to a total amount due of $531266.17. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240106001,Financial Expenses,2024-01-06,15736.21,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $15736.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240106001,Administrative Expenses,2024-01-06,42500.32,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $42500.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240106001,Financial Expenses,2024-01-06,14612.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Financial Expenses, totaling $14612.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240106001,Sales Expenses,2024-01-06,40514.59,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Sales Expenses, totaling $40514.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,361.34,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $361.34. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107009,Sale,2024-01-07,227163.12,,,Unpaid,,50000.0,,,P003,Chemical Product C,4.0,56790.78,Account Receviable,C007,11358.16,215804.96,200000.0,27163.12,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $56790.78, totaling $227163.12. The cost amount for this transaction was $200000.00, with a tax amount of $11358.16, leading to a total amount due of $215804.96. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231007,Purchase,2023-12-31,850000.0,Director,Supervisor,Paid,Bank Transfer,50000.0,S004,Supplier 4,P003,Chemical Product C,17.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 17.0 units at a unit price of $50000.00, totaling $850000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240107001,Administrative Expenses,2024-01-07,47483.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Administrative Expenses, totaling $47483.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240107001,Financial Expenses,2024-01-07,33243.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Financial Expenses, totaling $33243.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,285.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $285.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108010,Sale,2024-01-08,291213.0,,,Paid,,50000.0,,,P003,Chemical Product C,5.0,58242.6,Cash,C004,14560.65,276652.35,250000.0,41213.0,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $58242.60, totaling $291213.00. The cost amount for this transaction was $250000.00, with a tax amount of $14560.65, leading to a total amount due of $276652.35. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108011,Sale,2024-01-08,134712.58,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,67356.29,Account Receviable,C001,6735.63,127976.95,100000.0,34712.58,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $67356.29, totaling $134712.58. The cost amount for this transaction was $100000.00, with a tax amount of $6735.63, leading to a total amount due of $127976.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240108001,Administrative Expenses,2024-01-08,18636.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $18636.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240108001,Financial Expenses,2024-01-08,36168.97,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Financial Expenses, totaling $36168.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240108001,Administrative Expenses,2024-01-08,40110.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $40110.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,285.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $285.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109012,Sale,2024-01-09,561752.55,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,112350.51,Account Receviable,C004,28087.63,533664.92,500000.0,61752.55,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $112350.51, totaling $561752.55. The cost amount for this transaction was $500000.00, with a tax amount of $28087.63, leading to a total amount due of $533664.92. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,800000.0,Director,Supervisor,Unpaid,Account Payable,50000.0,S002,Supplier 2,P003,Chemical Product C,16.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 16.0 units at a unit price of $50000.00, totaling $800000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231009,Purchase,2023-12-31,800000.0,Director,Supervisor,Paid,Cash,100000.0,S002,Supplier 2,P004,Chemical Product D,8.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 8.0 units at a unit price of $100000.00, totaling $800000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Transfer20240109001,Bank to cash transfer,2024-01-09,100000.0,,,,,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240109001,Administrative Expenses,2024-01-09,6068.16,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $6068.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240109001,Financial Expenses,2024-01-09,15621.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Financial Expenses, totaling $15621.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240109001,Administrative Expenses,2024-01-09,48680.7,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $48680.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,276.79,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $276.79. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110013,Sale,2024-01-10,11994.85,,,Paid,,10000.0,,,P001,Chemical Product A,1.0,11994.85,Cash,C015,599.74,11395.11,10000.0,1994.85,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $11994.85, totaling $11994.85. The cost amount for this transaction was $10000.00, with a tax amount of $599.74, leading to a total amount due of $11395.11. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240110014,Sale,2024-01-10,225706.12,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,112853.06,Cash,C008,11285.31,214420.81,200000.0,25706.12,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $112853.06, totaling $225706.12. The cost amount for this transaction was $200000.00, with a tax amount of $11285.31, leading to a total amount due of $214420.81. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231010,Purchase,2023-12-31,1500000.0,Director,Staff,Paid,Cash,100000.0,S004,Supplier 4,P004,Chemical Product D,15.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 15.0 units at a unit price of $100000.00, totaling $1500000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Transfer20240110001,Bank to cash transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Transfer20240110001,Bank to cash transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Transfer20240110001,Bank to cash transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240110001,Sales Expenses,2024-01-10,34190.89,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Sales Expenses, totaling $34190.89. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Transfer20240110001,Bank to cash transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240110001,Administrative Expenses,2024-01-10,10289.84,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $10289.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Transfer20240110001,Bank to cash transfer,2024-01-10,100000.0,,,,,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240110001,Administrative Expenses,2024-01-10,14554.64,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $14554.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,227.04,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $227.04. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111016,Sale,2024-01-11,23943.44,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,11971.72,Cash,C016,1197.17,22746.27,20000.0,3943.44,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $11971.72, totaling $23943.44. The cost amount for this transaction was $20000.00, with a tax amount of $1197.17, leading to a total amount due of $22746.27. The receive_method of this transaction was cash, and this transaction was paid.",
Transfer20240111001,Bank to cash transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Transfer20240111001,Bank to cash transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240111001,Administrative Expenses,2024-01-11,48123.47,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $48123.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Transfer20240111001,Bank to cash transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240111001,Sales Expenses,2024-01-11,25734.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $25734.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Transfer20240111001,Bank to cash transfer,2024-01-11,100000.0,,,,,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240111001,Sales Expenses,2024-01-11,10545.45,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $10545.45. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,183.92,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $183.92. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112019,Sale,2024-01-12,23510.58,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,23510.58,Cash,C004,1175.53,22335.05,20000.0,3510.58,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $23510.58, totaling $23510.58. The cost amount for this transaction was $20000.00, with a tax amount of $1175.53, leading to a total amount due of $22335.05. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112020,Sale,2024-01-12,228029.48,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,114014.74,Cash,C001,11401.47,216628.01,200000.0,28029.48,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $114014.74, totaling $228029.48. The cost amount for this transaction was $200000.00, with a tax amount of $11401.47, leading to a total amount due of $216628.01. The receive_method of this transaction was cash, and this transaction was paid.",
Transfer20240112001,Bank to cash transfer,2024-01-12,100000.0,,,,,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240112001,Financial Expenses,2024-01-12,20014.36,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Financial Expenses, totaling $20014.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240112001,Administrative Expenses,2024-01-12,28909.78,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $28909.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,175.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $175.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113021,Sale,2024-01-13,115227.49,,,Unpaid,,100000.0,,,P004,Chemical Product D,1.0,115227.49,Account Receviable,C018,5761.37,109466.12,100000.0,15227.49,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $115227.49, totaling $115227.49. The cost amount for this transaction was $100000.00, with a tax amount of $5761.37, leading to a total amount due of $109466.12. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
