id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240108001,Administrative Expenses,2024-01-08,2024-01-08,40110.4,40110.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240108008,Interest Receivables,2024-01-08,2024-01-08,285.69,285.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240109012,Sale,2024-01-09,2024-01-09,561752.55,561752.55,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,112350.51,Account Receviable,C004,28087.63,533664.92,500000.0,61752.55000000005,,
Purchase20231231008,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Supervisor,Unpaid,Account Payable,50000.0,S002,Supplier 2,P003,Chemical Product C,16.0,50000.0,,,,,,,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Supervisor,Paid,Cash,100000.0,S002,Supplier 2,P004,Chemical Product D,8.0,100000.0,,,,,,,,
Transfer20240109001,Bank to cash transfer,2024-01-09,2024-01-09,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,6068.16,6068.16,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Financial Expenses,2024-01-09,2024-01-09,15621.28,15621.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240109001,Administrative Expenses,2024-01-09,2024-01-09,48680.7,48680.7,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240109009,Interest Receivables,2024-01-09,2024-01-09,276.78999999999996,276.78999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240110013,Sale,2024-01-10,2024-01-10,11994.85,11994.85,,,Paid,,10000.0,,,P001,Chemical Product A,1.0,11994.85,Cash,C015,599.74,11395.11,10000.0,1994.8500000000004,,
Sale20240110014,Sale,2024-01-10,2024-01-10,225706.12,225706.12,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,112853.06,Cash,C008,11285.31,214420.81,200000.0,25706.119999999995,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,1500000.0,1500000.0,Director,Staff,Paid,Cash,100000.0,S004,Supplier 4,P004,Chemical Product D,15.0,100000.0,,,,,,,,
Transfer20240110001,Bank to cash transfer,2024-01-10,2024-01-10,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240110001,Bank to cash transfer,2024-01-10,2024-01-10,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240110001,Bank to cash transfer,2024-01-10,2024-01-10,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240110001,Sales Expenses,2024-01-10,2024-01-10,34190.89,34190.89,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240110001,Bank to cash transfer,2024-01-10,2024-01-10,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,10289.84,10289.84,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240110001,Bank to cash transfer,2024-01-10,2024-01-10,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240110001,Administrative Expenses,2024-01-10,2024-01-10,14554.64,14554.64,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240110010,Interest Receivables,2024-01-10,2024-01-10,227.03585206999998,227.03585206999998,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240111016,Sale,2024-01-11,2024-01-11,23943.44,23943.44,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,11971.72,Cash,C016,1197.17,22746.27,20000.0,3943.4399999999987,,
Transfer20240111001,Bank to cash transfer,2024-01-11,2024-01-11,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240111001,Bank to cash transfer,2024-01-11,2024-01-11,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240111001,Administrative Expenses,2024-01-11,2024-01-11,48123.47,48123.47,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240111001,Bank to cash transfer,2024-01-11,2024-01-11,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,25734.91,25734.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240111001,Bank to cash transfer,2024-01-11,2024-01-11,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240111001,Sales Expenses,2024-01-11,2024-01-11,10545.45,10545.45,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240111011,Interest Receivables,2024-01-11,2024-01-11,183.92391119999996,183.92391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240112019,Sale,2024-01-12,2024-01-12,23510.58,23510.58,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,23510.58,Cash,C004,1175.53,22335.05,20000.0,3510.5800000000017,,
Sale20240112020,Sale,2024-01-12,2024-01-12,228029.48,228029.48,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,114014.74,Cash,C001,11401.47,216628.01,200000.0,28029.48000000001,,
Transfer20240112001,Bank to cash transfer,2024-01-12,2024-01-12,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240112001,Financial Expenses,2024-01-12,2024-01-12,20014.36,20014.36,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240112001,Administrative Expenses,2024-01-12,2024-01-12,28909.78,28909.78,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240112012,Interest Receivables,2024-01-12,2024-01-12,175.02391119999996,175.02391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240113021,Sale,2024-01-13,2024-01-13,115227.49,115227.49,,,Unpaid,,100000.0,,,P004,Chemical Product D,1.0,115227.49,Account Receviable,C018,5761.37,109466.12,100000.0,15227.490000000005,,
Sale20240113022,Sale,2024-01-13,2024-01-13,11452.39,11452.39,,,Paid,,10000.0,,,P001,Chemical Product A,1.0,11452.39,Cash,C013,572.62,10879.77,10000.0,1452.3899999999994,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,25047.96,25047.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240113001,Bank to cash transfer,2024-01-13,2024-01-13,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,48979.36,48979.36,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240113001,Administrative Expenses,2024-01-13,2024-01-13,11108.27,11108.27,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240113013,Interest Receivables,2024-01-13,2024-01-13,166.12391119999995,166.12391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240114023,Sale,2024-01-14,2024-01-14,304144.8,304144.8,,,Unpaid,,50000.0,,,P003,Chemical Product C,5.0,60828.96,Account Receviable,C015,15207.24,288937.56,250000.0,54144.79999999999,,
Sale20240114024,Sale,2024-01-14,2024-01-14,12908.24,12908.24,,,Unpaid,,10000.0,,,P001,Chemical Product A,1.0,12908.24,Account Receviable,C015,645.41,12262.83,10000.0,2908.24,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,16399.61,16399.61,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240114001,Financial Expenses,2024-01-14,2024-01-14,35810.7,35810.7,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240114001,Bank to cash transfer,2024-01-14,2024-01-14,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240114001,Administrative Expenses,2024-01-14,2024-01-14,11779.31,11779.31,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240114014,Interest Receivables,2024-01-14,2024-01-14,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240115025,Sale,2024-01-15,2024-01-15,251978.28,251978.28,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,62994.57,Cash,C006,12598.91,239379.37,200000.0,51978.28,,
Sale20240115026,Sale,2024-01-15,2024-01-15,23326.93,23326.93,,,Unpaid,,20000.0,,,P002,Chemical Product B,1.0,23326.93,Account Receviable,C010,1166.35,22160.58,20000.0,3326.9300000000003,,
Expense20240115001,Administrative Expenses,2024-01-15,2024-01-15,45918.98,45918.98,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240115001,Sales Expenses,2024-01-15,2024-01-15,36971.49,36971.49,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240115015,Interest Receivables,2024-01-15,2024-01-15,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240116028,Sale,2024-01-16,2024-01-16,125927.76,125927.76,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,62963.88,Cash,C019,6296.39,119631.37,100000.0,25927.759999999995,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,21268.08,21268.08,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,45600.44,45600.44,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240116001,Administrative Expenses,2024-01-16,2024-01-16,23871.23,23871.23,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240116016,Interest Receivables,2024-01-16,2024-01-16,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240117029,Sale,2024-01-17,2024-01-17,235053.64,235053.64,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,58763.41,Cash,C014,11752.68,223300.96,200000.0,35053.640000000014,,
Sale20240117030,Sale,2024-01-17,2024-01-17,47872.6,47872.6,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,23936.3,Account Receviable,C019,2393.63,45478.97,40000.0,7872.5999999999985,,
Expense20240117001,Sales Expenses,2024-01-17,2024-01-17,17932.79,17932.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240117001,Financial Expenses,2024-01-17,2024-01-17,9768.85,9768.85,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240117017,Interest Receivables,2024-01-17,2024-01-17,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240118032,Sale,2024-01-18,2024-01-18,23625.51,23625.51,,,Paid,,20000.0,,,P002,Chemical Product B,1.0,23625.51,Cash,C012,1181.28,22444.23,20000.0,3625.5099999999984,,
Expense20240118001,Sales Expenses,2024-01-18,2024-01-18,25560.84,25560.84,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240118001,Financial Expenses,2024-01-18,2024-01-18,48288.55,48288.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240118018,Interest Receivables,2024-01-18,2024-01-18,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240119034,Sale,2024-01-19,2024-01-19,41627.94,41627.94,,,Unpaid,,10000.0,,,P001,Chemical Product A,3.0,13875.98,Account Receviable,C006,2081.4,39546.54,30000.0,11627.940000000002,,
Sale20240119035,Sale,2024-01-19,2024-01-19,125905.98,125905.98,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,62952.99,Cash,C012,6295.3,119610.68,100000.0,25905.979999999996,,
Expense20240119001,Financial Expenses,2024-01-19,2024-01-19,10050.0,10050.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,44676.25,44676.25,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240119001,Administrative Expenses,2024-01-19,2024-01-19,46455.75,46455.75,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240119019,Interest Receivables,2024-01-19,2024-01-19,157.22391119999995,157.22391119999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240120036,Sale,2024-01-20,2024-01-20,556562.3,556562.3,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,111312.46,Account Receviable,C001,27828.12,528734.18,500000.0,56562.30000000005,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,1100000.0,1100000.0,Director,Senior Staff,Paid,Bank Transfer,50000.0,S005,Supplier 5,P003,Chemical Product C,22.0,50000.0,,,,,,,,
Expense20240120001,Sales Expenses,2024-01-20,2024-01-20,43645.15,43645.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,27835.71,27835.71,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Financial Expenses,2024-01-20,2024-01-20,5864.96,5864.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240120001,Administrative Expenses,2024-01-20,2024-01-20,48836.01,48836.01,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240120020,Interest Receivables,2024-01-20,2024-01-20,59.32391119999996,59.32391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240121038,Sale,2024-01-21,2024-01-21,100171.2,100171.2,,,Paid,,20000.0,,,P002,Chemical Product B,4.0,25042.8,Cash,C003,5008.56,95162.64,80000.0,20171.199999999997,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,12975.37,12975.37,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Administrative Expenses,2024-01-21,2024-01-21,15725.57,15725.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,21590.97,21590.97,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Financial Expenses,2024-01-21,2024-01-21,10914.04,10914.04,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,59.32391119999996,59.32391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122040,Sale,2024-01-22,2024-01-22,286337.25,286337.25,,,Paid,,50000.0,,,P003,Chemical Product C,5.0,57267.45,Cash,C013,14316.86,272020.39,250000.0,36337.25,,
Sale20240122041,Sale,2024-01-22,2024-01-22,48657.34,48657.34,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,24328.67,Account Receviable,C010,2432.87,46224.47,40000.0,8657.339999999997,,
Expense20240122001,Financial Expenses,2024-01-22,2024-01-22,23542.79,23542.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,28867.32,28867.32,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,59.32391119999996,59.32391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123042,Sale,2024-01-23,2024-01-23,268691.36,268691.36,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,67172.84,Cash,C007,13434.57,255256.79,200000.0,68691.35999999999,,
Sale20240123043,Sale,2024-01-23,2024-01-23,23158.16,23158.16,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,11579.08,Cash,C019,1157.91,22000.25,20000.0,3158.16,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,32221.06,32221.06,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,7435.63,7435.63,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,14845.54,14845.54,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,59.32391119999996,59.32391119999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124044,Sale,2024-01-24,2024-01-24,12903.89,12903.89,,,Unpaid,,10000.0,,,P001,Chemical Product A,1.0,12903.89,Account Receviable,C006,645.19,12258.7,10000.0,2903.8899999999994,,
Sale20240124045,Sale,2024-01-24,2024-01-24,277779.16,277779.16,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,138889.58,Cash,C002,13888.96,263890.2,200000.0,77779.15999999997,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,362437.67,362437.67,,,Paid,Bank Transfer,,S003,Supplier 3,,,,,,,,,,,Storage Facilities4,Storage Facilities
Purchase20231231012,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Staff,Paid,Cash,10000.0,S004,Supplier 4,P001,Chemical Product A,6.0,10000.0,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,29137.97,29137.97,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Financial Expenses,2024-01-24,2024-01-24,13398.99,13398.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,10995.01,10995.01,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,27.06695856999996,27.06695856999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125047,Sale,2024-01-25,2024-01-25,245247.36,245247.36,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,122623.68,Cash,C014,12262.37,232984.99,200000.0,45247.359999999986,,
Expense20240125001,Financial Expenses,2024-01-25,2024-01-25,14741.57,14741.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,43390.69,43390.69,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,39513.87,39513.87,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,39031.8,39031.8,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,27.06695856999996,27.06695856999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126048,Sale,2024-01-26,2024-01-26,25576.4,25576.4,,,Unpaid,,20000.0,,,P002,Chemical Product B,1.0,25576.4,Account Receviable,C002,1278.82,24297.58,20000.0,5576.4000000000015,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,29198.34,29198.34,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,49496.23,49496.23,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,24000.89,24000.89,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,24435.81,24435.81,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,27.06695856999996,27.06695856999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,22165.63,22165.63,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
