id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Purchase20231231002,Purchase,2023-12-31,696960.0,2880.0,Director,Staff,Unpaid,Account Payable,S005,Supplier 5,F004,Banquet Set,242.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 242.0 units at a unit price of $2880.00, totaling $696960.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231003,Purchase,2023-12-31,394560.0,2880.0,Director,Staff,Unpaid,Account Payable,S007,Supplier 7,F004,Banquet Set,137.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 137.0 units at a unit price of $2880.00, totaling $394560.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231004,Purchase,2023-12-31,286000.0,2000.0,Director,Staff,Unpaid,Account Payable,S010,Supplier 10,R002,Business Room,143.0,2000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 143.0 units at a unit price of $2000.00, totaling $286000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240102001,Administrative Expenses,2024-01-02,954.16,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $954.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240102001,Administrative Expenses,2024-01-02,826.27,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 02, 2024, an invoice was issued for a Administrative Expenses, totaling $826.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240102002,Interest Receivables,2024-01-02,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 02, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240103004,Sale,2024-01-03,242.39,150.0,,,Paid,,,,F001,Quick Meal Set,1.0,242.39,Cash,C003,12.12,230.27,150.0,92.39,,,"On January 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $242.39, totaling $242.39. The cost amount for this transaction was $150.00, with a tax amount of $12.12, leading to a total amount due of $230.27. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231005,Purchase,2023-12-31,421500.0,1500.0,Director,Supervisor,Paid,Cash,S008,Supplier 8,R001,Standard Room,281.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 281.0 units at a unit price of $1500.00, totaling $421500.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231006,Purchase,2023-12-31,64400.0,350.0,Director,Supervisor,Paid,Cash,S005,Supplier 5,F002,Business Meal Set,184.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 184.0 units at a unit price of $350.00, totaling $64400.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240103001,Administrative Expenses,2024-01-03,932.87,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 03, 2024, an invoice was issued for a Administrative Expenses, totaling $932.87. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240103003,Interest Receivables,2024-01-03,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 03, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240104005,Sale,2024-01-04,13198.32,2000.0,,,Paid,,,,R002,Business Room,4.0,3299.58,Cash,C003,659.92,12538.4,8000.0,5198.32,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3299.58, totaling $13198.32. The cost amount for this transaction was $8000.00, with a tax amount of $659.92, leading to a total amount due of $12538.40. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240104006,Sale,2024-01-04,2658.43,2000.0,,,Unpaid,,,,R002,Business Room,1.0,2658.43,Account Receviable,C004,132.92,2525.51,2000.0,658.43,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2658.43, totaling $2658.43. The cost amount for this transaction was $2000.00, with a tax amount of $132.92, leading to a total amount due of $2525.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104007,Sale,2024-01-04,22421.8,2880.0,,,Unpaid,,,,F004,Banquet Set,5.0,4484.36,Account Receviable,C015,1121.09,21300.71,14400.0,8021.8,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $4484.36, totaling $22421.80. The cost amount for this transaction was $14400.00, with a tax amount of $1121.09, leading to a total amount due of $21300.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240104008,Sale,2024-01-04,1071.1,150.0,,,Paid,,,,F001,Quick Meal Set,5.0,214.22,Cash,C003,53.55,1017.55,750.0,321.1,,,"On January 04, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $214.22, totaling $1071.10. The cost amount for this transaction was $750.00, with a tax amount of $53.55, leading to a total amount due of $1017.55. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,470000.0,2000.0,Director,Supervisor,Paid,Cash,S002,Supplier 2,R002,Business Room,235.0,2000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 235.0 units at a unit price of $2000.00, totaling $470000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231008,Purchase,2023-12-31,544000.0,2000.0,Director,Staff,Unpaid,Account Payable,S008,Supplier 8,R002,Business Room,272.0,2000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 272.0 units at a unit price of $2000.00, totaling $544000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231009,Purchase,2023-12-31,43400.0,350.0,Director,Staff,Unpaid,Account Payable,S007,Supplier 7,F002,Business Meal Set,124.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 124.0 units at a unit price of $350.00, totaling $43400.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240104001,Sales Expenses,2024-01-04,335.46,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 04, 2024, an invoice was issued for a Sales Expenses, totaling $335.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240104004,Interest Receivables,2024-01-04,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 04, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240105010,Sale,2024-01-05,5563.62,2000.0,,,Paid,,,,R002,Business Room,2.0,2781.81,Cash,C020,278.18,5285.44,4000.0,1563.62,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2781.81, totaling $5563.62. The cost amount for this transaction was $4000.00, with a tax amount of $278.18, leading to a total amount due of $5285.44. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105011,Sale,2024-01-05,4571.54,1500.0,,,Unpaid,,,,R001,Standard Room,2.0,2285.77,Account Receviable,C009,228.58,4342.96,3000.0,1571.54,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2285.77, totaling $4571.54. The cost amount for this transaction was $3000.00, with a tax amount of $228.58, leading to a total amount due of $4342.96. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240105012,Sale,2024-01-05,211.43,150.0,,,Paid,,,,F001,Quick Meal Set,1.0,211.43,Cash,C020,10.57,200.86,150.0,61.43,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $211.43, totaling $211.43. The cost amount for this transaction was $150.00, with a tax amount of $10.57, leading to a total amount due of $200.86. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240105013,Sale,2024-01-05,203.29,150.0,,,Unpaid,,,,F001,Quick Meal Set,1.0,203.29,Account Receviable,C014,10.16,193.13,150.0,53.29,,,"On January 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $203.29, totaling $203.29. The cost amount for this transaction was $150.00, with a tax amount of $10.16, leading to a total amount due of $193.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,21900.0,150.0,Director,Supervisor,Unpaid,Account Payable,S005,Supplier 5,F001,Quick Meal Set,146.0,150.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 146.0 units at a unit price of $150.00, totaling $21900.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240105001,Sales Expenses,2024-01-05,996.42,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $996.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240105001,Sales Expenses,2024-01-05,957.5,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 05, 2024, an invoice was issued for a Sales Expenses, totaling $957.50. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240105005,Interest Receivables,2024-01-05,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 05, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240106016,Sale,2024-01-06,4918.0,2880.0,,,Paid,,,,F004,Banquet Set,1.0,4918.0,Cash,C019,245.9,4672.1,2880.0,2038.0,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $4918.00, totaling $4918.00. The cost amount for this transaction was $2880.00, with a tax amount of $245.90, leading to a total amount due of $4672.10. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240106017,Sale,2024-01-06,1717.11,350.0,,,Unpaid,,,,F002,Business Meal Set,3.0,572.37,Account Receviable,C006,85.86,1631.25,1050.0,667.11,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $572.37, totaling $1717.11. The cost amount for this transaction was $1050.00, with a tax amount of $85.86, leading to a total amount due of $1631.25. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240106018,Sale,2024-01-06,2301.85,350.0,,,Unpaid,,,,F002,Business Meal Set,5.0,460.37,Account Receviable,C016,115.09,2186.76,1750.0,551.85,,,"On January 06, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $460.37, totaling $2301.85. The cost amount for this transaction was $1750.00, with a tax amount of $115.09, leading to a total amount due of $2186.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240106001,Administrative Expenses,2024-01-06,556.79,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 06, 2024, an invoice was issued for a Administrative Expenses, totaling $556.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240106006,Interest Receivables,2024-01-06,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 06, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240107019,Sale,2024-01-07,1470.03,350.0,,,Paid,,,,F002,Business Meal Set,3.0,490.01,Account Receviable,C013,98.0,1862.04,1400.0,524.04,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $490.01, totaling $1960.04. The cost amount for this transaction was $1400.00, with a tax amount of $98.00, leading to a total amount due of $1862.04. The receive_method of this transaction was account receviable, and this transaction was unpaid.","[{'Original quantity': 4.0, 'Recorded quantity': 3, 'id': 'Sale20240107019'}, {'Recorded payment/receipt_status': 'Paid', 'Original payment/receipt_status': 'Unpaid', 'id': 'Sale20240107019'}, {'Original profit': 560.04, 'Recorded profit': 524.04, 'id': 'Sale20240107019'}]"
Sale20240107020,Sale,2024-01-07,2069.18,1500.0,,,Paid,,,,R001,Standard Room,1.0,2069.18,Cash,C013,103.46,1965.72,1500.0,569.18,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2069.18, totaling $2069.18. The cost amount for this transaction was $1500.00, with a tax amount of $103.46, leading to a total amount due of $1965.72. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107021,Sale,2024-01-07,6198.52,2000.0,,,Paid,,,,R002,Business Room,2.0,3099.26,Cash,C008,309.93,5888.59,4000.0,2198.52,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3099.26, totaling $6198.52. The cost amount for this transaction was $4000.00, with a tax amount of $309.93, leading to a total amount due of $5888.59. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240107022,Sale,2024-01-07,8020.0,2880.0,,,Paid,,,,F004,Banquet Set,2.0,4010.0,Cash,C009,401.0,7619.0,5760.0,2260.0,,,"On January 07, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4010.00, totaling $8020.00. The cost amount for this transaction was $5760.00, with a tax amount of $401.00, leading to a total amount due of $7619.00. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,163500.0,1500.0,Director,Supervisor,Unpaid,Account Payable,S003,Supplier 3,R001,Standard Room,109.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 109.0 units at a unit price of $1500.00, totaling $163500.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240107001,Sales Expenses,2024-01-07,447.47,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $447.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240107001,Sales Expenses,2024-01-07,409.54,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 07, 2024, an invoice was issued for a Sales Expenses, totaling $409.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240107007,Interest Receivables,2024-01-07,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 07, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240108025,Sale,2024-01-08,13103.7,2000.0,,,Paid,,,,R002,Business Room,5.0,2620.74,Cash,C015,655.19,12448.51,10000.0,3103.7,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2620.74, totaling $13103.70. The cost amount for this transaction was $10000.00, with a tax amount of $655.19, leading to a total amount due of $12448.51. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108026,Sale,2024-01-08,13470.45,2000.0,,,Paid,,,,R002,Business Room,5.0,2694.09,Cash,C018,673.52,12796.93,10000.0,3470.45,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2694.09, totaling $13470.45. The cost amount for this transaction was $10000.00, with a tax amount of $673.52, leading to a total amount due of $12796.93. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240108027,Sale,2024-01-08,2322.9,350.0,,,Paid,,,,F002,Business Meal Set,5.0,464.58,Cash,C011,116.15,2206.75,1750.0,572.9,,,"On January 08, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $464.58, totaling $2322.90. The cost amount for this transaction was $1750.00, with a tax amount of $116.15, leading to a total amount due of $2206.75. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231012,Purchase,2023-12-31,235500.0,1500.0,Director,Supervisor,Unpaid,Account Payable,S004,Supplier 4,R001,Standard Room,157.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 157.0 units at a unit price of $1500.00, totaling $235500.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Purchase20231231013,Purchase,2023-12-31,466560.0,2880.0,Director,Staff,Unpaid,Account Payable,S009,Supplier 9,F004,Banquet Set,162.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 162.0 units at a unit price of $2880.00, totaling $466560.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240108001,Administrative Expenses,2024-01-08,836.94,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 08, 2024, an invoice was issued for a Administrative Expenses, totaling $836.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240108008,Interest Receivables,2024-01-08,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 08, 2024, an invoice was issued for a Interest Receivables, totaling $445.00. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240109028,Sale,2024-01-09,5847.04,2000.0,,,Paid,,,,R002,Business Room,2.0,2923.52,Cash,C020,292.35,5554.69,4000.0,1847.04,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2923.52, totaling $5847.04. The cost amount for this transaction was $4000.00, with a tax amount of $292.35, leading to a total amount due of $5554.69. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240109029,Sale,2024-01-09,10265.88,1500.0,,,Unpaid,,,,R001,Standard Room,4.0,2566.47,Account Receviable,C011,513.29,9752.59,6000.0,4265.88,,,"On January 09, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2566.47, totaling $10265.88. The cost amount for this transaction was $6000.00, with a tax amount of $513.29, leading to a total amount due of $9752.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231014,Purchase,2023-12-31,34500.0,150.0,Director,Staff,Paid,Bank Transfer,S003,Supplier 3,F001,Quick Meal Set,230.0,150.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 230.0 units at a unit price of $150.00, totaling $34500.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240109001,Administrative Expenses,2024-01-09,486.04,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 09, 2024, an invoice was issued for a Administrative Expenses, totaling $486.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240109009,Interest Receivables,2024-01-09,441.93,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 09, 2024, an invoice was issued for a Interest Receivables, totaling $441.93. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240110030,Sale,2024-01-10,20314.8,2880.0,,,Unpaid,,,,F004,Banquet Set,4.0,5078.7,Account Receviable,C011,1015.74,19299.06,11520.0,8794.8,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $5078.70, totaling $20314.80. The cost amount for this transaction was $11520.00, with a tax amount of $1015.74, leading to a total amount due of $19299.06. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240110031,Sale,2024-01-10,1783.05,350.0,,,Paid,,,,F002,Business Meal Set,3.0,594.35,Cash,C016,89.15,1693.9,1050.0,733.05,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $594.35, totaling $1783.05. The cost amount for this transaction was $1050.00, with a tax amount of $89.15, leading to a total amount due of $1693.90. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240110032,Sale,2024-01-10,2874.65,350.0,,,Paid,,,,F002,Business Meal Set,5.0,574.93,Cash,C007,143.73,2730.92,1750.0,1124.65,,,"On January 10, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $574.93, totaling $2874.65. The cost amount for this transaction was $1750.00, with a tax amount of $143.73, leading to a total amount due of $2730.92. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240110001,Administrative Expenses,2024-01-10,174.86,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $174.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240110001,Administrative Expenses,2024-01-10,628.33,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 10, 2024, an invoice was issued for a Administrative Expenses, totaling $628.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240110010,Interest Receivables,2024-01-10,441.93,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 10, 2024, an invoice was issued for a Interest Receivables, totaling $441.93. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240111033,Sale,2024-01-11,4479.0,1500.0,,,Paid,,,,R001,Standard Room,2.0,2239.5,Cash,C020,223.95,4255.05,3000.0,1479.0,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2239.50, totaling $4479.00. The cost amount for this transaction was $3000.00, with a tax amount of $223.95, leading to a total amount due of $4255.05. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111034,Sale,2024-01-11,9977.8,2880.0,,,Paid,,,,F004,Banquet Set,2.0,4988.9,Cash,C012,498.89,9478.91,5760.0,4217.8,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4988.90, totaling $9977.80. The cost amount for this transaction was $5760.00, with a tax amount of $498.89, leading to a total amount due of $9478.91. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111035,Sale,2024-01-11,2049.8,350.0,,,Paid,,,,F002,Business Meal Set,4.0,512.45,Cash,C006,102.49,1947.31,1400.0,649.8,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $512.45, totaling $2049.80. The cost amount for this transaction was $1400.00, with a tax amount of $102.49, leading to a total amount due of $1947.31. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240111036,Sale,2024-01-11,960.3,350.0,,,Unpaid,,,,F002,Business Meal Set,2.0,480.15,Account Receviable,C005,48.02,912.28,700.0,260.3,,,"On January 11, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $480.15, totaling $960.30. The cost amount for this transaction was $700.00, with a tax amount of $48.02, leading to a total amount due of $912.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,830405.75,,,,Paid,Bank Transfer,S003,Supplier 3,,,,,,,,,,,Central AC4,Central AC,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $830405.75. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231015,Purchase,2023-12-31,800000.0,5000.0,Director,Staff,Unpaid,Account Payable,S007,Supplier 7,R003,Luxury Suite,160.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 160.0 units at a unit price of $5000.00, totaling $800000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240111001,Administrative Expenses,2024-01-11,246.77,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Administrative Expenses, totaling $246.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
